id,source_id,pattern,context,question,right_answer,hallucinated_answer,raw_response,is_hallucinated
bengali-6560277252785248931-4::comprehension,bengali-6560277252785248931-4,comprehension,"রবার্ট গুটলার ফারগুসন নামক একজন ব্রিটিশ আইনজীবীর অধীনে শিক্ষানবিশ হিসেবে দ্বারকানাথ চিরস্থায়ী বন্দোবস্ত সম্পর্কিত আইন এবং কলকাতা সুপ্রিম কোর্ট, সদর ও জেলা আদালতের যাবতীয় আইন ও কার্যপ্রণালী বিষয়ে অধ্যয়ন করেন। ১৮১৫ সালে তিনি সফলভাবে আইন ব্যবসা শুরু করেন। অচিরেই তিনি পিতা রামলোচনের নিকট থেকে উত্তরাধিকারসূত্রে প্রাপ্ত জমিদারির সীমানা প্রসারে সক্রিয় হয়ে ওঠেন। ১৮৩০ সালে দ্বারকানাথ রাজশাহী জেলার কালীগ্রামের জমিদারি এবং ১৮৩৪ সালে পাবনার শাহজাদপুরের জমিদারি নিলামে ক্রয় করেন। তাঁর জমিদারিতে বেশ কিছু অংশীদার ও সহ-অংশীদার ছিলেন। কিন্তু তিনি বহরমপুর, পাণ্ডুয়া, কালীগ্রাম ও শাহজাদপুরে চারটি বড় জমিদারির মালিক ছিলেন এবং এগুলিতে তাঁর কোন অংশীদার ছিল না। ১৮৪০ সালে সেগুলি তিনি তাঁর সন্তান ও তাঁদের উত্তরাধিকারীদের ট্রাস্ট করে দেন। দ্বারকানাথ ঠাকুরের জমিদারি পরিচালনার একটি বিশেষ বৈশিষ্ট্য ছিল। তিনি এটিকে সামন্ততন্ত্রের দৃষ্টিকোণ থেকে না দেখে মূলধনের সৃষ্টিশীল প্রসার হিসেবে বিবেচনা করেন। এক্ষেত্রে তিনি সমকালীন জমিদারদের চেয়ে ব্যতিক্রম ছিলেন। জমিদারি পরিচালনার জন্য তিনি কয়েকজন ইউরোপীয় বিশেষজ্ঞ নিয়োগ করেছিলেন।",প্রিন্স দ্বারকানাথ ঠাকুরের বাবার নাম কী ?,রামলোচনে,দেবেন্দ্রনাথ ঠাকুর,yes,yes
bengali--4632944432756037238-2::inference,bengali--4632944432756037238-2,inference,১৯৭১ সালে বাংলাদেশের স্বাধীনতা লাভের পর নতুন সরকার জামায়াতকে রাজনীতি থেকে নিষিদ্ধ ঘোষণা করে এবং দলের নেতারা পাকিস্তানে নির্বাসনে চলে যান। পরবর্তীতে ১৯৭৫ সালে প্রথম রাষ্ট্রপতি শেখ মুজিব হত্যাকান্ডের পর এবং কয়েকটি সামরিক অভ্যুত্থানের পর ১৯৭৭ সালে মেজর জেনারেল জিয়াউর রহমান ক্ষমতায় এলে জামায়াতের উপর থেকে নিষেধাজ্ঞা প্রত্যাহার করে নেওয়া হয়। দলটির নেতাকর্মীরা ফিরে আসার অনুমতি পান এবং ১৯৭৯ সালের মে মাসে তৎকালীন জামায়াতে ইসলামীর অত্যন্ত প্রভাবশালী নেতা আব্বাস আলী খানের নেতৃত্বে বাংলাদেশ জামায়াতে ইসলামী প্রতিষ্ঠিত হয়।  এই সংগঠনের উদ্দেশ্য হলো শরিয়া ভিত্তিক একটি ইসলামী রাষ্ট্র প্রতিষ্ঠা করা যা পাকিস্তান ও সৌদি আরবের দেশসমূহে লক্ষ করা যায়। জামায়াতের বিরুদ্ধে হিন্দু ও বৌদ্ধ এবং আহমদিয়া মুসলিমদের উপর ধারাবাহিক আক্রমণের অভিযোগ করা হয়ে থাকে।,বাংলাদেশ জামায়াতে ইসলামী কবে প্রতিষ্ঠিত হয় ?,১৯৭৯ সালের মে মাসে,বাংলাদেশ জামায়াতে ইসলামী ১৯৭৭ সালে প্রতিষ্ঠিত হয়।,yes,yes
bengali--2599451116164447125-11::factualness,bengali--2599451116164447125-11,factualness,১৮৪৬ সালে লন্ডনে কিছুকাল রোগভোগের পর তাঁর জীবনাবসান ঘটে।,প্রিন্স দ্বারকানাথ ঠাকুর কোথায় মারা যান ?,লন্ডনে,প্রিন্স দ্বারকানাথ ঠাকুর প্যারিসে মারা যান।,no,no
bengali--2070463653245554753-1::inference,bengali--2070463653245554753-1,inference,"শাফায়াত জামিল মার্চ ১, ১৯৪০ তারিখে কিশোরগঞ্জ জেলার কুলিয়ারচর উপজেলার খড়গমারা গ্রামে জন্মগ্রহণ করেন। তাঁর বাবার নাম এ এইচ এম করিমউল্লাহ এবং মায়ের নাম লায়লা জোহরা বেগম। তাঁর পিতা এএইচ করিমুল্লাহ ছিল ইস্ট পাকিস্তান সিভিল সার্ভিস (জুডিশিয়াল) অফিসার ছিলেন। তার স্ত্রীর নাম রাশিদা শাফায়াত। তাঁদের তিন ছেলে। শাফায়াত জামিল ঢাকা কলেজ, ঢাকা বিশ্ববিদ্যালয় এবং পাকিস্তান মিলিটারি একাডেমী থেকে শিক্ষা গ্রহন করেন। তিনি ঐ একাডেমীতে জেনারেল পারভেজ মুশাররফের (পরবর্তীতে পাকিস্তানের প্রেসিডেন্ট) সহপাঠি ছিলেন।",বাংলাদেশের স্বাধীনতা যুদ্ধের বীর মুক্তিযোদ্ধা কর্নেল শাফায়াত জামিলের বাবার নাম কী ?,এ এইচ এম করিমউল্লাহ,শাফায়াত জামিলের বাবার নাম ছিল লায়লা জোহরা বেগম।,yes,yes
bengali-6543940287332686430-1::comprehension,bengali-6543940287332686430-1,comprehension,"এই ইনস্টিটিউটটি চলচ্চিত্র, বিনোদন, ব্যবসায় এবং পণ্ডিত সম্প্রদায়ের নেতৃস্থানীয় ব্যক্তিবর্গের দ্বারা পরিচালিত হয়। ট্রাস্টি বোর্ডের প্রধান স্যার হাওয়ার্ড স্ট্রিঞ্জার এবং বোর্ড অব ডিরেক্টরের প্রধান রবার্ট এ. ডেলি সংস্থাটির নির্দেশনা দিয়ে থাকেন এবং ২০১৪ সালের অক্টোবর থেকে এটি মহাপরিচালক ও প্রধান নির্বাহী কর্মকর্তা বব গ্যাজেল সংস্থাটি পরিচালনা করে আসছেন। পূর্ববর্তী পরিচালকগণ হলেন এর প্রতিষ্ঠাতা পরিচালক জর্জ স্টিভেন্স জুনিয়র (১৯৬৭ সালে সংস্থাটি প্রতিষ্ঠার সময় থেকে ১৯৮০ সাল পর্যন্ত) এবং জঁ পিকার ফার্স্টেনবার্গ (১৯৮০ থেকে ২০০৭ সাল পর্যন্ত)।[2]",আমেরিকান ফিল্ম ইনস্টিটিউটের বোর্ড অফ ডিরেক্টরের প্রধান কে ?,রবার্ট এ. ডেলি,আমেরিকান ফিল্ম ইনস্টিটিউটের বোর্ড অফ ডিরেক্টরের প্রধান স্যার হাওয়ার্ড স্ট্রিঞ্জার।,yes,yes
bengali-6058207303729664794-1::inference,bengali-6058207303729664794-1,inference,ইমাজ উদ্দিন প্রামাণিকের জন্ম ১৯৪১ সালের ১৬ ফেব্রুয়ারি নওগাঁ জেলার মান্দা উপজেলার কালিকাপুর গ্রামে। তার পিতা হযরতুল্যা প্রামাণিক এবং মাতা তুলা বেগম। তিনি তাঁর পিতা-মাতার কনিষ্ঠ সন্তান।,মুহাম্মদ ইমাজ উদ্দিন প্রামাণিকের বাবার নাম কী ?,হযরতুল্যা প্রামাণিক,মুহাম্মদ ইমাজ উদ্দিন প্রামাণিকের বাবার নাম ছিল তুলা বেগম।,no,no
bengali-1288312892497828945-0::factualness,bengali-1288312892497828945-0,factualness,"মুর্শিদাবাদ জেলা পূর্ব ভারতের পশ্চিমবঙ্গ রাজ্যের মালদা বিভাগের একটি জেলা। এই জেলার মধ্য দিয়ে ভাগীরথী নদী বয়ে গিয়ে জেলাকে দুভাগে ভাগ করেছে।  নদীর পশ্চিমের অংশ রাঢ় ও পূর্বের অংশ বাঘিড়া নামে পরিচিত।[2] ৫.৩১৪ বর্গ কিলোমিটার (২,০৬২ বর্গ মাইল) আয়তনের এলাকা এবং ৭১.০২ লক্ষ জনসংখ্যা থাকায় এটি একটি জনবহুল জেলা। মুর্শিদাবাদ ভারতের নবমতম (ভারতের ৬৪১টি জেলার মধ্যে) জনবহুল জেলা।[3] এই জেলার সদর দপ্তর বহরমপুর শহরে অবস্থিত।",মুর্শিদাবাদ জেলার সদর শহর কোনটি?,বহরমপুর,মুর্শিদাবাদ জেলার সদর শহর হলো **জিয়াগঞ্জ**।,yes,yes
bengali--5526839803787627428-10::factualness,bengali--5526839803787627428-10,factualness,"পেরুর বর্তমান অধিনায়ক হিসেবে রয়েছেন ফরোয়ার্ড পাউলো গুরিরো।[2] মধ্যমাঠের খেলোয়াড় লিওপোল্ডো বাসুর্তো দলের প্রথম অধিনায়ক ছিলেন।[33] ১৯৬৫ থেকে ১৯৮১ সাল পর্যন্ত রক্ষণভাগের খেলোয়াড় হেক্টর চাম্পিতাজ পেরু দলে সবচেয়ে বেশী সময় নেতৃত্বে ছিলেন।[2] ফরোয়ার্ড ক্লদিও পিজারো ২০০৩ থেকে ২০১৬ সাল পর্যন্ত দ্বিতীয় সর্বাধিক সময় দলকে নেতৃত্ব দিয়েছেন।[33] দলের অন্যান্য উল্লেখযোগ্য খেলোয়াড়ের মধ্যে রয়েছেন - রুবেন দিয়াজ, জুলিও সিজার ইউরাই, জুয়ান রেনোসো ও নোলবার্তো সোলানো।[2]",পেরু জাতীয় ফুটবল দলটির প্রথম অধিনায়ক কে ছিলেন ?,লিওপোল্ডো বাসুর্তো,পেরু জাতীয় ফুটবল দলটির প্রথম অধিনায়ক ছিলেন হেক্টর চাম্পিতাজ।,yes,yes
bengali--3794601659297720355-1::factualness,bengali--3794601659297720355-1,factualness,"বনশালি ১৯৬৩ সালের ২৪ ফেব্রুয়ারি ভারতের মুম্বাইয়ে জন্মগ্রহণ করেন। তার পিতা চলচ্চিত্র নির্মাতা নবিন বনশালি এবং মাতা লীলা বনশালি। তার ""লীলা"" নামটি তিনি তার মায়ের নাম থেকে গ্রহণ করেন। নবিন বনশালি অ্যালকোহলে আসক্ত হয়ে পরে এবং একেবারে হাল ছেড়ে দেন। বনশালির বোন বেলা সেগাল।",সঞ্জয় লীলা ভন্সালীর মায়ের নাম কী ?,লীলা বনশালি,সঞ্জয় লীলা ভন্সালীর মায়ের নাম ছিল লতা বনশালি।,no,no
bengali--2478685782456378793-1::factualness,bengali--2478685782456378793-1,factualness,"মোটোরোলা কোম্পানিতে কর্মরত ডঃ মার্টিন কুপার[1] এবং জন ফ্রান্সিস মিচেলকে[2][3][4] প্রথম মোবাইল ফোনের উদ্ভাবকের মর্যাদা দেয়া হয়ে থাকে। তাঁরা ১৯৭৩ সালের এপ্রিলে প্রথম সফলভাবে একটি প্রায় ১ কেজি (২।২ পাউন্ড) ওজনের হাতে ধরা ফোনের মাধ্যমে কল করতে সক্ষম হন[5]।  মোবাইল ফোনের প্রথম বাণিজ্যিক সংস্করণ বাজারে আসে ১৯৮৩ সালে, ফোনটির নাম ছিল মোটোরোলা ডায়না টিএসি ৮০০০এক্স (DynaTAC 8000x)। ১৯৯০ সাল থেকে ২০১১ সালের মধ্যে পৃথিবীব্যাপী মোবাইল ফোন ব্যবহারকারীর সংখ্যা ১২.৪ মিলিয়ন থেকে বৃদ্ধি পেয়ে ৬ বিলিয়নের বেশী হয়ে গেছে। পৃথিবীর মোট জনসংখ্যার প্রায় ৮৭% মোবাইল ফোন যোগাযোগের আওতায় এসেছে[6][7][8][9]।",ভারতের সর্বপ্রথম টেলিফোনটি কোন কোম্পানি তৈরি করে ?,মোটোরোলা,ভারতের সর্বপ্রথম টেলিফোনটি তৈরি করে নোকিয়া কোম্পানি।,yes,yes
bengali-1239158793173466909-0::factualness,bengali-1239158793173466909-0,factualness,"উমাইয়া খিলাফত (Arabic: الخلافة الأموية‎, trans. Al-Ḫilāfa al-ʾumawiyya) ইসলামের প্রধান চারটি খিলাফতের মধ্যে দ্বিতীয় খিলাফত। এটি উমাইয়া রাজবংশকে কেন্দ্র করে গড়ে উঠে। ইসলামের তৃতীয় খলিফা উসমান ইবন আফ্‌ফানের খিলাফত লাভের মাধ্যমে উমাইয়া পরিবার প্রথম ক্ষমতায় আসে। তবে উমাইয়া বংশের শাসন মুয়াবিয়া ইবনে আবু সুফিয়ান কর্তৃক সূচিত হয়। তিনি দীর্ঘদিন সিরিয়ার গভর্নর ছিলেন। ফলে সিরিয়া উমাইয়াদের ক্ষমতার ভিত্তি হয়ে উঠে এবং দামেস্ক তাদের রাজধানী হয়। উমাইয়ারা মুসলিমদের বিজয় অভিযান অব্যাহত রাখে। ককেসাস, ট্রান্সঅক্সানিয়া, সিন্ধু, মাগরেব ও ইবেরিয়ান উপদ্বীপ (আন্দালুস) জয় করে মুসলিম বিশ্বের আওতাধীন করা হয়। সীমার সর্বোচ্চে পৌছালে উমাইয়া খিলাফত মোট ৫.৭৯ মিলিয়ন বর্গ মাইল (১,৫০,০০,০০০ বর্গ কিমি.) অঞ্চল অধিকার করে রাখে। তখন পর্যন্ত বিশ্বের দেখা সাম্রাজ্যগুলোর মধ্যে এটি সর্ববৃহৎ ছিল। অস্তিত্বের সময়কালের দিক থেকে এটি ছিল পঞ্চম।[5]",দামেস্কের মোট আয়তন কত ছিল ?,৫.৭৯ মিলিয়ন বর্গ মাইল,দামেস্কের মোট আয়তন ছিল প্রায় ৬.১২ মিলিয়ন বর্গ মাইল।,yes,yes
bengali--8333329746315209159-0::factualness,bengali--8333329746315209159-0,factualness,"খুলনা প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয় (কুয়েট) বাংলাদেশের একটি অন্যতম সরকারি প্রকৌশল বিশ্ববিদ্যালয়। এটি বাংলাদেশের দক্ষিণাঞ্চলের খুলনা বিভাগের খুলনা জেলায় অবস্থিত। পূর্বে এর নাম ছিল বাংলাদেশ ইন্সটিটিউট অফ টেকনোলজি, খুলনা ও তারও আগে, খুলনা প্রকৌশল মহাবিদ্যালয়। এটি বাংলাদেশের শ্রেষ্ঠ বিশ্ববিদ্যালয়গুলোর অন্যতম। এখানে প্রায় ৬ হাজার জন ছাত্রছাত্রী স্নাতক ও স্নাতকোত্তর প্রকৌশল ও বিজ্ঞান নিয়ে পড়াশোনা করছে। এখানকার শিক্ষক সংখ্যা ৩২০-এরও অধিক। এছাড়া ১৩২ জন কর্মকর্তা ও ২৯২ জন কর্মচারী আছে। বিশ্ববিদ্যালয়টির অঙ্গন সম্প্রসারণে নতুন কিছু ভবন তৈরি করা হয়েছে যেমন- একাডেমিক ভবন, অডিটোরিয়াম কমপ্লেক্স, ছাত্রাবাস, গ্রন্থাগার, শিক্ষক ডরমিটরি ভবন ইত্যাদি এবং আরও কিছু ভবনের নির্মাণ কাজ চলছে। বিশ্ববিদ্যালয়ের ক্যাম্পাস খুলনা শহর থেকে ১৪ কি.মি. উত্তরে, যশোর-খুলনা মহাসড়কের পাশে ফুলবাড়ীগেটে অবস্থিত।",বর্তমানে খুলনা প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়ের মোট ছাত্রছাত্রীর সংখ্যা কত ?,প্রায় ৬ হাজার,প্রায় ৭ হাজারের বেশি,yes,yes
bengali--9105179977372456588-2::inference,bengali--9105179977372456588-2,inference,১৯৬৫ সালের ৩১ জুলাই ইংল্যান্ডের গ্লুসেস্টারশায়ারের ইয়েটে শহরে জন্মগ্রহণ করেন জে.কে. রাউলিং। তার বাবার নাম পিটার এবং মায়ের নাম অ্যানি। তার বাবা ছিলেন ইঞ্জিনিয়ার এবং মা ছিলেন গবেষণাগারের টেকনিশিয়ান। রাউলিং এর পুরো নাম জোয়ান ক্যাথলিন রাউলিং। রাউলিং এর ছোট আরও এক বোন রয়েছে। ছোটবেলাটা কাটে গ্রাম্য পরিবেশে।,জে. কে. রাউলিং-এর মায়ের নাম কী ?,অ্যানি,জে. কে. রাউলিং-এর মায়ের নাম ছিল ক্যাথলিন।,no,no
bengali--4940144912201379461-31::inference,bengali--4940144912201379461-31,inference,"ভারতের জাতীয় সড়ক ব্যবস্থার ৩ নং জাতীয় সড়ক, ৪ নং জাতীয় সড়ক ও ৮ নং জাতীয় সড়ক মুম্বইকে দেশের অন্যান্য অংশের সঙ্গে যুক্ত করেছে।[178] মুম্বই-পুনে এক্সপ্রেসওয়ে ভারতে নির্মিত প্রথম এক্সপ্রেসওয়ে।[179] এছাড়া মুম্বই-ভদোদরা এক্সপ্রেসওয়েটি বর্তমানে নির্মাণাধীন।[180] মাহিম কজওয়ে ও সদ্যনির্মিত রাজীব গান্ধী সমুদ্রসেতু দ্বীপশহরের সঙ্গে পশ্চিম উপনগরের সংযোগ রক্ষা করছে।[181] শহরের তিনটি প্রধান রাস্তা হল সিয়ন থেকে থানে পর্যন্ত প্রসারিত ইস্টার্ন এক্সপ্রেস হাইওয়ে, সিওন থেকে পানভেল পর্যন্ত প্রসারিত সিওন পানভেল এক্সপ্রেসওয়ে এবং বান্দ্রা থেকে বোরিবালি পর্যন্ত প্রসারিত ওয়েস্টার্ন এক্সপ্রেস হাইওয়ে।[182]",ভারতের সর্বপ্রথম এক্সপ্রেসওয়েটির দৈর্ঘ্য কত ?,মুম্বই-পুনে এক্সপ্রেসওয়ে,ভারতের সর্বপ্রথম এক্সপ্রেসওয়েটির দৈর্ঘ্য প্রায় ৮ নং জাতীয় সড়ক।,yes,yes
bengali--6284809213106132912-16::inference,bengali--6284809213106132912-16,inference,"রামপাল ছিলেন পাল রাজবংশের সর্বশেষ শক্তিশালী শাসক। তাঁর মৃত্যুর পর তাঁর পুত্র কুমারপালের রাজত্বকালে অসমে একটি বিদ্রোহ মাথাচাড়া দেয়। বৈদ্যদেব এই বিদ্রোহ দমন করেন। কিন্তু কুমারপালের মৃত্যুর পর বৈদ্যদেব কার্যত একটি পৃথক রাজ্য স্থাপন করেন।[6] রামচরিতম্‌ অনুসারে, কুমারপালের পুত্র তৃতীয় গোপালকে তাঁর কাকা মদনপাল খুন করেন। মদনপালের শাসনকালে পূর্ব বাংলার বর্মণরা স্বাধীনতা ঘোষণা করে এবং ওড়িশায় পূর্ব গঙ্গদের সঙ্গে সংঘাত পুনরায় ঘনীভূত হয়। মন্দপাল গহদবলদের কাথ থেকে মুঙ্গের অধিকার করেছিলেন। কিন্তু বিজয়সেন তাঁকে পরাজিত করে দক্ষিণ ও পূর্ব বাংলা নিজের নিয়ন্ত্রণে আনেন। ১১৬২ খ্রিস্টাব্দ নাগাদ গোবিন্দপাল নামে এক রাজা অধুনা গয়া জেলার ভূখণ্ডে রাজত্ব করতেন। কিন্তু পাল সম্রাটদের সনেগ তাঁর কোনও সম্পর্ক ছিল বলে সুদৃঢ় প্রমাণ পাওয়া যায় না। পাল সাম্রাজ্যের পতনের পর সেন রাজবংশ বাংলা শাসন করতে শুরু করে।[7]",বাংলার পালবংশের সর্বশেষ রাজা কে ?,মদনপাল,বাংলার পালবংশের সর্বশেষ রাজা ছিলেন গোবিন্দপাল।,yes,yes
bengali-8835875250524667479-0::specificity,bengali-8835875250524667479-0,specificity,"রিচার্ড উইড উইডমার্ক (ডিসেম্বর ২৬, ১৯১৪-মার্চ ২৪, ২০০৮) একজন মার্কিন চলচ্চিত্র, মঞ্চ, এবং টেলিভিশন অভিনেতা ও প্রযোজক।   তিনি তাঁর সর্বপ্রথম অভিনীত চলচ্চিত্র “কিস অফ ডেথ” – এ টমি উডো নামে একজন খলনায়কের ভূমিকায় অভিনয়ের জন্য অস্কার মনোনয়ন পেয়েছিলেন। তিনি গোল্ডেন গ্লোব জয়ী হন সবচেয়ে উজ্জ্বল নবাগত হিসেবে। অভিনয় জীবনের শুরুর দিকে তিনি নোয়া চলচ্চিত্রে খলনায়কের ভূমিকায় বেশী অভিনয় করেন, তবে পরে তিনি নায়কের চরিত্রে অভিনয় করেন ওয়েস্টার্ন, নাট্য এবং ভয়ের চলচ্চিত্রে। চলচ্চিত্র জগতে অবদানের জন্য হলিউড ওয়াক অফ ফেইম-এ উইডমার্কের একটি তারকা আছে।","মার্কিন চলচ্চিত্র, মঞ্চ, এবং টেলিভিশন অভিনেতা ও প্রযোজক রিচার্ড উইড উইডমার্কের অভিনীত প্রথম চলচ্চিত্রের নাম কী ?",কিস অফ ডেথ,নাইট অ্যান্ড দ্য সিটি,yes,yes
bengali-859469098615483605-0::specificity,bengali-859469098615483605-0,specificity,"মার্ভেল সিনেম্যাটিক ইউনিভার্স (এমসিইউ) একটি মার্কিন মিডিয়া ফ্রেঞ্চাইজি এবং কাল্পনিক দুনিয়া যা একটি সুপারহিরো চলচ্চিত্র সিরিজকে ঘিরে আবর্তিত, মার্ভেল স্টুডিওস দ্বারা স্বাধীনভাবে প্রযোজিত এবং মার্ভেল কমিকস প্রকাশিত চরিত্র ভিত্তি করে তৈরি। ফ্রেঞ্চাইজিটি কমিক বই, স্বল্পদৈর্ঘ্য চলচ্চিত্র এবং টেলিভিশন সিরিজে বিস্তৃত হয়েছে।",মার্ভেল সিনেম্যাটিক ইউনিভার্স-এর স্রষ্টা কে ?,মার্ভেল স্টুডিওস,মার্ভেল কমিকসের লেখক ও শিল্পীরা,yes,yes
bengali--314197069658750255-13::specificity,bengali--314197069658750255-13,specificity,"১৫৬৬ সালের ৫ই সেপ্টেম্বর,[16] সুলাইমান, তিনি তখন হাঙ্গেরি অভিযানের নেতৃত্ব দেয়ার উদ্দেশ্যে কনস্টান্টিনোপল হতে রওয়ানা হয়েছিলেন, তিনি হাঙ্গেরিতে যিগেটভারের যুদ্ধে অটোম্যান বিজয়ের পূর্বেই মারা যান[17] এবং প্রধান উজির ফিরে যাবার সময় দ্বিতীয় সেলিমের অভিষেকের সুবিধার্থে তার মৃত্যুর খবর গোপন রাখেন।",প্রথম সুলাইমানের পর কে উসমানীয় সাম্রাজ্যের সম্রাট হন ?,দ্বিতীয় সেলিমে,প্রথম সুলাইমানের পর উসমানীয় সাম্রাজ্যের সম্রাট হন তার পুত্রদের একজন।,yes,yes
bengali--8333329746315209159-0::comprehension,bengali--8333329746315209159-0,comprehension,"খুলনা প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয় (কুয়েট) বাংলাদেশের একটি অন্যতম সরকারি প্রকৌশল বিশ্ববিদ্যালয়। এটি বাংলাদেশের দক্ষিণাঞ্চলের খুলনা বিভাগের খুলনা জেলায় অবস্থিত। পূর্বে এর নাম ছিল বাংলাদেশ ইন্সটিটিউট অফ টেকনোলজি, খুলনা ও তারও আগে, খুলনা প্রকৌশল মহাবিদ্যালয়। এটি বাংলাদেশের শ্রেষ্ঠ বিশ্ববিদ্যালয়গুলোর অন্যতম। এখানে প্রায় ৬ হাজার জন ছাত্রছাত্রী স্নাতক ও স্নাতকোত্তর প্রকৌশল ও বিজ্ঞান নিয়ে পড়াশোনা করছে। এখানকার শিক্ষক সংখ্যা ৩২০-এরও অধিক। এছাড়া ১৩২ জন কর্মকর্তা ও ২৯২ জন কর্মচারী আছে। বিশ্ববিদ্যালয়টির অঙ্গন সম্প্রসারণে নতুন কিছু ভবন তৈরি করা হয়েছে যেমন- একাডেমিক ভবন, অডিটোরিয়াম কমপ্লেক্স, ছাত্রাবাস, গ্রন্থাগার, শিক্ষক ডরমিটরি ভবন ইত্যাদি এবং আরও কিছু ভবনের নির্মাণ কাজ চলছে। বিশ্ববিদ্যালয়ের ক্যাম্পাস খুলনা শহর থেকে ১৪ কি.মি. উত্তরে, যশোর-খুলনা মহাসড়কের পাশে ফুলবাড়ীগেটে অবস্থিত।",বর্তমানে খুলনা প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়ের মোট ছাত্রছাত্রীর সংখ্যা কত ?,প্রায় ৬ হাজার,বর্তমানে খুলনা প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয়ের মোট ছাত্রছাত্রীর সংখ্যা প্রায় ৩২০ জন।,yes,yes
bengali-6101468669223503112-13::factualness,bengali-6101468669223503112-13,factualness,নাতিদীর্ঘ আঠারো পংক্তির নিরেট স্থাপত্যের এই গীতিকবিতায় রয়েছে ছয় পংক্তির তিনটি স্তবক। প্রথম স্তবকে কবি মূলত নিজের কথা বলেছেন; দ্বিতীয় স্তবকে বলেছেন এক ঝলক দেখা প্রিয় মুখের কথা এবং তৃতীয় স্তবকে বলেছেন একটি স্বপ্নের কথা। কবিতাটি জীবনানন্দ দাশের প্রিয় ছন্দ অক্ষরবৃত্ত বা পয়ারে রচিত। তবে পর্ব বিন্যাসে সমতা রক্ষা করা হয় নি।,বনলতা সেন কবিতাটিতে মোট কতগুলি পংক্তি আছে ?,আঠারো,ষোলোটি পংক্তি রয়েছে মোট।,yes,yes
bengali--3939356441070933912-28::specificity,bengali--3939356441070933912-28,specificity,"কলকাতা পশ্চিমবঙ্গের রাজধানী তথা বৃহত্তম শহর। কলকাতা ভারতের তৃতীয় বৃহৎ মহানগর।[69] এবং বৃহত্তর কলকাতা দেশের তৃতীয় বৃহত্তম নগরাঞ্চল।[70] উত্তরবঙ্গের শিলিগুড়ি রাজ্যের অপর এক অর্থনৈতিক গুরুত্বসম্পন্ন মহানগর। শিলিগুড়ি করিডোরে অবস্থিত এই শহর উত্তর-পূর্ব ভারতের সঙ্গে অবশিষ্ট দেশের সংযোগ রক্ষা করছে। আসানসোল ও দুর্গাপুর রাজ্যের পশ্চিমাঞ্চলের শিল্পতালুকে অবস্থিত অপর দুটি মহানগর।[71] রাজ্যের অন্যান্য শহরগুলির মধ্যে উল্লেখযোগ্য হাওড়া, রাণীগঞ্জ, হলদিয়া, জলপাইগুড়ি, খড়গপুর, বর্ধমান, দার্জিলিং, মেদিনীপুর, তমলুক, ইংরেজ বাজার ও কোচবিহার।[71]",জনসংখ্যার দিক থেকে ভারতবর্ষের পশ্চিমবঙ্গ রাজ্যের সবচেয়ে বড় জেলা কোনটি ?,কলকাতা,জনসংখ্যার দিক থেকে সম্ভবত উত্তর ২৪ পরগনা জেলা সবচেয়ে বড়।,yes,yes
bengali-5706247560032651103-1::factualness,bengali-5706247560032651103-1,factualness,"আলমগীরের চলচ্চিত্রে অভিষেক হয় ১৯৭৩ সালে আমার জন্মভূমি দিয়ে। জিঞ্জীর (১৯৭৮) চলচ্চিত্রে রাজ্জাক ও সোহেল রানার সাথে অভিনয় করে তিনি পরিচিতি লাভ করেন। ১৯৮৫ সালে নিষ্পাপ চলচ্চিত্র দিয়ে তার পরিচালনায় অভিষেক হয়। মা ও ছেলে (১৯৮৫) ছবিতে দীপক চৌধুরী চরিত্রে অভিনয় করে তিনি শ্রেষ্ঠ অভিনেতা বিভাগে তার প্রথম জাতীয় চলচ্চিত্র পুরস্কার অর্জন করেন। পরবর্তীতে অপেক্ষা (১৯৮৭), ক্ষতিপূরণ (১৯৮৯), মরণের পরে (১৯৯০), পিতা মাতা সন্তান (১৯৯১), অন্ধ বিশ্বাস (১৯৯২), দেশপ্রেমিক (১৯৯৪) চলচ্চিত্রে অভিনয়ের জন্য শ্রেষ্ঠ অভিনেতা বিভাগে আরও ছয়টি জাতীয় পুরস্কার লাভ করেন। ১৯৯৬ সালে তিনি নির্মাণ করেন নির্মম।",বাংলাদেশী চলচ্চিত্র পরিচালক আলমগীর কবিরের পরিচালিত প্রথম চলচ্চিত্রটি বাংলাদেশে কবে মুক্তি পায় ?,১৯৮৫ সালে,১৯৮৬ সালে।,yes,yes
bengali-5537428330858923345-4::comprehension,bengali-5537428330858923345-4,comprehension,রক্তের প্রধান উপাদান দুইটি। যথা:  (ক) অজৈব পদার্থ (খ) জৈব পদার্থ,রক্তের প্রধান কয়টি উপাদান থাকে ?,দুইটি,চারটি উপাদান থাকে।,no,no
