id,source_id,pattern,context,question,right_answer,hallucinated_answer,consistency_score,selfcheck_label,samples_json
bengali-7598272783189345090-0::factualness,bengali-7598272783189345090-0,factualness,ডাব্লিউডাব্লিউই ওয়ার্ল্ড চ্যাম্পিয়নশিপ হল পেশাদার কুস্তি প্রতিযোগীতার একটি চ্যাম্পিয়নশিপ। এটি তৈরি ও প্রবর্তন করেছে আমেরিকান পেশাদার কুস্তি প্রমোশন ডাব্লিউডাব্লিউই। ১৯৬৩ সালের ২৫ এপ্রিল মাসে তৎকালীন ওয়ার্ল্ড ওয়াইড রেসলিং ফেডারেশন (বর্তমানে ডাব্লিউডাব্লিউই) ডাব্লিউডাব্লিউডাব্লিউএফ ওয়ার্ল্ড হেভিওয়েট চ্যাম্পিয়নশিপ হিসেবে প্রতিষ্ঠা করে। প্রাক্তন  চ্যাম্পিয়ন সেথ রলিন্স প্রথম ব্যক্তি যিনি মানি ইন দ্য ব্যাংক চুক্তি ক্যাশ ইন করে  রেসেলম্যানিয়া ৩১ এ চ্যাম্পিয়ন হয়।,ডাব্লিউডাব্লিউই কত সালে প্রতিষ্ঠিত হয় ?,১৯৬৩ সালের ২৫ এপ্রিল,১৯৬২ সালের ২৫ এপ্রিলে প্রতিষ্ঠিত হয়।,0.676248,yes,"[""ডাব্লিউডাব্লিউই প্রতিষ্ঠানের প্রতিষ্ঠাতা সালে ১৯৪৮ সালে প্রতিষ্ঠিত হয়েছিল।"", ""ডাব্লিউডাব্লিউই ১৯৪৭ সালে প্রতিষ্ঠিত হয়েছে।"", ""ডাব্লিউডাব্লিউই ১৯৪৭ সালে প্রতিষ্ঠিত হয়েছে।"", ""ডাব্লিউডাব্লিউই (WWE) ১৯৮২ সালে প্রতিষ্ঠিত হয়েছিল।"", ""ডাব্লিউডাব্লিউই অ্যাক্টিভেটেড ওইলস কোম্পানি, যা পরবর্তীতে ডাব্লিউডাব্লিউই হয়ে পরিণত, ১৯৮৩ সালে প্রতিষ্ঠিত হয়।""]"
bengali-7598272783189345090-0::comprehension,bengali-7598272783189345090-0,comprehension,ডাব্লিউডাব্লিউই ওয়ার্ল্ড চ্যাম্পিয়নশিপ হল পেশাদার কুস্তি প্রতিযোগীতার একটি চ্যাম্পিয়নশিপ। এটি তৈরি ও প্রবর্তন করেছে আমেরিকান পেশাদার কুস্তি প্রমোশন ডাব্লিউডাব্লিউই। ১৯৬৩ সালের ২৫ এপ্রিল মাসে তৎকালীন ওয়ার্ল্ড ওয়াইড রেসলিং ফেডারেশন (বর্তমানে ডাব্লিউডাব্লিউই) ডাব্লিউডাব্লিউডাব্লিউএফ ওয়ার্ল্ড হেভিওয়েট চ্যাম্পিয়নশিপ হিসেবে প্রতিষ্ঠা করে। প্রাক্তন  চ্যাম্পিয়ন সেথ রলিন্স প্রথম ব্যক্তি যিনি মানি ইন দ্য ব্যাংক চুক্তি ক্যাশ ইন করে  রেসেলম্যানিয়া ৩১ এ চ্যাম্পিয়ন হয়।,ডাব্লিউডাব্লিউই কত সালে প্রতিষ্ঠিত হয় ?,১৯৬৩ সালের ২৫ এপ্রিল,১৯৫২ সালের ১৪ জুন,0.567474,yes,"[""ডাব্লিউডাব্লিউই অ্যানোইক (WAN) 1973 সালে প্রতিষ্ঠিত হয়েছিল।"", ""ডাব্লিউডাব্লিউই প্রতিষ্ঠার সাল হচ্ছে 1919।"", ""ডাব্লিউডাব্লিউই ১৯৪৭ সালে প্রতিষ্ঠিত হয়েছিল।"", ""ডাব্লিউডাব্লিউই ১৯৪৮ সালে প্রতিষ্ঠিত হয়েছিল।"", ""ডাব্লিউডাব্লিউই স্থাপন ১৯৪৭ সালে হয়েছিল।""]"
bengali-7598272783189345090-0::specificity,bengali-7598272783189345090-0,specificity,ডাব্লিউডাব্লিউই ওয়ার্ল্ড চ্যাম্পিয়নশিপ হল পেশাদার কুস্তি প্রতিযোগীতার একটি চ্যাম্পিয়নশিপ। এটি তৈরি ও প্রবর্তন করেছে আমেরিকান পেশাদার কুস্তি প্রমোশন ডাব্লিউডাব্লিউই। ১৯৬৩ সালের ২৫ এপ্রিল মাসে তৎকালীন ওয়ার্ল্ড ওয়াইড রেসলিং ফেডারেশন (বর্তমানে ডাব্লিউডাব্লিউই) ডাব্লিউডাব্লিউডাব্লিউএফ ওয়ার্ল্ড হেভিওয়েট চ্যাম্পিয়নশিপ হিসেবে প্রতিষ্ঠা করে। প্রাক্তন  চ্যাম্পিয়ন সেথ রলিন্স প্রথম ব্যক্তি যিনি মানি ইন দ্য ব্যাংক চুক্তি ক্যাশ ইন করে  রেসেলম্যানিয়া ৩১ এ চ্যাম্পিয়ন হয়।,ডাব্লিউডাব্লিউই কত সালে প্রতিষ্ঠিত হয় ?,১৯৬৩ সালের ২৫ এপ্রিল,ডাব্লিউডাব্লিউই ১৯৬৩ সালে আনুষ্ঠানিকভাবে বিশ্ব চ্যাম্পিয়নশিপ চালু করে।,0.872191,no,"[""ডাব্লিউডাব্লিউই ১৯৪৭ সালে প্রতিষ্ঠিত হয়েছিল।"", ""ডাব্লিউডাব্লিউই ১৯৪৭ সালে প্রতিষ্ঠিত হয়েছিল।"", ""ডাব্লিউডাব্লিউই অফিসিয়ালভাবে ১৯৯৯ সালে প্রতিষ্ঠিত হয়েছিল।"", ""ডাব্লিউডাব্লিউই ১৯৪৭ সালে প্রতিষ্ঠিত হয়েছিল।"", ""ডাব্লিউডাব্লিউই ১৹৪৮ সালে প্রতিষ্ঠিত হয়েছিল।""]"
bengali-7598272783189345090-0::inference,bengali-7598272783189345090-0,inference,ডাব্লিউডাব্লিউই ওয়ার্ল্ড চ্যাম্পিয়নশিপ হল পেশাদার কুস্তি প্রতিযোগীতার একটি চ্যাম্পিয়নশিপ। এটি তৈরি ও প্রবর্তন করেছে আমেরিকান পেশাদার কুস্তি প্রমোশন ডাব্লিউডাব্লিউই। ১৯৬৩ সালের ২৫ এপ্রিল মাসে তৎকালীন ওয়ার্ল্ড ওয়াইড রেসলিং ফেডারেশন (বর্তমানে ডাব্লিউডাব্লিউই) ডাব্লিউডাব্লিউডাব্লিউএফ ওয়ার্ল্ড হেভিওয়েট চ্যাম্পিয়নশিপ হিসেবে প্রতিষ্ঠা করে। প্রাক্তন  চ্যাম্পিয়ন সেথ রলিন্স প্রথম ব্যক্তি যিনি মানি ইন দ্য ব্যাংক চুক্তি ক্যাশ ইন করে  রেসেলম্যানিয়া ৩১ এ চ্যাম্পিয়ন হয়।,ডাব্লিউডাব্লিউই কত সালে প্রতিষ্ঠিত হয় ?,১৯৬৩ সালের ২৫ এপ্রিল,১৯৬৩ সালে রেসেলম্যানিয়া ৩১-এ প্রতিষ্ঠিত হয়।,0.621066,yes,"[""ডাব্লিউডাব্লিউই (WWD) 1909 সালে প্রতিষ্ঠিত হয়েছিল।"", ""ডাব্লিউডাব্লিউই প্রতিষ্ঠানটি ১৯৪৭ সালে প্রতিষ্ঠিত হয়েছিল।"", ""ডাব্লিউডাব্লিউই স্থাপন ১৯৪৭ সালে হয়েছে।"", ""ডাব্লিউডাব্লিউই প্রতিষ্ঠার তারিখ ১৯১১ সাল।"", ""ডাব্লিউডাব্লিউই ১৹৪৮ সালে প্রতিষ্ঠিত হয়েছিল।""]"
bengali--602111576961978859-5::factualness,bengali--602111576961978859-5,factualness,"ভাওয়াল এস্টেটের সর্বশেষ ক্ষমতাবান জমিদার ছিলেন রাজা রাজেন্দ্রনারায়ণ রায়চৌধুরী। কালীপ্রসন্ন ঘোষ ছিলেন তাঁর দীউয়ান। উল্লেখ্য যে, কালীপ্রসন্ন ঘোষ ঊনবিংশ শতাব্দীর একজন খ্যাতিমান লেখক ছিলেন। রাজেন্দ্রনারায়ণ রায়চৌধুরীর ছিল তিন পুত্রসন্তান। তাঁরা হলেন রণেন্দ্রনারায়ণ রায়চৌধুরী, রমেন্দ্রনারায়ণ রায়চৌধুরী এবং রবীন্দ্রনারায়ণ রায়চৌধুরী। ১৯০১ সালে রাজেন্দ্রনারায়ণের মৃত্যু হয়। এই সময় তাঁর তিনপুত্র সন্তানই ছিলেন নাবালক। সে কারণে জমিদারিটি একবার ১৯০১ সালে এবং আর একবার ১৯০৪ সালে কোর্ট অব ওয়ার্ডসের অধীনে চলে যায়। রাজেন্দ্রনারায়ণের তিন পুত্র সন্তানকেই একজন ইউরোপীয় গৃহ-শিক্ষক লেখাপড়া শেখাতেন। তাঁর বক্তব্য অনুযায়ী, তিন পুত্রই ছিলেন অজ্ঞ ও ইন্দ্রিয়পরায়ণ, লেখাপড়া ও নৈতিক শিক্ষার প্রতি অত্যন্ত অমনোযোগী। একবার দ্বিতীয় পুত্র রমেন্দ্রনারায়ণ চিকিৎসার জন্য দার্জিলিং গমন করেন। সেখানে তাঁকে মৃত বলে ঘোষণা করা হয় এবং যথারীতি দাহ করা হয় বলেও দাবী করা হয়। অপর দুই পুত্রও খুব অল্প সময়ের মধ্যেই মৃত্যুবরণ করেন এবং পরিবারটি পুত্র সন্তানবিহীন অবস্থায় নিঃশেষ হয়ে যাওয়ার উপক্রম হয়। কিন্তু প্রকৃতপক্ষে দ্বিতীয় পুত্র সন্তানটি নিখোঁজ হয়ে গিয়েছিলেন এবং তিনি বহুদিন যাবৎ সন্ন্যাসী হিসেবে জীবন যাপন করেন। পরিশেষে ১৯২০ সালের শেষের দিকে তিনি নাটকীয়ভাবে দারুণ সাড়া জাগিয়ে প্রায় ১২ বছর পর ঢাকায় এসে উপস্থিত হন এবং তার জমিদারি দাবি করেন। এভাবেই ১৯৩৫ সালে শুরু হয় বিখ্যাত ভাওয়াল সন্ন্যাসী মামলা, যা সমগ্র বাংলায়, এমনকি বাংলার বাইরেও প্রায় এক যুগ ধরে খবরের কাগজে সংবাদ এবং নানা ধরনের গল্প গুজবের প্রধান উপাদান হয়ে থাকে। এমনকি ঘটনাটি সারা ভারতবর্ষে বিভিন্ন ভাষায় সাহিত্য, নাটক এবং সিনেমারও বিষয়বস্তু হয়। ভাওয়াল সন্ন্যাসী মামলার পরে জমিদারির উত্তরাধিকারের বিষয়টি শেষ পর্যন্ত জটিল হয়ে পড়ে এবং ফলে এর ব্যবস্থাপনা ১৯৫১ সালে জমিদারি প্রথা বাতিল না হওয়া পর্যন্ত কোর্ট অব ওয়ার্ডসের অধীনেই থেকে যায়। যেহেতু উত্তরাধিকারী নিয়ে বহু জটিলতা ছিল এবং জমিদারি সংক্রান্ত বহু মামলাও অমীমাংসিত ছিল, সে কারণে জমিদারি প্রথা বিলুপ্ত ঘোষণার পরেও এর বিষয়-সম্পত্তি বা দায়-দায়িত্ব যথাযথভাবে বণ্টন করা সম্ভব হয় নি। ফলে পাকিস্তান আমলেও জমিদারিটি কোর্ট অব ওয়ার্ডসের অধীনেই থাকে। বর্তমানে ভাওয়াল এস্টেটের কর্মকাণ্ড গণপ্রজাতন্ত্রী বাংলাদেশ সরকারের ভূমি সংস্কার বোর্ড পরিচালনা করে।",ভাওয়াল সন্ন্যাসী মামলা কবে শেষ হয় ?,১৯৫১ সালে,ভাওয়াল সন্ন্যাসী মামলা শেষ হয় ১৯৪৯ সালে।,0.905944,no,"[""ভাওয়াল সন্ন্যাসী মামলা ২০২০ সালের এপ্রিল মাসে শেষ হয়েছিল।"", ""ভাওয়াল সন্ন্যাসী মামলাটি ২০২০ সালের মার্চ মাসে শেষ হয়ে যায়।"", ""ভাওয়াল সন্ন্যাসী মামলাটি ২০১৮ সালে শেষ হয়েছিল।"", ""ভাওয়াল সন্ন্যাসী মামলাটি ২০২০ সালে শেষ হয়েছিল।"", ""ভাওয়াল সন্ন্যাসী মামলাটি ২০২০ সালে শেষ হয়েছিল।""]"
bengali--602111576961978859-5::comprehension,bengali--602111576961978859-5,comprehension,"ভাওয়াল এস্টেটের সর্বশেষ ক্ষমতাবান জমিদার ছিলেন রাজা রাজেন্দ্রনারায়ণ রায়চৌধুরী। কালীপ্রসন্ন ঘোষ ছিলেন তাঁর দীউয়ান। উল্লেখ্য যে, কালীপ্রসন্ন ঘোষ ঊনবিংশ শতাব্দীর একজন খ্যাতিমান লেখক ছিলেন। রাজেন্দ্রনারায়ণ রায়চৌধুরীর ছিল তিন পুত্রসন্তান। তাঁরা হলেন রণেন্দ্রনারায়ণ রায়চৌধুরী, রমেন্দ্রনারায়ণ রায়চৌধুরী এবং রবীন্দ্রনারায়ণ রায়চৌধুরী। ১৯০১ সালে রাজেন্দ্রনারায়ণের মৃত্যু হয়। এই সময় তাঁর তিনপুত্র সন্তানই ছিলেন নাবালক। সে কারণে জমিদারিটি একবার ১৯০১ সালে এবং আর একবার ১৯০৪ সালে কোর্ট অব ওয়ার্ডসের অধীনে চলে যায়। রাজেন্দ্রনারায়ণের তিন পুত্র সন্তানকেই একজন ইউরোপীয় গৃহ-শিক্ষক লেখাপড়া শেখাতেন। তাঁর বক্তব্য অনুযায়ী, তিন পুত্রই ছিলেন অজ্ঞ ও ইন্দ্রিয়পরায়ণ, লেখাপড়া ও নৈতিক শিক্ষার প্রতি অত্যন্ত অমনোযোগী। একবার দ্বিতীয় পুত্র রমেন্দ্রনারায়ণ চিকিৎসার জন্য দার্জিলিং গমন করেন। সেখানে তাঁকে মৃত বলে ঘোষণা করা হয় এবং যথারীতি দাহ করা হয় বলেও দাবী করা হয়। অপর দুই পুত্রও খুব অল্প সময়ের মধ্যেই মৃত্যুবরণ করেন এবং পরিবারটি পুত্র সন্তানবিহীন অবস্থায় নিঃশেষ হয়ে যাওয়ার উপক্রম হয়। কিন্তু প্রকৃতপক্ষে দ্বিতীয় পুত্র সন্তানটি নিখোঁজ হয়ে গিয়েছিলেন এবং তিনি বহুদিন যাবৎ সন্ন্যাসী হিসেবে জীবন যাপন করেন। পরিশেষে ১৯২০ সালের শেষের দিকে তিনি নাটকীয়ভাবে দারুণ সাড়া জাগিয়ে প্রায় ১২ বছর পর ঢাকায় এসে উপস্থিত হন এবং তার জমিদারি দাবি করেন। এভাবেই ১৯৩৫ সালে শুরু হয় বিখ্যাত ভাওয়াল সন্ন্যাসী মামলা, যা সমগ্র বাংলায়, এমনকি বাংলার বাইরেও প্রায় এক যুগ ধরে খবরের কাগজে সংবাদ এবং নানা ধরনের গল্প গুজবের প্রধান উপাদান হয়ে থাকে। এমনকি ঘটনাটি সারা ভারতবর্ষে বিভিন্ন ভাষায় সাহিত্য, নাটক এবং সিনেমারও বিষয়বস্তু হয়। ভাওয়াল সন্ন্যাসী মামলার পরে জমিদারির উত্তরাধিকারের বিষয়টি শেষ পর্যন্ত জটিল হয়ে পড়ে এবং ফলে এর ব্যবস্থাপনা ১৯৫১ সালে জমিদারি প্রথা বাতিল না হওয়া পর্যন্ত কোর্ট অব ওয়ার্ডসের অধীনেই থেকে যায়। যেহেতু উত্তরাধিকারী নিয়ে বহু জটিলতা ছিল এবং জমিদারি সংক্রান্ত বহু মামলাও অমীমাংসিত ছিল, সে কারণে জমিদারি প্রথা বিলুপ্ত ঘোষণার পরেও এর বিষয়-সম্পত্তি বা দায়-দায়িত্ব যথাযথভাবে বণ্টন করা সম্ভব হয় নি। ফলে পাকিস্তান আমলেও জমিদারিটি কোর্ট অব ওয়ার্ডসের অধীনেই থাকে। বর্তমানে ভাওয়াল এস্টেটের কর্মকাণ্ড গণপ্রজাতন্ত্রী বাংলাদেশ সরকারের ভূমি সংস্কার বোর্ড পরিচালনা করে।",ভাওয়াল সন্ন্যাসী মামলা কবে শেষ হয় ?,১৯৫১ সালে,১৯৩৫ সালে শেষ হয়।,0.898866,no,"[""ভাওয়াল সন্ন্যাসী মামলাটি ২০১৭ সালে শেষ হয়েছিল।"", ""ভাওয়াল সন্ন্যাসী মামলা ২০১৬ সালে শেষ হয়ে গেছে।"", ""ভাওয়াল সন্ন্যাসীর মামলা ২০২০ সালে শেষ হয়েছিল।"", ""ভাওয়াল সন্ন্যাসী মামলা ২০২০ সালে শেষ হয়েছিল।"", ""ভাওয়াল সন্ন্যাসী মামলাটি ২০২০ সালে শেষ হয়েছিল।""]"
bengali--602111576961978859-5::specificity,bengali--602111576961978859-5,specificity,"ভাওয়াল এস্টেটের সর্বশেষ ক্ষমতাবান জমিদার ছিলেন রাজা রাজেন্দ্রনারায়ণ রায়চৌধুরী। কালীপ্রসন্ন ঘোষ ছিলেন তাঁর দীউয়ান। উল্লেখ্য যে, কালীপ্রসন্ন ঘোষ ঊনবিংশ শতাব্দীর একজন খ্যাতিমান লেখক ছিলেন। রাজেন্দ্রনারায়ণ রায়চৌধুরীর ছিল তিন পুত্রসন্তান। তাঁরা হলেন রণেন্দ্রনারায়ণ রায়চৌধুরী, রমেন্দ্রনারায়ণ রায়চৌধুরী এবং রবীন্দ্রনারায়ণ রায়চৌধুরী। ১৯০১ সালে রাজেন্দ্রনারায়ণের মৃত্যু হয়। এই সময় তাঁর তিনপুত্র সন্তানই ছিলেন নাবালক। সে কারণে জমিদারিটি একবার ১৯০১ সালে এবং আর একবার ১৯০৪ সালে কোর্ট অব ওয়ার্ডসের অধীনে চলে যায়। রাজেন্দ্রনারায়ণের তিন পুত্র সন্তানকেই একজন ইউরোপীয় গৃহ-শিক্ষক লেখাপড়া শেখাতেন। তাঁর বক্তব্য অনুযায়ী, তিন পুত্রই ছিলেন অজ্ঞ ও ইন্দ্রিয়পরায়ণ, লেখাপড়া ও নৈতিক শিক্ষার প্রতি অত্যন্ত অমনোযোগী। একবার দ্বিতীয় পুত্র রমেন্দ্রনারায়ণ চিকিৎসার জন্য দার্জিলিং গমন করেন। সেখানে তাঁকে মৃত বলে ঘোষণা করা হয় এবং যথারীতি দাহ করা হয় বলেও দাবী করা হয়। অপর দুই পুত্রও খুব অল্প সময়ের মধ্যেই মৃত্যুবরণ করেন এবং পরিবারটি পুত্র সন্তানবিহীন অবস্থায় নিঃশেষ হয়ে যাওয়ার উপক্রম হয়। কিন্তু প্রকৃতপক্ষে দ্বিতীয় পুত্র সন্তানটি নিখোঁজ হয়ে গিয়েছিলেন এবং তিনি বহুদিন যাবৎ সন্ন্যাসী হিসেবে জীবন যাপন করেন। পরিশেষে ১৯২০ সালের শেষের দিকে তিনি নাটকীয়ভাবে দারুণ সাড়া জাগিয়ে প্রায় ১২ বছর পর ঢাকায় এসে উপস্থিত হন এবং তার জমিদারি দাবি করেন। এভাবেই ১৯৩৫ সালে শুরু হয় বিখ্যাত ভাওয়াল সন্ন্যাসী মামলা, যা সমগ্র বাংলায়, এমনকি বাংলার বাইরেও প্রায় এক যুগ ধরে খবরের কাগজে সংবাদ এবং নানা ধরনের গল্প গুজবের প্রধান উপাদান হয়ে থাকে। এমনকি ঘটনাটি সারা ভারতবর্ষে বিভিন্ন ভাষায় সাহিত্য, নাটক এবং সিনেমারও বিষয়বস্তু হয়। ভাওয়াল সন্ন্যাসী মামলার পরে জমিদারির উত্তরাধিকারের বিষয়টি শেষ পর্যন্ত জটিল হয়ে পড়ে এবং ফলে এর ব্যবস্থাপনা ১৯৫১ সালে জমিদারি প্রথা বাতিল না হওয়া পর্যন্ত কোর্ট অব ওয়ার্ডসের অধীনেই থেকে যায়। যেহেতু উত্তরাধিকারী নিয়ে বহু জটিলতা ছিল এবং জমিদারি সংক্রান্ত বহু মামলাও অমীমাংসিত ছিল, সে কারণে জমিদারি প্রথা বিলুপ্ত ঘোষণার পরেও এর বিষয়-সম্পত্তি বা দায়-দায়িত্ব যথাযথভাবে বণ্টন করা সম্ভব হয় নি। ফলে পাকিস্তান আমলেও জমিদারিটি কোর্ট অব ওয়ার্ডসের অধীনেই থাকে। বর্তমানে ভাওয়াল এস্টেটের কর্মকাণ্ড গণপ্রজাতন্ত্রী বাংলাদেশ সরকারের ভূমি সংস্কার বোর্ড পরিচালনা করে।",ভাওয়াল সন্ন্যাসী মামলা কবে শেষ হয় ?,১৯৫১ সালে,ভাওয়াল সন্ন্যাসী মামলা মূলত ১৯৩৫ সালেই শেষ হয়।,0.852966,no,"[""ভাওয়াল সন্ন্যাসী মামলা ২০২০ সালে শেষ হয়েছিল।"", ""ভাওয়াল সন্ন্যাসী মামলাটি ২০১৮ সালে শেষ হয়েছিল।"", ""ভাওয়াল সন্ন্যাসীর মামলা ২০১৯ সালে শেষ হয়েছিল।"", ""ভাওয়াল সন্ন্যাসীর মামলা ২০১৯ সালে শেষ হয়েছিল।"", ""ভাওয়াল সন্ন্যাসী মামলা ২০২০ সালের মার্চ মাসে শেষ হয়ে যায়।""]"
bengali--602111576961978859-5::inference,bengali--602111576961978859-5,inference,"ভাওয়াল এস্টেটের সর্বশেষ ক্ষমতাবান জমিদার ছিলেন রাজা রাজেন্দ্রনারায়ণ রায়চৌধুরী। কালীপ্রসন্ন ঘোষ ছিলেন তাঁর দীউয়ান। উল্লেখ্য যে, কালীপ্রসন্ন ঘোষ ঊনবিংশ শতাব্দীর একজন খ্যাতিমান লেখক ছিলেন। রাজেন্দ্রনারায়ণ রায়চৌধুরীর ছিল তিন পুত্রসন্তান। তাঁরা হলেন রণেন্দ্রনারায়ণ রায়চৌধুরী, রমেন্দ্রনারায়ণ রায়চৌধুরী এবং রবীন্দ্রনারায়ণ রায়চৌধুরী। ১৯০১ সালে রাজেন্দ্রনারায়ণের মৃত্যু হয়। এই সময় তাঁর তিনপুত্র সন্তানই ছিলেন নাবালক। সে কারণে জমিদারিটি একবার ১৯০১ সালে এবং আর একবার ১৯০৪ সালে কোর্ট অব ওয়ার্ডসের অধীনে চলে যায়। রাজেন্দ্রনারায়ণের তিন পুত্র সন্তানকেই একজন ইউরোপীয় গৃহ-শিক্ষক লেখাপড়া শেখাতেন। তাঁর বক্তব্য অনুযায়ী, তিন পুত্রই ছিলেন অজ্ঞ ও ইন্দ্রিয়পরায়ণ, লেখাপড়া ও নৈতিক শিক্ষার প্রতি অত্যন্ত অমনোযোগী। একবার দ্বিতীয় পুত্র রমেন্দ্রনারায়ণ চিকিৎসার জন্য দার্জিলিং গমন করেন। সেখানে তাঁকে মৃত বলে ঘোষণা করা হয় এবং যথারীতি দাহ করা হয় বলেও দাবী করা হয়। অপর দুই পুত্রও খুব অল্প সময়ের মধ্যেই মৃত্যুবরণ করেন এবং পরিবারটি পুত্র সন্তানবিহীন অবস্থায় নিঃশেষ হয়ে যাওয়ার উপক্রম হয়। কিন্তু প্রকৃতপক্ষে দ্বিতীয় পুত্র সন্তানটি নিখোঁজ হয়ে গিয়েছিলেন এবং তিনি বহুদিন যাবৎ সন্ন্যাসী হিসেবে জীবন যাপন করেন। পরিশেষে ১৯২০ সালের শেষের দিকে তিনি নাটকীয়ভাবে দারুণ সাড়া জাগিয়ে প্রায় ১২ বছর পর ঢাকায় এসে উপস্থিত হন এবং তার জমিদারি দাবি করেন। এভাবেই ১৯৩৫ সালে শুরু হয় বিখ্যাত ভাওয়াল সন্ন্যাসী মামলা, যা সমগ্র বাংলায়, এমনকি বাংলার বাইরেও প্রায় এক যুগ ধরে খবরের কাগজে সংবাদ এবং নানা ধরনের গল্প গুজবের প্রধান উপাদান হয়ে থাকে। এমনকি ঘটনাটি সারা ভারতবর্ষে বিভিন্ন ভাষায় সাহিত্য, নাটক এবং সিনেমারও বিষয়বস্তু হয়। ভাওয়াল সন্ন্যাসী মামলার পরে জমিদারির উত্তরাধিকারের বিষয়টি শেষ পর্যন্ত জটিল হয়ে পড়ে এবং ফলে এর ব্যবস্থাপনা ১৯৫১ সালে জমিদারি প্রথা বাতিল না হওয়া পর্যন্ত কোর্ট অব ওয়ার্ডসের অধীনেই থেকে যায়। যেহেতু উত্তরাধিকারী নিয়ে বহু জটিলতা ছিল এবং জমিদারি সংক্রান্ত বহু মামলাও অমীমাংসিত ছিল, সে কারণে জমিদারি প্রথা বিলুপ্ত ঘোষণার পরেও এর বিষয়-সম্পত্তি বা দায়-দায়িত্ব যথাযথভাবে বণ্টন করা সম্ভব হয় নি। ফলে পাকিস্তান আমলেও জমিদারিটি কোর্ট অব ওয়ার্ডসের অধীনেই থাকে। বর্তমানে ভাওয়াল এস্টেটের কর্মকাণ্ড গণপ্রজাতন্ত্রী বাংলাদেশ সরকারের ভূমি সংস্কার বোর্ড পরিচালনা করে।",ভাওয়াল সন্ন্যাসী মামলা কবে শেষ হয় ?,১৯৫১ সালে,ভাওয়াল সন্ন্যাসী মামলা সম্ভবত ১৯৩৫ সালে শেষ হয়।,0.936787,no,"[""ভাওয়াল সন্ন্যাসী মামলা ২০২০ সালে শেষ হয়েছিল।"", ""ভাওয়াল সন্ন্যাসীর মামলাটি ২০২১ সালে শেষ হয়েছিল।"", ""ভাওয়াল সন্ন্যাসী মামলাটি ২০১৭ সালে শেষ হয়েছিল।"", ""ভাওয়াল সন্ন্যাসী মামলাটি ২০২০ সালে শেষ হয়েছিল।"", ""ভাওয়াল সন্ন্যাসী মামলাটি ২০১৬ সালে শেষ হয়েছিল।""]"
bengali-2219441392212686141-0::factualness,bengali-2219441392212686141-0,factualness,"ভুবন চিল, বাদামি চিল, গোদা চিল, ডোম চিল (বৈজ্ঞানিক নাম: Milvus migrans) (English: Black Kite) বা কেবলই চিল Accipitridae (অ্যাক্সিপিট্রিডি) গোত্র বা পরিবারের অন্তর্গত Milvus (মিলভাস) গণের এক প্রজাতির মাঝারি আকারের সুলভ শিকারী পাখি।[1][2] ভুবন চিলের বৈজ্ঞানিক নামের অর্থ পরিযায়ী চিল (গ্রিক Milvus = চিল, migrans = পরিযায়ন)।[2] সাঁওতালি ভাষায় ভুবন চিলের নাম কুরিত, সিংহলিতে রাজালিয়া, অসমিয়ায় চিলানা ও মুগাচারানি; সিন্ধিতে নাম সিরিউন।[3]",ভুবন চিলের বৈজ্ঞানিক নাম কী ?,Milvus migrans,ভুবন চিলের বৈজ্ঞানিক নাম **Milvus milvus**।,0.501938,yes,"[""ভুবন চিলের বৈজ্ঞানিক নাম Sicalis philipensis."", ""ভুবন চিলের বৈজ্ঞানিক নাম Strychinas draco।"", ""ভুবন চিলের বৈজ্ঞানিক নাম Scaurus bubo."", ""ভুবন চিলের বৈজ্ঞানিক নাম Sicalis philippensis."", ""ভুবন চিলের বৈজ্ঞানিক নাম \""Corymbia macrans\""।""]"
bengali-2219441392212686141-0::comprehension,bengali-2219441392212686141-0,comprehension,"ভুবন চিল, বাদামি চিল, গোদা চিল, ডোম চিল (বৈজ্ঞানিক নাম: Milvus migrans) (English: Black Kite) বা কেবলই চিল Accipitridae (অ্যাক্সিপিট্রিডি) গোত্র বা পরিবারের অন্তর্গত Milvus (মিলভাস) গণের এক প্রজাতির মাঝারি আকারের সুলভ শিকারী পাখি।[1][2] ভুবন চিলের বৈজ্ঞানিক নামের অর্থ পরিযায়ী চিল (গ্রিক Milvus = চিল, migrans = পরিযায়ন)।[2] সাঁওতালি ভাষায় ভুবন চিলের নাম কুরিত, সিংহলিতে রাজালিয়া, অসমিয়ায় চিলানা ও মুগাচারানি; সিন্ধিতে নাম সিরিউন।[3]",ভুবন চিলের বৈজ্ঞানিক নাম কী ?,Milvus migrans,Milvus মিলভাস,0.538926,yes,"[""ভুবন চিলের বৈজ্ঞানিক নাম Sclerocarya birrea।"", ""ভুবন চিলের বৈজ্ঞানিক নাম Sturnus vulgaris."", ""ভুবন চিলের বৈজ্ঞানিক নাম Sturnus vulgaris."", ""ভুবন চিলের বৈজ্ঞানিক নাম Syzygium cuminii।"", ""ভুবন চিলের বৈজ্ঞানিক নাম Erythrina indica।""]"
