id,source_id,pattern,context,question,right_answer,hallucinated_answer,consistency_score,selfcheck_label,samples_json
bengali--7124112135723354543-3::factualness,bengali--7124112135723354543-3,factualness,১৮৬৭ সালের ২৮ অক্টোবর উত্তর আয়ারল্যান্ডের ডানগ্যানন শহরে মার্গারেট এলিজাবেথ নোবেল জন্মগ্রহণ করেছিলেন। তাঁর বাবা স্যামুয়েল রিচমন্ড নোবেল ছিলেন ধর্মযাজক। মায়ের নাম ছিল মেরি ইসাবেলা। মাত্র দশ বছর বয়সে মার্গারেটের বাবা মারা যান। তারপর তাঁর দাদামশাই তথা আয়ারল্যান্ডের বিশিষ্ট স্বাধীনতা সংগ্রামী হ্যামিলটন তাঁকে লালনপালন করেন। মার্গারেট লন্ডনের চার্চ বোর্ডিং স্কুলে পড়াশুনা করেছিলেন। এরপর হ্যালিফ্যাক্স কলেজে তিনি এবং তার বোন মেরি পড়াশুনা করেছিলেন।,অ্যাংলো-আইরিশ বংশোদ্ভুত ভগিনী নিবেদিতার বাবার নাম কী ?,স্যামুয়েল রিচমন্ড নোবেল,ভগিনী নিবেদিতার বাবার নাম ছিল স্যামুয়েল এডওয়ার্ড নোবেল।,0.811123,no,"[""নিবেদিতার বাবার নাম জেমস ক্লর্ক।"", ""নিবেদিতার বাবার নাম জেমস ক্লারক স্মিথ।"", ""অ্যাংলো-আইরিশ বংশোদ্ভুত ভগিনী নিবেদিতার বাবার নাম জোহান্নস রাফেলস।""]"
bengali--7124112135723354543-3::comprehension,bengali--7124112135723354543-3,comprehension,১৮৬৭ সালের ২৮ অক্টোবর উত্তর আয়ারল্যান্ডের ডানগ্যানন শহরে মার্গারেট এলিজাবেথ নোবেল জন্মগ্রহণ করেছিলেন। তাঁর বাবা স্যামুয়েল রিচমন্ড নোবেল ছিলেন ধর্মযাজক। মায়ের নাম ছিল মেরি ইসাবেলা। মাত্র দশ বছর বয়সে মার্গারেটের বাবা মারা যান। তারপর তাঁর দাদামশাই তথা আয়ারল্যান্ডের বিশিষ্ট স্বাধীনতা সংগ্রামী হ্যামিলটন তাঁকে লালনপালন করেন। মার্গারেট লন্ডনের চার্চ বোর্ডিং স্কুলে পড়াশুনা করেছিলেন। এরপর হ্যালিফ্যাক্স কলেজে তিনি এবং তার বোন মেরি পড়াশুনা করেছিলেন।,অ্যাংলো-আইরিশ বংশোদ্ভুত ভগিনী নিবেদিতার বাবার নাম কী ?,স্যামুয়েল রিচমন্ড নোবেল,হ্যামিলটন নোবেল,0.4701,yes,"[""অ্যাংলো-আইরিশ বংশোদ্ভুত ভগিনী নিবেদিতার বাবা আলেকজান্ডার মিথের্স।"", ""নার্ভার্ড লার্ড মার্লবোনের বাবার নাম স্যান্ড্রা মার্লবোন।"", ""নির্ধারিত কোনো তথ্য থাকায় আমি নিবেদিতার বাবার নাম বলতে পারি না।""]"
bengali--7124112135723354543-3::specificity,bengali--7124112135723354543-3,specificity,১৮৬৭ সালের ২৮ অক্টোবর উত্তর আয়ারল্যান্ডের ডানগ্যানন শহরে মার্গারেট এলিজাবেথ নোবেল জন্মগ্রহণ করেছিলেন। তাঁর বাবা স্যামুয়েল রিচমন্ড নোবেল ছিলেন ধর্মযাজক। মায়ের নাম ছিল মেরি ইসাবেলা। মাত্র দশ বছর বয়সে মার্গারেটের বাবা মারা যান। তারপর তাঁর দাদামশাই তথা আয়ারল্যান্ডের বিশিষ্ট স্বাধীনতা সংগ্রামী হ্যামিলটন তাঁকে লালনপালন করেন। মার্গারেট লন্ডনের চার্চ বোর্ডিং স্কুলে পড়াশুনা করেছিলেন। এরপর হ্যালিফ্যাক্স কলেজে তিনি এবং তার বোন মেরি পড়াশুনা করেছিলেন।,অ্যাংলো-আইরিশ বংশোদ্ভুত ভগিনী নিবেদিতার বাবার নাম কী ?,স্যামুয়েল রিচমন্ড নোবেল,ভগিনী নিবেদিতার বাবা ছিলেন একজন আইরিশ ধর্মযাজক।,0.613199,yes,"[""নিবেদিতার বাবার নাম জেমস মার্যান।"", ""নাবীন্দ্রনাথ ঠাকুর ছিলেন নিবেদিতার বাবা।"", ""ন্যায়ালাস ব্যারন ডায়ামন্ড।""]"
bengali--7124112135723354543-3::inference,bengali--7124112135723354543-3,inference,১৮৬৭ সালের ২৮ অক্টোবর উত্তর আয়ারল্যান্ডের ডানগ্যানন শহরে মার্গারেট এলিজাবেথ নোবেল জন্মগ্রহণ করেছিলেন। তাঁর বাবা স্যামুয়েল রিচমন্ড নোবেল ছিলেন ধর্মযাজক। মায়ের নাম ছিল মেরি ইসাবেলা। মাত্র দশ বছর বয়সে মার্গারেটের বাবা মারা যান। তারপর তাঁর দাদামশাই তথা আয়ারল্যান্ডের বিশিষ্ট স্বাধীনতা সংগ্রামী হ্যামিলটন তাঁকে লালনপালন করেন। মার্গারেট লন্ডনের চার্চ বোর্ডিং স্কুলে পড়াশুনা করেছিলেন। এরপর হ্যালিফ্যাক্স কলেজে তিনি এবং তার বোন মেরি পড়াশুনা করেছিলেন।,অ্যাংলো-আইরিশ বংশোদ্ভুত ভগিনী নিবেদিতার বাবার নাম কী ?,স্যামুয়েল রিচমন্ড নোবেল,হ্যামিলটন নোবেল ছিলেন তাঁর বাবা।,0.702203,no,"[""নাবীন শর্ট।"", ""নার্যন্থ সিন্ধো।"", ""নিবেদিতার বাবার নাম সরকার জেমস মার্থার সিংহ।""]"
bengali-2573614511216597131-1::factualness,bengali-2573614511216597131-1,factualness,পীর গোরাচাঁদের আসল নাম হল পীর হজরত শাহ সৈয়দ আব্বাস আলী রাজী। তাঁর পিতার নাম হজরত করিম উল্লাহ এবং মাতার নাম মায়মুনা সিদ্দিকা। আনুমানিক ১২৬৫ খ্রিস্টাব্দে আরবের মক্কা নগরে জমজম মহল্লায় বিখ্যাত কোরায়েশ বংশে তিনি জন্মগ্রহণ করেন। পীর হজরত শাহজালাল এঅমনির কাছে তরীকা সুফীমতে দীক্ষাগ্রহণের পর গুরুর নির্দেশে ভারতবর্ষে ধর্মপ্রচারে আসেন। [1][2][4],পীর গোরাচাঁদের বাবার নাম কি ছিল ?,হজরত করিম উল্লাহ,পীর গোরাচাঁদের বাবার নাম ছিল সৈয়দ করিম শাহ উল্লাহ।,0.927839,no,"[""পীর গোরাচাঁদের বাবার নাম মোহিনীরাজ ছিল।"", ""পীর গোরাচাঁদের বাবার নাম মোhammad ছিল।"", ""পীর গোরাচাঁদের বাবার নাম শেখ মোhammad গোরাচাঁদ।""]"
bengali-2573614511216597131-1::comprehension,bengali-2573614511216597131-1,comprehension,পীর গোরাচাঁদের আসল নাম হল পীর হজরত শাহ সৈয়দ আব্বাস আলী রাজী। তাঁর পিতার নাম হজরত করিম উল্লাহ এবং মাতার নাম মায়মুনা সিদ্দিকা। আনুমানিক ১২৬৫ খ্রিস্টাব্দে আরবের মক্কা নগরে জমজম মহল্লায় বিখ্যাত কোরায়েশ বংশে তিনি জন্মগ্রহণ করেন। পীর হজরত শাহজালাল এঅমনির কাছে তরীকা সুফীমতে দীক্ষাগ্রহণের পর গুরুর নির্দেশে ভারতবর্ষে ধর্মপ্রচারে আসেন। [1][2][4],পীর গোরাচাঁদের বাবার নাম কি ছিল ?,হজরত করিম উল্লাহ,পীর গোরাচাঁদের বাবার নাম ছিল শাহজালাল এঅমনি।,0.923569,no,"[""পীর গোরাচাঁদের বাবার নাম মোহিব উল্লাহ।"", ""পীর গোরাচাঁদের বাবার নাম মোhammad ছিল।"", ""পীর গোরাচাঁদের বাবার নাম মোনীর উল্লাহ ছিল।""]"
bengali-2573614511216597131-1::specificity,bengali-2573614511216597131-1,specificity,পীর গোরাচাঁদের আসল নাম হল পীর হজরত শাহ সৈয়দ আব্বাস আলী রাজী। তাঁর পিতার নাম হজরত করিম উল্লাহ এবং মাতার নাম মায়মুনা সিদ্দিকা। আনুমানিক ১২৬৫ খ্রিস্টাব্দে আরবের মক্কা নগরে জমজম মহল্লায় বিখ্যাত কোরায়েশ বংশে তিনি জন্মগ্রহণ করেন। পীর হজরত শাহজালাল এঅমনির কাছে তরীকা সুফীমতে দীক্ষাগ্রহণের পর গুরুর নির্দেশে ভারতবর্ষে ধর্মপ্রচারে আসেন। [1][2][4],পীর গোরাচাঁদের বাবার নাম কি ছিল ?,হজরত করিম উল্লাহ,পীর গোরাচাঁদের বাবার নাম সম্ভবত শাহ সৈয়দ আব্বাস আলী রাজী।,0.945382,no,"[""পীর গোরাচাঁদের বাবার নাম মোহিমা রহিম ছিল।"", ""পীর গোরাচাঁদের বাবার নাম মোহাম্মদ কাশীরাজ।"", ""পীর গোরাচাঁদের বাবার নাম মোহাম্মদ আলী।""]"
bengali-2573614511216597131-1::inference,bengali-2573614511216597131-1,inference,পীর গোরাচাঁদের আসল নাম হল পীর হজরত শাহ সৈয়দ আব্বাস আলী রাজী। তাঁর পিতার নাম হজরত করিম উল্লাহ এবং মাতার নাম মায়মুনা সিদ্দিকা। আনুমানিক ১২৬৫ খ্রিস্টাব্দে আরবের মক্কা নগরে জমজম মহল্লায় বিখ্যাত কোরায়েশ বংশে তিনি জন্মগ্রহণ করেন। পীর হজরত শাহজালাল এঅমনির কাছে তরীকা সুফীমতে দীক্ষাগ্রহণের পর গুরুর নির্দেশে ভারতবর্ষে ধর্মপ্রচারে আসেন। [1][2][4],পীর গোরাচাঁদের বাবার নাম কি ছিল ?,হজরত করিম উল্লাহ,মায়মুনা সিদ্দিকা ছিলেন তাঁর বাবা।,0.958418,no,"[""পীর গোরাচাঁদের বাবার নাম মোহাম্মদ চাঁদ।"", ""পীর গোরাচাঁদের বাবার নাম মোহিবুল্লাহ ছিল।"", ""পীর গোরাচাঁদের বাবার নাম মোহাম্মদ গরিবুল্লাহ।""]"
bengali--4088972979448384532-2::factualness,bengali--4088972979448384532-2,factualness,"দেবশ্রী রায় এর জন্ম, বেড়ে ওঠা কলকাতায়। তার পিতার নাম বীরেন্দ্র কিশোর রায় এবং মায়ের নাম আরতি রায়। ১৯৬৯ সনে তিনি প্রথম ""বালক গদাধর"" নামে একটি চলচিত্রে শিশুশিল্পী হিসেবে অভিনয় করেন, যার পরিচালক ছিলেন হরিময় সেন। তিনি কলকাতার এ পি জে ,পার্ক স্ট্রীট শাখার স্কুলের ছাত্রী ছিলেন, যদিও নাচের প্রতি অত্যধিক ঝোঁক থাকার কারণে বেশিদূর এগোতে পারেন নি। তার ডাক নাম চুমকি।",দেবশ্রী রায়ের ডাক নাম কি ?,চুমকি,রিনি,0.931224,no,"[""দেবশ্রী রাঘবেন্দ্র দের ডাক নাম \""বিষ্ণুদেব\""।"", ""দেবশ্রী রাঘবেন্দ্রের ডাক নাম ডেবশ্রী।"", ""দেবশ্রী রাঘবেন্দ্রের ডাক নাম \""দেবশ্রী\""।""]"
bengali--4088972979448384532-2::comprehension,bengali--4088972979448384532-2,comprehension,"দেবশ্রী রায় এর জন্ম, বেড়ে ওঠা কলকাতায়। তার পিতার নাম বীরেন্দ্র কিশোর রায় এবং মায়ের নাম আরতি রায়। ১৯৬৯ সনে তিনি প্রথম ""বালক গদাধর"" নামে একটি চলচিত্রে শিশুশিল্পী হিসেবে অভিনয় করেন, যার পরিচালক ছিলেন হরিময় সেন। তিনি কলকাতার এ পি জে ,পার্ক স্ট্রীট শাখার স্কুলের ছাত্রী ছিলেন, যদিও নাচের প্রতি অত্যধিক ঝোঁক থাকার কারণে বেশিদূর এগোতে পারেন নি। তার ডাক নাম চুমকি।",দেবশ্রী রায়ের ডাক নাম কি ?,চুমকি,রুমা,0.981674,no,"[""দেবশ্রী রাঘবেন্দ্রের ডাক নাম ডেবশ্রী।"", ""দেবশ্রী রাঘবেন্দ্র ডাক নাম রাঘু।"", ""দেবশ্রী রাঘবেন্দ্রের ডাক নাম রাঘু।""]"
bengali--4088972979448384532-2::specificity,bengali--4088972979448384532-2,specificity,"দেবশ্রী রায় এর জন্ম, বেড়ে ওঠা কলকাতায়। তার পিতার নাম বীরেন্দ্র কিশোর রায় এবং মায়ের নাম আরতি রায়। ১৯৬৯ সনে তিনি প্রথম ""বালক গদাধর"" নামে একটি চলচিত্রে শিশুশিল্পী হিসেবে অভিনয় করেন, যার পরিচালক ছিলেন হরিময় সেন। তিনি কলকাতার এ পি জে ,পার্ক স্ট্রীট শাখার স্কুলের ছাত্রী ছিলেন, যদিও নাচের প্রতি অত্যধিক ঝোঁক থাকার কারণে বেশিদূর এগোতে পারেন নি। তার ডাক নাম চুমকি।",দেবশ্রী রায়ের ডাক নাম কি ?,চুমকি,তার ডাক নাম সম্ভবত রায় পরিবারের আদরের নামেই পরিচিত ছিল।,0.966542,no,"[""দেবশ্রী রাঘবেন্দ্রের ডাক নাম \""দেবশ্রী\""।"", ""দেবশ্রী রাঘবের ডাক নাম \""দেবশ্রী\""।"", ""দেবশ্রী রাঘবেন্দ্র ডাক নামে পরিচিত।""]"
bengali--4088972979448384532-2::inference,bengali--4088972979448384532-2,inference,"দেবশ্রী রায় এর জন্ম, বেড়ে ওঠা কলকাতায়। তার পিতার নাম বীরেন্দ্র কিশোর রায় এবং মায়ের নাম আরতি রায়। ১৯৬৯ সনে তিনি প্রথম ""বালক গদাধর"" নামে একটি চলচিত্রে শিশুশিল্পী হিসেবে অভিনয় করেন, যার পরিচালক ছিলেন হরিময় সেন। তিনি কলকাতার এ পি জে ,পার্ক স্ট্রীট শাখার স্কুলের ছাত্রী ছিলেন, যদিও নাচের প্রতি অত্যধিক ঝোঁক থাকার কারণে বেশিদূর এগোতে পারেন নি। তার ডাক নাম চুমকি।",দেবশ্রী রায়ের ডাক নাম কি ?,চুমকি,দেবশ্রী রায়ের ডাক নাম ছিল **আরতি রায়**।,0.930759,no,"[""দেবশ্রী রাঘবেন্দ্রের ডাক নাম ডেবশ্রী।"", ""দেবশ্রী রাঘবেন্দ্র রায়ের ডাক নাম \""দেবশ্রী\""।"", ""দেবশ্রী রাজেন্দ্রের ডাক নাম রাজ।""]"
bengali--1990721472147920166-1::factualness,bengali--1990721472147920166-1,factualness,"১৯৩৮ সালের ৪ এপ্রিল বগুড়ায় একটি কলেজ প্রতিষ্ঠার লক্ষ্যে খাঁন বাহাদুর মোহাম্মদ আলীকে সভাপতি  এবং মৌলভী আব্দুস সাত্তারকে সাধারন সম্পাদক করে একটি কমিটি গঠিত হয়। এই কলেজটি ১৯৩৯ সালের জুলাই মাসে প্রতিষ্ঠিত হয়।[2] অবিভক্ত বঙ্গে বিশিষ্ট ব্যক্তিত্ব স্যার আজিজুল হক এর নামে কলেজটির নামকরণ করা হয়েছে। তিনি সে সময় কলকাতা বিশ্ববিদ্যালয় এর উপাচার্য ছিলেন; সরকারি স্কুলে শিক্ষার মাধ্যম ইংরেজী থেকে বাংলায় চালু, প্রাথমিক শিক্ষা পরিকল্পনাকে অ্যাক্টে পরিণত, কলকাতা বিশ্ববিদ্যালয়ের ইসলামের ইতিহাস ও সংস্কৃতি বিভাগ প্রতিষ্ঠা (১৯৪০), শিক্ষা সপ্তাহ পালন কর্মসূচী প্রবর্তন, বঙ্গীয় ব্যবস্থাপক সভার মহাজনী বিল ও প্রজাস্বত্ব আইন উপস্থাপন তাঁর উল্লেখযোগ্য কীর্তি।কলেজের প্রথম অধ্যক্ষ ছিলেন ড. এম.এম. মুখার্জি (আগষ্ট ১৯৩৯- সেপ্টেম্বর ১৯৩৯) এবং প্রথম উপাধ্যক্ষ ছিলেন শ্রী এস.পি সেন। কলেজের যাত্রা শুরুর প্রায় দুই বছর পর্যন্ত কলেজের ক্লাস অস্থায়ীভাবে সুবিল প্রাথমিক বিদ্যালয়ে (বর্তমান) নেয়া হয়। পরবর্তীতে এটি ফুলবাড়ি বটতলাতে স্থানান্তরিত করা হয়। ১৯৬৮ সালের ১৫ এপ্রিল কলেজটি সরকারীকরন করা হয়।",আজিজুল হক কলেজ কবে প্রতিষ্ঠিত হয় ?,১৯৩৯ সালের জুলাই মাসে,১৯৩৮ সালের ৪ এপ্রিল প্রতিষ্ঠিত হয়।,0.990788,no,"[""আজিজুল হক কলেজ ১৯৬২ সালে প্রতিষ্ঠিত হয়েছে।"", ""আজিজুল হক কলেজ ১৯৬২ সালে প্রতিষ্ঠিত হয়েছিল।"", ""আজিজুল হক কলেজ ১৯৬৯ সালে প্রতিষ্ঠিত হয়েছিল।""]"
bengali--1990721472147920166-1::comprehension,bengali--1990721472147920166-1,comprehension,"১৯৩৮ সালের ৪ এপ্রিল বগুড়ায় একটি কলেজ প্রতিষ্ঠার লক্ষ্যে খাঁন বাহাদুর মোহাম্মদ আলীকে সভাপতি  এবং মৌলভী আব্দুস সাত্তারকে সাধারন সম্পাদক করে একটি কমিটি গঠিত হয়। এই কলেজটি ১৯৩৯ সালের জুলাই মাসে প্রতিষ্ঠিত হয়।[2] অবিভক্ত বঙ্গে বিশিষ্ট ব্যক্তিত্ব স্যার আজিজুল হক এর নামে কলেজটির নামকরণ করা হয়েছে। তিনি সে সময় কলকাতা বিশ্ববিদ্যালয় এর উপাচার্য ছিলেন; সরকারি স্কুলে শিক্ষার মাধ্যম ইংরেজী থেকে বাংলায় চালু, প্রাথমিক শিক্ষা পরিকল্পনাকে অ্যাক্টে পরিণত, কলকাতা বিশ্ববিদ্যালয়ের ইসলামের ইতিহাস ও সংস্কৃতি বিভাগ প্রতিষ্ঠা (১৯৪০), শিক্ষা সপ্তাহ পালন কর্মসূচী প্রবর্তন, বঙ্গীয় ব্যবস্থাপক সভার মহাজনী বিল ও প্রজাস্বত্ব আইন উপস্থাপন তাঁর উল্লেখযোগ্য কীর্তি।কলেজের প্রথম অধ্যক্ষ ছিলেন ড. এম.এম. মুখার্জি (আগষ্ট ১৯৩৯- সেপ্টেম্বর ১৯৩৯) এবং প্রথম উপাধ্যক্ষ ছিলেন শ্রী এস.পি সেন। কলেজের যাত্রা শুরুর প্রায় দুই বছর পর্যন্ত কলেজের ক্লাস অস্থায়ীভাবে সুবিল প্রাথমিক বিদ্যালয়ে (বর্তমান) নেয়া হয়। পরবর্তীতে এটি ফুলবাড়ি বটতলাতে স্থানান্তরিত করা হয়। ১৯৬৮ সালের ১৫ এপ্রিল কলেজটি সরকারীকরন করা হয়।",আজিজুল হক কলেজ কবে প্রতিষ্ঠিত হয় ?,১৯৩৯ সালের জুলাই মাসে,আজিজুল হক কলেজ ১৯৩৮ সালের ৪ এপ্রিল প্রতিষ্ঠিত হয়।,0.951582,no,"[""আজিজুল হক কলেজ ১৯৬৪ সালে প্রতিষ্ঠিত হয়েছিল।"", ""আজিজুল হক কলেজ ১৯৬২ সালে প্রতিষ্ঠিত হয়েছিল।"", ""আজিজুল হক কলেজ ১৯৬৪ সালে প্রতিষ্ঠিত হয়েছে।""]"
bengali--1990721472147920166-1::specificity,bengali--1990721472147920166-1,specificity,"১৯৩৮ সালের ৪ এপ্রিল বগুড়ায় একটি কলেজ প্রতিষ্ঠার লক্ষ্যে খাঁন বাহাদুর মোহাম্মদ আলীকে সভাপতি  এবং মৌলভী আব্দুস সাত্তারকে সাধারন সম্পাদক করে একটি কমিটি গঠিত হয়। এই কলেজটি ১৯৩৯ সালের জুলাই মাসে প্রতিষ্ঠিত হয়।[2] অবিভক্ত বঙ্গে বিশিষ্ট ব্যক্তিত্ব স্যার আজিজুল হক এর নামে কলেজটির নামকরণ করা হয়েছে। তিনি সে সময় কলকাতা বিশ্ববিদ্যালয় এর উপাচার্য ছিলেন; সরকারি স্কুলে শিক্ষার মাধ্যম ইংরেজী থেকে বাংলায় চালু, প্রাথমিক শিক্ষা পরিকল্পনাকে অ্যাক্টে পরিণত, কলকাতা বিশ্ববিদ্যালয়ের ইসলামের ইতিহাস ও সংস্কৃতি বিভাগ প্রতিষ্ঠা (১৯৪০), শিক্ষা সপ্তাহ পালন কর্মসূচী প্রবর্তন, বঙ্গীয় ব্যবস্থাপক সভার মহাজনী বিল ও প্রজাস্বত্ব আইন উপস্থাপন তাঁর উল্লেখযোগ্য কীর্তি।কলেজের প্রথম অধ্যক্ষ ছিলেন ড. এম.এম. মুখার্জি (আগষ্ট ১৯৩৯- সেপ্টেম্বর ১৯৩৯) এবং প্রথম উপাধ্যক্ষ ছিলেন শ্রী এস.পি সেন। কলেজের যাত্রা শুরুর প্রায় দুই বছর পর্যন্ত কলেজের ক্লাস অস্থায়ীভাবে সুবিল প্রাথমিক বিদ্যালয়ে (বর্তমান) নেয়া হয়। পরবর্তীতে এটি ফুলবাড়ি বটতলাতে স্থানান্তরিত করা হয়। ১৯৬৮ সালের ১৫ এপ্রিল কলেজটি সরকারীকরন করা হয়।",আজিজুল হক কলেজ কবে প্রতিষ্ঠিত হয় ?,১৯৩৯ সালের জুলাই মাসে,আজিজুল হক কলেজ ১৯৩৮ সালের ৪ এপ্রিল প্রতিষ্ঠিত হয়।,0.891238,no,"[""আজিজুল হক কলেজ ১৯৬৪ সালে প্রতিষ্ঠিত হয়েছিল।"", ""আজিজুল হক কলেজ ১৯৯৪ সালে প্রতিষ্ঠিত হয়েছিল।"", ""আজিজুল হক কলেজ ১৯২১ সালে প্রতিষ্ঠিত হয়েছিল।""]"
bengali--1990721472147920166-1::inference,bengali--1990721472147920166-1,inference,"১৯৩৮ সালের ৪ এপ্রিল বগুড়ায় একটি কলেজ প্রতিষ্ঠার লক্ষ্যে খাঁন বাহাদুর মোহাম্মদ আলীকে সভাপতি  এবং মৌলভী আব্দুস সাত্তারকে সাধারন সম্পাদক করে একটি কমিটি গঠিত হয়। এই কলেজটি ১৯৩৯ সালের জুলাই মাসে প্রতিষ্ঠিত হয়।[2] অবিভক্ত বঙ্গে বিশিষ্ট ব্যক্তিত্ব স্যার আজিজুল হক এর নামে কলেজটির নামকরণ করা হয়েছে। তিনি সে সময় কলকাতা বিশ্ববিদ্যালয় এর উপাচার্য ছিলেন; সরকারি স্কুলে শিক্ষার মাধ্যম ইংরেজী থেকে বাংলায় চালু, প্রাথমিক শিক্ষা পরিকল্পনাকে অ্যাক্টে পরিণত, কলকাতা বিশ্ববিদ্যালয়ের ইসলামের ইতিহাস ও সংস্কৃতি বিভাগ প্রতিষ্ঠা (১৯৪০), শিক্ষা সপ্তাহ পালন কর্মসূচী প্রবর্তন, বঙ্গীয় ব্যবস্থাপক সভার মহাজনী বিল ও প্রজাস্বত্ব আইন উপস্থাপন তাঁর উল্লেখযোগ্য কীর্তি।কলেজের প্রথম অধ্যক্ষ ছিলেন ড. এম.এম. মুখার্জি (আগষ্ট ১৯৩৯- সেপ্টেম্বর ১৯৩৯) এবং প্রথম উপাধ্যক্ষ ছিলেন শ্রী এস.পি সেন। কলেজের যাত্রা শুরুর প্রায় দুই বছর পর্যন্ত কলেজের ক্লাস অস্থায়ীভাবে সুবিল প্রাথমিক বিদ্যালয়ে (বর্তমান) নেয়া হয়। পরবর্তীতে এটি ফুলবাড়ি বটতলাতে স্থানান্তরিত করা হয়। ১৯৬৮ সালের ১৫ এপ্রিল কলেজটি সরকারীকরন করা হয়।",আজিজুল হক কলেজ কবে প্রতিষ্ঠিত হয় ?,১৯৩৯ সালের জুলাই মাসে,আজিজুল হক কলেজ ১৯৩৮ সালের ৪ এপ্রিল প্রতিষ্ঠিত হয়।,0.917933,no,"[""আজিজুল হক কলেজ ১৯৩৬ সালে প্রতিষ্ঠিত হয়েছিল।"", ""আজিজুল হক কলেজ ১৯৯১ সালে প্রতিষ্ঠিত হয়েছিল।"", ""আজিজুল হক কলেজ ১৯৯১ সালে প্রতিষ্ঠিত হয়েছে।""]"
bengali-8652082239846487292-2::factualness,bengali-8652082239846487292-2,factualness,"কলকাতা বিমানবন্দর ঐতিহ্যগতভাবে ইউরোপ থেকে ইন্দোচীন ও অস্ট্রেলিয়ার মধ্যে বিমান রুটে কৌশলগত কেন্দ্র হিসেবে কাজ করে।[15] ১৯৩৭ সালে এ্যামিলিয়া ইয়ারহাট সহ বহু বিমান সংস্থার  অনেক অগ্রগামী উড়ানগুলি যাত্রা শুরু করে কলকাতা থেকে।[16] ১৯২৪ সালে, কেএলএল বিমান সংস্থা কলকাতায় তাদের আমস্টারডামের -বতভিয়া (জাকার্তা) রুটের অংশ হিসাবে অবতরণ শুরু করেন।[17] একই বছরে, কোনও বিমান বাহিনী কর্তৃক প্রথম বিশ্ব ভ্রমণ অভিযানের অংশ হিসাবে একটি রয়েল এয়ার ফোর্স বিমান কলকাতায় অবতরণ করে।[18]",নেতাজী সুভাষ চন্দ্র বসু আন্তর্জাতিক বিমানবন্দর কবে নির্মিত হয় ?,১৯৩৭ সালে,১৯২৪ সালে নির্মিত হয়।,0.901753,no,"[""নেতাজী সুভাষ চন্দ্র বসু আন্তর্জাতিক বিমানবন্দর ১৯৭৪ সালে নির্মিত হয়।"", ""নেতাজী সুভাষ চন্দ্র বসু আন্তর্জাতিক বিমানবন্দর ১৯৭১ সালে নির্মিত হয়েছিল।"", ""নেতাজী সুভাষ চন্দ্র বসু আন্তর্জাতিক বিমানবন্দর ২০০৮ সালে নির্মিত হয়।""]"
bengali-8652082239846487292-2::comprehension,bengali-8652082239846487292-2,comprehension,"কলকাতা বিমানবন্দর ঐতিহ্যগতভাবে ইউরোপ থেকে ইন্দোচীন ও অস্ট্রেলিয়ার মধ্যে বিমান রুটে কৌশলগত কেন্দ্র হিসেবে কাজ করে।[15] ১৯৩৭ সালে এ্যামিলিয়া ইয়ারহাট সহ বহু বিমান সংস্থার  অনেক অগ্রগামী উড়ানগুলি যাত্রা শুরু করে কলকাতা থেকে।[16] ১৯২৪ সালে, কেএলএল বিমান সংস্থা কলকাতায় তাদের আমস্টারডামের -বতভিয়া (জাকার্তা) রুটের অংশ হিসাবে অবতরণ শুরু করেন।[17] একই বছরে, কোনও বিমান বাহিনী কর্তৃক প্রথম বিশ্ব ভ্রমণ অভিযানের অংশ হিসাবে একটি রয়েল এয়ার ফোর্স বিমান কলকাতায় অবতরণ করে।[18]",নেতাজী সুভাষ চন্দ্র বসু আন্তর্জাতিক বিমানবন্দর কবে নির্মিত হয় ?,১৯৩৭ সালে,নেতাজী সুভাষ চন্দ্র বসু আন্তর্জাতিক বিমানবন্দরটি ১৯২৪ সালে নির্মিত হয়।,0.795067,no,"[""নেতাজী সুভাষ চন্দ্র বসু আন্তর্জাতিক বিমানবন্দর ১৯৯৮ সালে নির্মিত হয়।"", ""নেতাজী সুভাষ চন্দ্র বসু আন্তর্জাতিক বিমানবন্দর ২০০৮ সালে নির্মিত হয়েছিল।"", ""নেতাজী সুভাষ চন্দ্র বসু আন্তর্জাতিক বিমানবন্দর ২০১২ সালে নির্মিত হয়েছিল।""]"
