id,source_id,pattern,codemix_context,codemix_question,codemix_answer,hallucinated_answer,raw_response,is_hallucinated
bengali-6681403982104856121-1::comprehension,bengali-6681403982104856121-1,comprehension,"Motiur Rahman 1941 saler 29 October Puran Dhakar 109, Aga Sadek Roder ""Mobarak Lodge""-e jonmogrohon koren. Tar poitrik nibash Narsingdi jeler Raipura thanar Ramnagar grame. Ja ekhon Motinagar name porichito. 9 bhai o 2 boner moddhe tini chilen 6th. Tar baba Moulovi Abdus Samad, ma Syeda Mobarakunnesa Khatun. Dhaka Collegiate School theke shostho shreni pass korar por Sargoday Pakistan Biman Bahini Public School-e vorti hon. Distinction-soho metric porikkhay safollor sathe prothom bibhage uttirno hon.",Birshreshtho Flight Lieutenant Matiur Rahman er babar nam ki?,Moulovi Abdus Samad,Birshreshtho Flight Lieutenant Matiur Rahman er babar nam chhilo Syed Ahmed Rahman.,"Here's a step-by-step analysis:

**Step 1: Identify factual claims.**

The model answer makes one factual claim: ""Birshreshtho Flight Lieutenant Matiur Rahman er babar nam chhilo Syed Ahmed Rahman."" (The name of Birshreshtho Flight Lieutenant Matiur Rahman's father was Syed Ahmed Rahman.)

**Step 2: Check support in the context.**

The provided context states that Matiur Rahman's father was ""Moulovi Abdus Samad"".  

**Step 3: Decide the verdict.**

The model answer contradicts the information given in the context. Therefore, the model answer is hallucinating.


**Verdict:** yes",yes
bengali--1831213595878006436-0::factualness,bengali--1831213595878006436-0,factualness,E-ink ba electrophoretic ink ek dhoroner electronic kagoj ba porda ja E Ink Corporation namok ekta protisthan kortik shilpojatokrito. MIT Media Lab shorboprothom E-ink projukti niye gobeshona shuru kore. Porobortite 1997 sale MIT-er E-ink gobeshona prokolper upor vitti kore E Ink Corporation protishthito hoy. 1996 saler ek patent onujayi Joseph Jacobson ebong Barrett Comiskey-ke E-ink projuktir udbhabok hisebe shwikrity deya hoyeche.[1],E Ink Corporation-er protisthata ke?,Joseph Jacobson ebong Barrett Comiskey,Russ Wilcox ebong JD Albert,"Here's a step-by-step analysis:

**Step 1: Identify factual claims.**

The model answer states that Russ Wilcox and JD Albert are responsible for the establishment of E Ink Corporation.

**Step 2: Check support in the context.**

The provided context mentions Joseph Jacobson and Barrett Comiskey as the inventors of E-ink technology, but it doesn't mention Russ Wilcox or JD Albert in relation to the founding of E Ink Corporation.

**Step 3: Decide the verdict.**


Based on the lack of supporting evidence in the context, the model answer is **hallucinated**.

**no**",no
bengali-3388903986057254256-1::specificity,bengali-3388903986057254256-1,specificity,Alchi Bouddhobiharer protishthata hisebe Rin-chen-bzang-po (jibonkalo: 958-1055) namok bikhyato Tibboti Bouddho ponditer ullekh kora hoy. Kintu Roger Goepper ei biharer shobcheye puraton bhobongulir modhye onnotomo Gsum-brtsegs mondirti troyodosh shotabdir prothom choturthangshe nirmito hoyechhilo bole hiseb korechen. Ei mondirer tritiyo tolar probeshdwarer deowale 'Bri-kung-bka'-brgyud dhormosomprodayer jogider chitrey ei dhormosomprodayer protishthata 'Jig-rten-mgon-po-rin-chen-dpaler (jibonkalo: 1143-1217) chitra,Alchi Bouddhobiharer protishthata ke?,Rin-chen-bjang-po,Alchi Bouddhobiharer protishthata shombhoboto Jig-rten-mgon-po-rin-chen-dpal.,"## Analysis:

**Step 1: Identify factual claims:**

The model answer makes one factual claim:

* Alchi Bouddhobiharer protishthata shombhoboto Jig-rten-mgon-po-rin-chen-dpal. (The establishment of Alchi Buddhist Monastery is possibly Jig-rten-mgon-po-rin-chen-dpal).

**Step 2: Check support in the context:**

* The context mentions Rin-chen-bzang-po as a renowned Tibetan Buddhist scholar associated with the monastery's establishment.
* It also states that Roger Goepper believes the Gsum-brtsegs temple within the monastery complex is the oldest structure, possibly built in the 11th century.
* The context further mentions that the third floor doorway of this temple features a depiction of 'Bri-kung-bka'-brgyud dharma lineage and its founder Jig-rten-mgon-po-rin-chen-dpal.

**Step 3: Verdict:**

While the context highlights Jig-rten-mgon-po-rin-chen-dpal's connection to a specific temple within the monastery complex, it doesn't explicitly state him as the founder of the entire Alchi Buddhist Monastery. Therefore, the model answer's claim is **not fully supported** by the provided context.

**Final verdict:** no",no
bengali-9180741355773022793-4::specificity,bengali-9180741355773022793-4,specificity,"Android Incorporated protistha hoyechilo 2003 saler October-e Palo Alto, California-y, protisthata Andy Rubin (Danger-er sho-protisthata)[22], Rich Miner (Wildfire Communications, Incorporated-er sho protisthata)[23], Nick Sears (T-Mobile-er sabek Vice President)[24], Nick Sears (T-Mobile-er prakton Vice President) ebong Chris White (WebTV-r design ebong interface prodhan)[25]. Jehetu tara bibhinno protisthane niyojito chilen tai Android-er karyokrom cholto onekta gopone. Protisthan theke eta bola hoto je tara shudhu mobile-er ekta software-er upor kaj korchen. Company-r prathomik uddeshyo chilo digital camera-r jonno ekta unnoto maner operating system toiri kora. Jodio pore tara bujhte paren device-tir bajar toto b",iOS mobile operating system ta kobe chalu hoy?,2003 shale,iOS mobile operating system ta prothom dike 2003 shaler October-e Palo Alto-te chalu hoy bole dhora hoy.,"## Analysis:

**Step 1:** The model answer claims that the iOS mobile operating system was first launched in October 2003 in Palo Alto.

**Step 2:**  The context discusses the founding of Android Inc., not iOS. It mentions that Android Inc. was founded in October 2003 in Palo Alto. There is no mention of iOS or its launch date in the provided text.

**Step 3:** The model answer's claim about the launch of iOS is not supported by the context. The context only discusses the founding of Android Inc.


**Verdict:** yes",yes
bengali-8394231526456964839-1::specificity,bengali-8394231526456964839-1,specificity,Mohiuddin Jahangir 1949 saler 7 March Barishal jeler Babuganj upojelar Rahimganj grame jonmogrohon koren. Tar pita Abdul Motaleb Hawlader chilen krishok ebong ma Safia Begum chilen grihini. Mohiuddinra tin bon tin bhai.[2] Dada Abdur Rahim Hawlader chilen protapshali bekti. Pitar arthik dainyotar karone matro sare tin bochor boyose mamar bari Muladi upojelar Patarchar grame jan Jahangir. Patarchar Sarkari Prathomik Bidyaloye 1953 sale tar shikkhajiboner suchona hoy. Muladi Mahmud Jan Pilot Uchcho Bidyaloy theke 1964 sale biggan bibhage matriculation pass koren. 1966 te tini Barishal B.M (Brojomohon) College,Bangladesher shohid muktijoddha Mohiuddin Jahangirer babar nam ki?,Abdul Motaleb Hawlader,Mohiuddin Jahangirer babar nam shombhoboto Abdur Rahim Hawlader chhilo.,"## Analysis:

**Step 1:** Identify factual claims made by the Model Answer.

* Mohiuddin Jahangir's father's name was likely Abdur Rahim Hawlader.

**Step 2:** Check if each claim is supported by the Context.

* The context states that Mohiuddin Jahangir's dada (elder brother) was Abdur Rahim Hawlader, a protapshali bekti (likely meaning a respected figure). It does **not** explicitly state that Abdur Rahim Hawlader was his father.

**Step 3:** Decide the final verdict.

The model answer makes a claim not directly supported by the context. While it's possible based on familial relationships, the text doesn't confirm it.


**Verdict:** no",no
bengali-2005469134674641797-1::specificity,bengali-2005469134674641797-1,specificity,Rangamati jelar mot ayoton 6116.13 borgo kilometer. [1] Eti Bangladesher brihottom jela.,Parbotto jela Rangamati shohore mot ayoton koto?,6116.13 borgo kilometer,Rangamati shohorer ayoton prai 6 hajar borgo kilometer.,"Here's a step-by-step analysis:

**Step 1: Identify factual claims:**

* The model answer states that Rangamati city has an area of approximately 6 thousand square kilometers.

**Step 2: Check support in the context:**

* The context mentions that Rangamati district has an area of 6116.13 square kilometers.
* It does **not** specify the area of Rangamati city.

**Step 3: Verdict:**

The model answer hallucinates information as it provides a specific area for Rangamati city without any supporting evidence in the context.


**Answer:** yes",yes
bengali-2658236964036018978-3::comprehension,bengali-2658236964036018978-3,comprehension,"Drishshoman alo bornali bad dile toritchoumbok bornali prothom abishkar koren William Herschel. Tini 1800 sale obolohit bikiron (infrared) abishkar koren [4]. Prism dara bichchurito alok bornalir bibhinno borner tapmatra tini thermometer diye porjobekkhon korchilen. Shei shomoy tini lokkho koren, bornalite tapmatra shorbadhik hoy drishshoman lal born otikrom kore. Tini ei shiddhante uponito hon je, tapmatra poribortoner karon holo ""calorific ray"" ba ""tap utpadonkari torongo"" - ja alor nay ekprokar torongo, kintu dekha jay na.",Toritchoumbok bornali prothom abishkar korechilen ke?,William Herschel,James Clerk Maxwell,"Here's a step-by-step analysis:

**Step 1: Identify each factual claim made by the Model Answer.**

The model answer claims that James Clerk Maxwell was the first to discover infrared radiation.

**Step 2: For each claim, check whether it is supported by the Context.**

The context clearly states that William Herschel was the first to discover infrared radiation. It mentions him making the discovery in 1800 using a prism and thermometer to measure the temperature of different colors of light.

**Step 3: Based on steps 1-2, decide the final verdict.**

The model answer is incorrect as it contradicts the information provided in the context.


**Verdict:** no",no
bengali--8638982311668751103-0::inference,bengali--8638982311668751103-0,inference,"Tribhuvan antorjatik bimanbondor (Nepali: Tribhuvan Antarrashtriya Vimanasthala, IATA: KTM, ICAO: VNKT) Nepal-er Kathmandu-te obosthito antorjatik bimanbondor. Eti shohorer kendrosthol theke choy kilometer dure Kathmandu upottyakay obosthito. Eti Nepal-er ekmatro antorjatik bimanbondor ebong 1949 sal theke ekta biman ghati hisebe kaj koreche. Eti Raja Mahendra 1955 sale uddhodhon koren ebong 1964 sale bortoman name porichito hoy. Shurute eti ghaser runway chilo, 1957 sale concrete-er astaron sthapon kora hoy ebong besh koyekbar somprosaron kora hoy. Tribhuvane prothom jet biman name 1967 sale ebong",Tribhuvan antorjatik bimanbondortir udbodhon ke koren?,Raja Mahendra,Tribhuvan antorjatik bimanbondor-ta mone hoy 1964 sale Raja Birendra udbodhon koren.,"Here's a step-by-step analysis:

**Step 1: Identify factual claims.**

The model answer makes one factual claim:

* Tribhuvan International Airport was inaugurated by King Birendra in 1964.

**Step 2: Check support in the context.**

The context states that Tribhuvan International Airport was given its current name in 1964. It also mentions that King Mahendra developed the airport in 1955. There is no mention of King Birendra inaugurating the airport.

**Step 3: Decide the verdict.**


The model answer's claim is not supported by the context.  

**Verdict:** yes",yes
bengali-1723011166667196429-2::specificity,bengali-1723011166667196429-2,specificity,Halaku Khan chilen Chengeis Khaner onnotomo putro Toluiyer shontan. Tar ma Sorgaghtani Beki chilen ekjon probhabshali Kerait shahjadi. Sorgaghtani chilen ekjon Nestorian Khrishtan. Halaku Khaner stri Dokuz Khatun ebong tar ghonishto bondhu o senapati Kitbukao Khrishtan chilen. Mrityur agomuhurte Halaku Khan Bouddhodhormo grohon korechilen bole jana jay.[1][2] Koyekti Bouddho mondir nirmon theke Bouddhodhorme tar agroher proman pawa jay.[3],Halaku Khaner strir nam ki chilo?,Dokuj Khatun,Halaku Khaner stri shombhoboto Sorgaghtani Beki chilen.,"## Analysis:

**Step 1:** The model answer makes one factual claim: ""Halaku Khaner stri shombhoboto Sorgaghtani Beki chilen."" (Halaku Khan's wife was most likely Sorgaghtani Beki.)

**Step 2:** This claim is directly supported by the context, which states: ""Tar ma Sorgaghtani Beki chilen ekjon probhabshali Kerait shahjadi."" (His mother was Sorgaghtani Beki, a powerful Kerait princess.)


**Verdict:** The model answer accurately reflects information provided in the context.

**Answer:** no",no
bengali-1411582546196272359-27::comprehension,bengali-1411582546196272359-27,comprehension,Turshker jonoshonkha pray sat koti 15 lakh.[68] Deshtir jonmohar gore 1 doshomik 31.[69] Proti borgokilomitare er jonoshonkha 92 jon. Er moddhe shohore boshobash kore 70 doshomik 5 jon. 15 theke 64 bochor boyoshi lok royeche 66 doshomik 5 shotangsho. Shunno theke 14 bochore boyoshi loker shonkha 26 doshomik 4 shotangsho. 65 bochorer beshi boyoshi loker shonkha 7 doshomik 1 shotangsho.[70] CIA Factbook onujayi Turki purusher gor ayu 70 doshomik 67 bochor o mohilader gor ayu 75 doshomik 73 bochor. Mot jonoshonkhar gor ayu,Turshker bortoman (2019) jonoshonkha koto?,Pray sat koti 15 lakh,Turshker bortoman (2019) jonoshonkha pray noy koti.,"## Analysis:

**Step 1:** The model answer claims that Turkey's current (2019) population is ""pray noy koti"" (approximately not ten crore).

**Step 2:**  The context states ""Turshker jonoshonkha pray sat koti 15 lakh"" which translates to ""Turkey's population is approximately eight crore fifteen lakh"". This contradicts the model answer.

**Step 3:** The model answer contradicts the information provided in the context.


**Verdict:** yes",yes
bengali-8899130051977933608-1::comprehension,bengali-8899130051977933608-1,comprehension,1962 khristabder 25she August totkalin Purbo Pakistan prodesher Mymensingh shohore Taslima Nasriner jonmo hoy. Dui bhai dui boner moddhe tini tritiyo. Tar mata Eidul Wara grihini ebong pita Rajab Ali peshay chikitsok chilen. 1976 khristabde tini Mymensingh Residential School theke madhyamik school certificate (SSC) pass koren. 1978 khristabde tini Ananda Mohan College theke uccho madhyamik certificate (HSC) pass koren. Erpor tini Mymensingh Medical College e vorti hon ebong sekhan theke 1984 khristabde MBBS pass koren.[5] 1986 khristabdo theke 1989 khristabde tini sarkari grameen hospital e ebong,Taslima Nasriner babar nam ki?,Rojob Ali,Taslima Nasriner babar nam chhilo Eidul Wara.,"Here's a step-by-step analysis:

**Step 1: Identify factual claims.**

The model answer makes one factual claim: ""Taslima Nasriner babar nam chhilo Eidul Wara."" (Taslima Nasrin's father's name was Eidul Wara.)

**Step 2: Check support in the context.**

The context states: ""Tar mata Eidul Wara grihini ebong pita Rajab Ali peshay chikitsok chilen."" (Her mother Eidul Wara was a housewife and her father Rajab Ali was a physician.)

**Step 3: Verdict**

The model answer incorrectly identifies Taslima Nasrin's mother as her father. This is a hallucination.


**no**",no
bengali--6029141022173703914-7::specificity,bengali--6029141022173703914-7,specificity,"1944 sale Mohammad Rafi Bombete (bortoman Mumbai) chole asen. Tar shyalok sekhane take Bhendi Bazarer moto byastotomo elakay dosh foot by dosh foot kokkhe thakar byabostha koren. Sekhane Tanvir Naqvi namiyo ekjon kobi - Abdur Rashid Kardar, Mehboob Khan ebong obhineta-porichalok Nazir-er moto cholocchitro porichaloker sathe Rafike porichoy kore den.[7] Shyam Sundar tokhon Mumbaiye obosthan korchilen. Tini Rafike abar-o GM Durrani'r sathe doito sangeete ongshogrohon-er jonno amontron janan. Shyam Sundarer Gaon Ki Gori cholocchitrer Aji Dil Ho Kabu Me To Dildar Ki Aisi Taisi ganer madd",Mohammad Rafi prothom kon Hindi cholochitre gaan geyechhilen?,gao ki gori,Mohammad Rafi prothom Hindi cholochitre gaan geyechhilen **Pehle Aap**-e bole dhora hoy.,"Here's a step-by-step analysis:

**Step 1: Identify factual claims.**

The model answer makes one factual claim: Mohammad Rafi's first Hindi film song was in ""Pehle Aap"".

**Step 2: Check support in the context.**

The provided context describes Mohammad Rafi's move to Mumbai and his introduction to filmmakers like Tanvir Naqvi, Abdur Rashid Kardar, Mehboob Khan, and Nazir. It mentions Shyam Sundar inviting Rafi for two songs but doesn't specify the names of those films.  Crucially, there is *no mention* of the film ""Pehle Aap"".

**Step 3: Decide the verdict.**

The model answer's claim about Rafi's first Hindi film song being in ""Pehle Aap"" is not supported by the context.


**Verdict:** yes",yes
