id,context,question,correct_answer,codemix_context,codemix_question,codemix_answer,raw_response,is_hallucinated
bengali-6041160895772644763-71,যুক্তরাষ্ট্রে অনুষ্ঠিত গত দুটি অলিম্পিক আসরেই সন্ত্রাসবাদী কার্যকলাপ দেখা যায়। ১৯৬৬ সালের আটলান্টায় গ্রীষ্মকালীন অলিম্পিকের সময় সেন্টেনিয়াল অলিম্পিক পার্কের পাশে একটি বোমা বিস্ফোরিত হয়। এতে দুই জন নিহত ও ১১১ জন আহত হয়। এই ঘটনার পেছনে দায়ী ছিল এরিক রুডল্ফ নামের একজন স্থানীয় সন্ত্রাসবাদী যে বর্তমানে যাবৎজীবন কারাদণ্ড ভোগ করছে।[152] অপরদিকে ইউটার সল্ট লেক সিটিতে অনুষ্ঠিত ২০০২ সালের শীতকালীন অলিম্পিক গেমসটি শুরু হয় টুইন টাওয়ারে ৯/১১ তে ঘটে যাওয়া মর্মান্তিক দূর্ঘটনার ঠিক পাঁচ মাস পরে। এর ফলে নিরাপত্তা ব্যবস্থা ছিল অত্যন্ত কড়া ও নজিরবিহীন।[153],২০০২ সালের শীতকালীন অলিম্পিক কোথায় অনুষ্ঠিত হয়েছিল ?,টুইন টাওয়ারে,Juktorashtre onushthito goto duti Olympic asorei shontrashbadi karyokolap dekha jay. 1966 saler Atlanta-y grishmokaline Olympic-er shomoy Centennial Olympic Park-er pashe ekta boma bishforito hoy. Ete dui jon nihoto o 111 jon ahoto hoy. Ei ghotonar pechhone dayi chilo Eric Rudolph namer ekjon sthaniyo shontrashbadi je bortomane jabbajjibon karadondo vog korche.[152] Onnodike Utah-r Salt Lake City-te onushthito 2002 saler sheetokaline Olympic Games-ti shuru hoy Twin Tower-e 9/11 te ghote jawa mormantik durghotonar thik pach mash pore. Er fole nirapotta byabostha chilo ottonto kora o nojirbihin.[153],2002 shaler sheetkalin Olympic kothay onushthito hoyechilo?,Twin Tower e,"The model answer claims that the 2002 Winter Olympics were held at Twin Towers. The provided context states that the 2002 Winter Olympics in Salt Lake City, Utah, began shortly after the 9/11 attacks on the Twin Towers. It does *not* state that the Olympics were *held* at the Twin Towers. The Twin Towers are mentioned as a backdrop of the timing of the games due to the preceding tragedy. Therefore, the model's answer is a hallucination.

no",no
bengali-2089421537139970916-6,"টোয়েইনের বয়স যখন চার বছর, তখন তার বাবা হ্যানিবাল, মিসৌরীতে বসবাস করার জন্য চলে আসেন।[7] হ্যানিবাল মিসৌরী নদীর তীরে গড়ে ওঠা একটি ছোট্ট বন্ধরনগরী যেটা পরবর্তীতে টোয়েইনের দুই বিখ্যাত অভিযান গল্প ""দ্য এডভেঞ্চার অফ হাকলবেরী ফিন"" এবং ""দ্য এডভেঞ্চার অফ টম সয়্যার"" এ উল্লিখিত কাল্পনিক শহর সেন্ট পিটার্সবার্গ সৃস্টির পেছনে অনুপ্রেরণা জুগিয়েছিলো।[8] মিসৌরী ছিলো একটি দাস শহর এবং ছোট্ট টোয়েইন আমেরিকার দাস প্রথার ইতিহাসের সাথে এখান থেকেই পরিচিত হন। পরবর্তীতে এ অভিজ্ঞতা তিনি তাঁর লেখাতেও নানা ভাবে টেনে এনেছেন। টোয়েইনের বাবা একজন এটর্নী এবং বিচারক ছিলেন।[9]",স্যামুয়েল ল্যাঙ্গহোর্ণ ক্লিমেন্স-এর বাবার নাম কী ?,হ্যানিবাল,"Twainer boyosh jokhon char bochor, tokhon tar baba Hannibal, Missouri-te boshobash korar jonno chole asen.[7] Hannibal Missouri nodir tire gore otha ekta chotto bondornogori jeta porobortite Twainer dui bikhyato ovijan golpo ""The Adventure of Huckleberry Finn"" ebong ""The Adventure of Tom Sawyer"" e ullikhito kalponik shohor Saint Petersburg sristir pechhone onuprerona jugiechilo.[8] Missouri chilo ekta das shohor ebong chotto Twain Americar das prothar itihasher sathe ekhan thekei porichito hon. Porobortite e oviggota tini tar lekhateo nana vabe tene enechhen. Twainer baba ekjon attorney ebong bicharok chilen.[9]",Samuel Langhorne Clemens-er babar nam ki?,Hannibal,"Okay, let's analyze this.

**Step 1: Factual Claims in the Model Answer**

The model answer states: ""Hannibal"". This implies that Hannibal is the name of Samuel Langhorne Clemens' (Twain's) father.

**Step 2: Verification against the Context**

The context states: ""Twainer boyosh jokhon char bochor, tokhon tar baba Hannibal..."" which translates to ""When Twain was four years old, his father came to live in Hannibal, Missouri..."". It also mentions ""tar baba Hannibal, Missouri-te boshobash korar jonno chole asen."" meaning ""his father went to live in Hannibal, Missouri.""  Crucially, it doesn't state that Hannibal *is* his father's name. It says his father *came from* Hannibal. The context further clarifies that Twain’s father was an attorney and judge (""Twainer baba ekjon attorney ebong bicharok chilen."").

Therefore, the model answer makes a false claim. The context indicates Hannibal is a place, not a person's name.

**Step 3: Verdict**

The model answer hallucinates information because it incorrectly identifies Hannibal as Twain's father's name when the provided text only indicates Hannibal is a location his father moved to.

no",no
bengali-2029563870871915760-1,গ্যাবলগেটের সামারব্রিজে হার্বার্ট সাটক্লিফের জন্ম হয়। উইলি ও জেন সাটক্লিফ তাঁর বাবা-মা। তাঁদের তিন পুত্র সন্তানের মধ্যে সাটক্লিফ ছিলেন দ্বিতীয়। অন্য দুই ভাই হচ্ছেন আর্থার ও বব। উইলি সাটক্লিফ ড্যাক্রে ব্যাংকের কাছে এক কড়াতকলে কাজ করতেন। তিনি ক্লাব ক্রিকেটার ছিলেন।[2],ইংরেজ টেস্ট ক্রিকেটার জর্জ হার্বার্ট হার্স্টের বাবার নাম কী ?,উইলি,Gablegater Summerbridge-e Herbert Sutcliffe-er jonmo hoy. Willie o Jane Sutcliffe tar baba-ma. Tader tin putro shontaner moddhe Sutcliffe chilen ditiyo. Onno dui bhai hocchen Arthur o Bob. Willie Sutcliffe Dacre Bank-er kache ek koratkole kaj korten. Tini club cricketer chilen.[2],English Test cricketer George Herbert Hirst-er babar nam ki?,Willy,"Okay, let's break this down.

**Step 1: Factual Claims in the Model Answer**

The model answer states: ""Willy""

**Step 2: Verification Against Context**

The context states: ""Willie o Jane Sutcliffe tar baba-ma."" This translates to ""Willie and Jane Sutcliffe are father and mother."" The question asks about George Herbert Hirst's *father*. The text clearly identifies Willie as the father. Therefore, ""Willy"" is a correct extraction from the provided text.

**Step 3: Final Verdict**

Since the model answer (""Willy"") is directly supported by the provided context, it is not a hallucination.

no",no
bengali--3312762463251557392-1,"নভেরার জন্ম বাংলাদেশের সুন্দরবনে মার্চ ২৯, ১৯৩৯ খ্রিস্টাব্দে ।[5] চাচা নাম রাখেন নভেরা। ফার্সি শব্দ ‘নভেরা’র অর্থ নবাগত, নতুন জন্ম। কর্মসূত্রে তার বাবা সৈয়দ আহমেদ কর্মরত ছিলেন সুন্দরবন অঞ্চলে। তবে পৈতৃক নিবাস চট্টগ্রামের আসকারদিঘির উত্তর পাড়। পরবর্তীতে তার বাবা চাকরিসূত্রে কিছুকাল কলকাতায় অবস্থার করায় নভেরার শৈশব কেটেছে কলকাতা শহরে। বিদ্যালয়ে অধ্যয়নকালেই তিনি নাচ, গান শেখার পাশাপাশি মাটি দিয়ে মূর্তি তৈরী (মডেলিং) করতেন।[1] তিনি কলকাতার লরেটা স্কুল থেকে প্রবেশিকা (ম্যাট্রিক) পাস করেন।[4][6][7]",বাংলাদেশী ভাস্কর নভেরা আহমেদের বাবার নাম কী ?,সৈয়দ আহমেদ,"Noverar jonmo Bangladesh-er Sundarbone March 29, 1939 Khristabde.[5] Chacha nam rakhen Novera. Farsi shobdo 'Novera'r ortho nobagoto, notun jonmo. Kormosutre tar baba Syed Ahmed kormoroto chilen Sundarbon onchole. Tobe poitrik nibash Chattogramer Askardighir uttar par. Porobortite tar baba chakrisutre kichukal Kolkatay obosthan koray Noverar shoishob keteche Kolkata shohore. Biddaloye odhyoyonkalei tini nach, gan shekhar pasapashi mati diye murti toiri (modeling) korten.[1] Tini Kolkatar Loreto School theke probeshika (Matric) pass koren.[4][6][7]",Bangladeshi bhaskar Novera Ahmed-er babar nam ki?,Soiyod Ahmed,"Okay, let's analyze the model answer.

**Step 1: Identify factual claims in the Model Answer.**

The model answer states: ""Soiyod Ahmed"". This is a claim about the name of Novera Ahmed's father.

**Step 2: Check if the claim is supported by the Context.**

The context explicitly states: ""Kormosutre tar baba Syed Ahmed kormoroto chilen..."" which translates to ""In his work, her father Syed Ahmed was working..."". The name ""Syed Ahmed"" is present in the provided context. The model answer provides ""Soiyod Ahmed,"" which is a misspelling of ""Syed Ahmed.""

**Step 3: Determine the Verdict.**

While the model answer contains a slight misspelling, the core information—the father’s name—is present and accurate within the context. Therefore, it isn't a hallucination, but rather a minor error. However, for the purpose of this evaluation, since the name is incorrect, we will consider it a hallucination.

no",no
bengali--9054487007298731671-9,জয়নুল আবেদিন ব্যক্তিগত জীবনে জাহানারা আবেদিনের সাথে বিবাহবন্ধনে আবদ্ধ ছিলেন।[5],জয়নুল আবেদিনের স্ত্রীর নাম কী ছিল ?,জাহানারা আবেদিনে,Joynul Abedin bektigoto jibone Jahanara Abedin-er sathe bibahbondhone aboddho chilen.[5],Joynul Abediner strir nam ki chilo?,Jahanara Abedine,"Okay, let's analyze this.

**Step 1: Factual Claims in the Model Answer**

The model answer states: ""Jahanara Abedine""

This claims that Jahanara Abedin was Joynul Abedin's wife.

**Step 2: Verification Against Context**

The context states: ""Joynul Abedin bektigoto jibone Jahanara Abedin-er sathe bibahbondhone aboddho chilen."" This translates to ""Joynul Abedin was unmarried in his personal life and lived with Jahanara Abedin in a marital relationship.""  This strongly implies that Jahanara Abedin was his wife or at least a partner in a marital relationship. The context supports the claim.

**Step 3: Final Verdict**

The model answer accurately reflects the information provided in the context. There's no hallucination.

no",no
bengali--1864783019190273172-0,"বিদ্যা সিনহা সাহা মীম (জন্ম: ১০ নভেম্বর, ১৯৯২) বাংলাদেশের একজন মডেল, অভিনেত্রী এবং লেখিকা।[1] লাক্স-চ্যানেল আই সুপারস্টার ২০০৭ প্রতিযোগিতায় তিনি প্রথম-স্থান লাভ করেন।[2] একই বছরে হুমায়ুন আহমেদ পরিচালিত আমার আছে জল চলচ্চিত্রের মাধ্যমে তার চলচিত্রে অভিষেক হয়। জোনাকির আলো চলচ্চিত্রে অভিনয় করে ৩৯তম জাতীয় চলচ্চিত্র পুরস্কারে মৌসুমীর সাথে যৌথভাবে শ্রেষ্ঠ অভিনেত্রীর পুরস্কার অর্জন করেন।[3]",বিদ্যা সিনহা সাহা মীম অভিনীত সর্বপ্রথম বাংলাদেশি চলচ্চিত্র কোনটি ?,আমার আছে জল,"Biddya Sinha Saha Mim (jonmo: 10 November, 1992) Bangladesh-er ekjon model, obhinetri ebong lekhika.[1] Lux-Channel i Superstar 2007 protijogitay tini prothom-sthan lav koren.[2] Eki bochore Humayun Ahmed porichalito Amar Ache Jol cholocchitrer maddhome tar cholocchitre obhishek hoy. Jonakir Alo cholocchitre obhinoy kore 39tom Jatio Cholocchitro Puraskare Moushumi-r sathe jouthovabe Shreshtho Obhinetri-r purashkar orjon koren.[3]",Bidya Sinha Saha Mim obhinito sorboprothom Bangladeshi cholochitro konti?,Amar ache jol,"Okay, let's analyze the model answer.

**Step 1: Factual Claims in the Model Answer**

The model answer states: ""Amar ache jol"" (which translates to ""Amar Ache Jol""). This claims that *Amar Ache Jol* was Bidya Sinha Saha Mim's first Bangladeshi film.

**Step 2: Verification Against the Context**

The context explicitly states: ""Eki bochore Humayun Ahmed porichalito Amar Ache Jol cholocchitrer maddhome tar cholocchitre obhishek hoy."" This translates to ""The following year, she made her film debut through the movie Amar Ache Jol directed by Humayun Ahmed.""  This directly supports the model answer's claim.

**Step 3: Final Verdict**

Since the context confirms that *Amar Ache Jol* was Bidya Sinha Saha Mim's first film, the model answer is not hallucinated. It is a correct extraction from the provided text.

no",no
bengali--224433906757631531-34,রবীন্দ্রনাথ ঠাকুর একাধারে ছিলেন নাট্যকার ও নাট্যাভিনেতা।[146] জোড়াসাঁকো ঠাকুরবাড়ির পারিবারিক নাট্যমঞ্চে মাত্র ষোলো বছর বয়সে অগ্রজ জ্যোতিরিন্দ্রনাথ ঠাকুর রচিত হঠাৎ নবাব নাটকে (মলিয়ের লা বুর্জোয়া জাঁতিরোম অবলম্বনে রচিত) [147] ও পরে জ্যোতিরিন্দ্রনাথেরই অলীকবাবু নাটকে নামভূমিকায় অভিনয় করেছিলেন রবীন্দ্রনাথ।[146] ১৮৮১ সালে তাঁর প্রথম গীতিনাট্য বাল্মীকি-প্রতিভা মঞ্চস্থ হয়।[146][148] এই নাটকে তিনি ঋষি বাল্মীকির ভূমিকায় অভিনয় করেছিলেন।[146][148] ১৮৮২ সালে রবীন্দ্রনাথ রামায়ণের উপাখ্যান অবলম্বনে কালমৃগয়া নামে আরও একটি গীতিনাট্য রচনা করেছিলেন।[146][148] এই নাটক মঞ্চায়নের সময় তিনি অন্ধমুনির ভূমিকায় অভিনয় করেছিলেন।[146][148],বিশ্ব কবি রবীন্দ্রনাথ ঠাকুরের প্রথম প্রকাশিত গীতিনাট্যের নাম কী ?,বাল্মীকি-প্রতিভা,Rabindranath Thakur ekadhare chilen natyokar o natyoabhineta.[146] Jorasanko Thakurbari-r paribarik natyomonche matro sholo bochor boyose agroj Jyotirindranath Thakur rochito Hothat Nawab natoke (Moliere La Bourgeois Gentilhomme obolombone rochito) [147] o pore Jyotirindranatheri Olikbabu natoke nam-bhumikay obhinoy korechilen Rabindranath.[146] 1881 sale tar prothom gitinatya Balmiki-Pratibha monchostho hoy.[146][148] Ei natoke tini Rishi Balmikir bhumikay obhinoy korechilen.[146][148] 1882 sale Rabindranath Ramayaner upakhyan obolombone Kalmrigaya name aro ekta gitinat,Bishwo kobi Rabindranath Thakur-er prothom prokashito gitinatyer nam ki?,Balmiki-Protibha,"Okay, let's analyze this.

**Step 1: Factual Claims in the Model Answer**

The model answer states: ""Balmiki-Protibha"". This is a single claim: Rabindranath Tagore's first published musical drama was ""Balmiki-Protibha.""

**Step 2: Verification against the Context**

The context explicitly states: ""1881 sale tar prothom gitinatya Balmiki-Pratibha monchostho hoy.[146][148]"" which translates to ""In 1881, his first musical drama Balmiki-Pratibha was staged."" This directly supports the model answer's claim.

**Step 3: Verdict**

Since the context directly confirms the model answer's statement, there is no hallucination.

no",no
bengali--3507388723554383156-22,কম্পিউটারের গঠন ও প্রচলন নীতির ভিত্তিতে একে তিন ভাগে ভাগ করা যায়।,গঠন ও প্রচলন নীতির ভিত্তি তে কম্পিউটারকে কয় ভাগে ভাগ করা হয় ?,তিন,Computer-er gothon o procholon nitir vitti te eke tin vag e vag kora jay.,gothon o procholon nitir vitti te computer-ke koy vag-e vag kora hoy?,tin,"Okay, let's analyze this.

**Step 1: Identify factual claims in the Model Answer.**

The model answer states: ""tin"". This translates to ""three"" in English. The claim is that a computer can be moved in three ways.

**Step 2: Check if the claim is supported by the Context.**

The context says: ""Computer-er gothon o procholon nitir vitti te eke tin vag e vag kora jay."" which translates to ""A computer can be moved or advanced in a certain way in the field of digital technology."" The key phrase here is ""eke tin vag,"" meaning ""one way.""  It explicitly states *one* way, not three.

**Step 3: Determine the Verdict.**

The model answer claims there are three ways to move a computer, while the provided context states there is only one. This is a clear contradiction. Therefore, the model answer hallucinates information not present in the context.

no",no
bengali--2599633033082164373-7,"বস্তুত, কাগজ শব্দটি আরবী মূলক। এছাড়া দোয়াত, কলমও এজাতীয় আরবি শব্দ। সুতরাং কাগজ শব্দটি আরবি হলেও প্রাচীন হিন্দুরাজ্য সময়ে ভারতে কাগজের ব্যবহার ছিল এমনটা মনে করা হয়।[4]",কাগজ শব্দটি কোন ধরণের বাংলা শব্দ ?,আরবী মূলক,"Bostut, kagoj shobdoti Arbi mulok. Echara doyat, kolom-o ejatiyo Arbi shobdo. Sutorang kagoj shobdoti Arbi holeo prachin Hindurajya shomoye Bharote kagojer byabohar chilo emonta mone kora hoy.[4]",kagoj shobdoti kon dhoroner Bangla shobdo?,Arbi mulok,"Okay, let's analyze this.

**Step 1: Factual Claims in the Model Answer**

The model answer states: ""Arbi mulok"" which translates to ""Arabic origin"". This is the sole factual claim.

**Step 2: Verification against the Context**

The context explicitly states: ""Bostut, kagoj shobdoti Arbi mulok."" which translates to ""Actually, the word 'kagoj' (paper) is of Arabic origin."" This directly supports the model's claim.

**Step 3: Verdict**

Since the model's answer is directly stated in the provided context, it is not a hallucination.

no",no
bengali--7737965918282520995-0,ঢাকা বিশ্ববিদ্যালয় বাংলাদেশের সবচেয়ে পুরানো বিশ্ববিদ্যালয়। এই বিশ্ববিদ্যালয় ১৯২১ সালে প্রতিষ্ঠিত হয়। বাংলাদেশের মোট উচ্চ শিক্ষিত জনগোষ্ঠির প্রায় ৭০%-ই এই বিশ্ববিদ্যালয়ের ছাত্র-ছাত্রী। প্রতিষ্ঠার পর থেকে এ যাবৎ ২৬ জন বিশিষ্ট শিক্ষাবিদ ঢাকা বিশ্ববিদ্যালয়ের উপাচার্যের দায়িত্ব পালন করেছেন। এই বিশ্ববিদ্যালয়ের বর্তমান উপাচার্য মো. আখতারুজ্জামান।,ঢাকা বিশ্ববিদ্যালয়ের বর্তমান উপাচার্য কে ?,মো. আখতারুজ্জামান,Dhaka Bishwabidyaloy Bangladesher shobcheye purano bishwabidyaloy. Ei bishwabidyaloy 1921 shale protishthito hoy. Bangladesher mot uccho shikkhito jonogoshthir pray 70%-i ei bishwabidyaloyer chatro-chatri. Protishthar por theke e jabat 26 jon bishishto shikkhabid Dhaka Bishwabidyaloyer upacharjer daitto palon korechen. Ei bishwabidyaloyer bortoman upacharjo Mo. Akhtaruzzaman.,Dhaka Bishwabidyaloyer bortoman upacharjo ke?,Mo. Akhtaruzzaman,"Okay, let's analyze this.

**Step 1: Factual Claims in the Model Answer**

The model answer states: ""Mo. Akhtaruzzaman"" is the current Vice-Chancellor (upacharjo) of Dhaka University.

**Step 2: Verification against the Context**

The context explicitly states: ""Ei bishwabidyaloyer bortoman upacharjo Mo. Akhtaruzzaman."" which translates to ""The current Vice-Chancellor of this university is Mo. Akhtaruzzaman.""

**Step 3: Verdict**

The model answer directly repeats information provided within the context. There is no hallucination involved. The answer is entirely supported by the given text.

no",no
bengali--7463593158392254721-1,১৮২৮ সালের জনশ্রুতি অনুযায়ী ১৮২৫ সালে রংপুর জিলা স্কুলের কার্যক্রম শুরু হয়। ১৮৩২ সালে অখণ্ড বাংলার তৎকালীন গভর্নর লর্ড উইলিয়াম বেন্টিঙ্ক  জমিদার স্কুল’ নামে এ বিদ্যালয়ের ভিত্তিপ্রস্তর স্থাপন করেন। শুরুতে এই স্কুলের কার্যক্রম পরিচালিত হয় খড়ের তৈরি একটি আটচালা ঘরে (বর্তমান মূল ভবনের উত্তর-পূর্বে পুরাতন ইঁদারার কাছাকাছি এটি ছিল)। এই স্কুল সমগ্র ভারতবর্ষের অন্যতম প্রাচীন স্কুল।,ভারতবর্ষের প্রথম সরকারি স্কুলের নাম কী ?,রংপুর জিলা স্কুলের,"1828 saler jonoshhruti onujayi 1825 sale Rongpur Zila School-er karyakrom shuru hoy. 1832 sale okhondo Banglar totkalin Governor Lord William Bentinck ""Jomidar School"" name e bidyaloyer bhittiprostor sthapon koren. Shurute ei school-er karyakrom porichalito hoy khorer toiri ekta atchala ghore (bortoman mul bhoboner uttar-purbe puraton indarar kachakachi eti chilo). Ei school shomogro Bharatborsher onnotomo prachin school.",Bharatborsher prothom sorkari schooler nam ki?,Rongpur jila schooler,"Okay, let's analyze this.

**Step 1: Factual Claims in the Model Answer**

The model answer states: ""Rongpur jila schooler"". This translates to ""Rongpur Zila School"". The claim is that Rongpur Zila School is something related to the first government school of Bharatbarsha (India).

**Step 2: Verification Against the Context**

The context states that Rongpur Zila School started in 1825 and that in 1832, Lord William Bentinck established it as a ""Jomidar School."" It also mentions that it is among the most renowned ancient schools of all of Bharatbarsha. While it doesn't explicitly state it's *the* first government school, it strongly implies a significant early status and importance within India.  The context does not definitively declare it as *the* first, but it presents it as a very old and important school.

**Step 3: Verdict**

The model answer isn't strictly hallucinated because the context supports the claim that Rongpur Zila School is a historically significant and early school in Bharatbarsha. However, it *overstates* the information by implying it is definitively ""the first"" when the text only says it is ""among the most renowned ancient schools."" A more accurate answer would have acknowledged its historical importance without claiming the absolute first position. Because of this overstatement, it leans towards hallucination.



no",no
bengali--1411962617204693630-13,"কয়েক প্রজাতির কোকিল মৌমাছিকে (Cuckoo bee) বাসা পরজীবী আখ্যা দেওয়া হলেও এরা আসলে ক্লিপ্টোপ্যারাসাইট, অর্থাৎ অন্যের বাসার খাবার পরোক্ষভাবে চুরি করে। এরা অন্য মৌমাছির বাসায় ডিম পেড়ে যায় আর এদের সন্তানরা পোষক মৌমাছির জমানো খাবার খায়; কিন্তু প্রত্যক্ষভাবে লালিত-পালিত হয় না। কয়েক প্রজাতির প্রজাপতির মধ্যেও বাসা পরজীবীতার প্রবণতা দেখা যায়। কোকিল মাছ (Synodontis multipunctata) নামের এক প্রজাতির মাছ বাসা পরজীবী।",একটি বাসা পরজীবী মাছের নাম কী ?,কোকিল মাছ,"Koyek projatir kokil moumachike (Cuckoo bee) basa porojibi akhya deya holeo era asole kleptoparasite, orthat onner basar khabar porokkhovabe churi kore. Era onno moumachir basay dim pere jay ar eder shontanra poshok moumachir jamano khabar khay; kintu protyokkhovabe lalit-palit hoy na. Koyek projatir projapotir moddheo basa porojibitar pronota dekha jay. Kokil machh (Synodontis multipunctata) namer ek projatir machh basa porojibi.",ekti basa porojibi macher nam ki?,kokil mach,"Okay, let's analyze this.

**Step 1: Factual Claims in the Model Answer**

The model answer states: ""kokil mach"" (cuckoo fish).

**Step 2: Verification against the Context**

The context explicitly mentions ""Kokil machh (Synodontis multipunctata)"" as an example of a basa porojibi (brood parasite). Therefore, the model answer's claim that ""kokil mach"" is a brood parasitic fish is directly supported by the provided text. The name ""kokil mach"" is also given in the context.

**Step 3: Verdict**

Since the model answer's statement is fully supported by the context, it is not a hallucination.

no",no
bengali--4241165809008521281-14,"১৯৯৫ সাল থেকে সিক্রেট ইন্টেলিজেন্স সার্ভিসের সদর দপ্তর লণ্ডনের টেম্‌স নদীর পাশে ৮৫ ভক্সহল ক্রসে অবস্থিত। ১৯৬৬-১৯৯৫ সাল পর্যন্ত পূর্ববর্তী সদর দপ্তর সেঞ্চুরি হাউস, ১০০ ওয়েস্টমিনিস্টার ব্রিজ রোড, ল্যাম্বেথে ছিল। তারপূর্বে এ ভবনের অবস্থান ছিল ১৯২৪-১৯৬৬ সাল পর্যন্ত লণ্ডনের ভিক্টোরিয়া স্ট্রীটে। যদিও সিক্রেট ইন্টেলিজেন্স সার্ভিস ব্রডওয়ে থেকে পরিচালিত হয়েছিল, প্রকৃতপক্ষে এটি পরিচালিত হতো সেন্ট জেমস স্ট্রিট থেকে।",সিক্রেট ইন্টেলিজেন্স সার্ভিস বা এমআই৬ সিক্রেট সংস্থাটির সদর দপ্তরটি কোথায় ?,লণ্ডনের টেম্‌স নদীর পাশে ৮৫ ভক্সহল ক্রসে,"1995 sal theke Secret Intelligence Service-er sodor doptor London-er Thames nodir pashe 85 Vauxhall Cross-e obosthito. 1966-1995 sal porjonto purboborti sodor doptor Century House, 100 Westminster Bridge Road, Lambeth-e chilo. Tar age e voboner obosthan chilo 1924-1966 sal porjonto London-er Victoria Street-e. Jodio Secret Intelligence Service Broadway theke porichalito hoyechilo, prokrito pokkhe eta porichalito hoto St James's Street theke.",Secret Intelligence Service ba MI6 secret songsthatir sodor doptorti kothay?,Londoner Thames nodir pashe 85 Vauxhall Cross e,"Okay, let's analyze this.

**Step 1: Factual Claims in the Model Answer**

The model answer states: ""Secret Intelligence Service ba MI6 secret songsthatir sodor doptorti kothay? Londoner Thames nodir pashe 85 Vauxhall Cross e."" which translates to ""Where is the Secret Intelligence Service or MI6's secret headquarters? At 85 Vauxhall Cross, near the Thames River in London.""

This contains two key claims:
1. The Secret Intelligence Service/MI6's headquarters is located at 85 Vauxhall Cross.
2. 85 Vauxhall Cross is near the Thames River.

**Step 2: Verification Against the Context**

*   **Claim 1: Headquarters location:** The context explicitly states: ""1995 sal theke Secret Intelligence Service-er sodor doptor London-er Thames nodir pashe 85 Vauxhall Cross-e obosthito."" This translates to ""From 1995, the Secret Intelligence Service's headquarters has been located at 85 Vauxhall Cross, near the Thames River in London."" Thus, the location is directly supported.
*   **Claim 2: Proximity to Thames:** The context also confirms this by stating ""...London-er Thames nodir pashe 85 Vauxhall Cross-e..."" meaning ""...at 85 Vauxhall Cross, near the Thames River in London.""

**Step 3: Verdict**

Both claims made in the model answer are directly supported by the provided context. Therefore, there is no hallucination.

no",no
bengali-2387917170039930087-41,হাছন রাজা ৭ই ডিসেম্বর ১৯২২ সালে মৃত্যুবরণ করেন।[পাদটীকা 1]Banglapedia (First edition) says he died on 7 December.[9]The Daily Star says he died on 8 December.[10]</ref>,বাংলাদেশের মরমী কবি এবং বাউল শিল্পী অহিদুর রেজা বা দেওয়ান হাসন রাজা চৌধুরীর মৃত্যু কবে হয় ?,৭ই ডিসেম্বর ১৯২২ সালে,Hason Raja 7i December 1922 sale mrittyuboron koren.[padotika 1] Banglapedia (First edition) says he died on 7 December.[9] The Daily Star says he died on 8 December.[10]</ref>,Bangladesher mormi kobi ebong baul shilpi Ohidur Reza ba Dewan Hasn Raja Chowdhurir mrittu kobe hoy?,7i December 1922 sale,"Okay, let's break this down.

**Step 1: Factual Claims in the Model Answer**

The model answer states: ""7i December 1922 sale"" which translates to ""7th December 1922"". This claims that Dewan Hasn Raja Chowdhury died on December 7, 1922.

**Step 2: Verification against the Context**

The context provides three pieces of information regarding Dewan Hasn Raja Chowdhury’s death:

*   Banglapedia (First edition) states he died on December 7.
*   The Daily Star states he died on December 8.
*   The initial sentence states he died on December 7.

Therefore, the model's claim of December 7, 1922 aligns with at least one source cited in the context.

**Step 3: Final Verdict**

While there's conflicting information about the exact date (December 7 vs. December 8), the model's response *does* find support within the provided context. It doesn't fabricate any information; it simply chooses one of the dates mentioned. Therefore, it is not hallucinated.

no",no
