id,source_id,pattern,codemix_context,codemix_question,codemix_answer,hallucinated_answer,raw_response,is_hallucinated
bengali-6681403982104856121-1::comprehension,bengali-6681403982104856121-1,comprehension,"Motiur Rahman 1941 saler 29 October Puran Dhakar 109, Aga Sadek Roder ""Mobarak Lodge""-e jonmogrohon koren. Tar poitrik nibash Narsingdi jeler Raipura thanar Ramnagar grame. Ja ekhon Motinagar name porichito. 9 bhai o 2 boner moddhe tini chilen 6th. Tar baba Moulovi Abdus Samad, ma Syeda Mobarakunnesa Khatun. Dhaka Collegiate School theke shostho shreni pass korar por Sargoday Pakistan Biman Bahini Public School-e vorti hon. Distinction-soho metric porikkhay safollor sathe prothom bibhage uttirno hon.",Birshreshtho Flight Lieutenant Matiur Rahman er babar nam ki?,Moulovi Abdus Samad,Birshreshtho Flight Lieutenant Matiur Rahman er babar nam chhilo Syed Ahmed Rahman.,"**Analysis:**

Step 1: The Model Answer claims that Birshreshtho Flight Lieutenant Matiur Rahman's father's name was Syed Ahmed Rahman.

Step 2:
- The context mentions Moulovi Abdus Samad as Motiur Rahman's (Matiur Rahman) father.
- There is no mention of any other name for his father in the given context.

Step 3: Since there is no evidence to support the claim made by the Model Answer, and the context explicitly states a different name for Matiur Rahman's father, the answer is hallucinated.

**Final Verdict:** No",no
bengali--1831213595878006436-0::factualness,bengali--1831213595878006436-0,factualness,E-ink ba electrophoretic ink ek dhoroner electronic kagoj ba porda ja E Ink Corporation namok ekta protisthan kortik shilpojatokrito. MIT Media Lab shorboprothom E-ink projukti niye gobeshona shuru kore. Porobortite 1997 sale MIT-er E-ink gobeshona prokolper upor vitti kore E Ink Corporation protishthito hoy. 1996 saler ek patent onujayi Joseph Jacobson ebong Barrett Comiskey-ke E-ink projuktir udbhabok hisebe shwikrity deya hoyeche.[1],E Ink Corporation-er protisthata ke?,Joseph Jacobson ebong Barrett Comiskey,Russ Wilcox ebong JD Albert,"**Analysis:**

The context provided discusses the creation and evolution of E Ink Corporation. It mentions that MIT Media Lab started working on E Ink projects first, and in 1997, E Ink Corporation was established based on this work at MIT.

However, the model answer claims that Russ Wilcox and JD Albert are associated with E Ink Corporation's establishment or location. There is no mention of these individuals in the provided context.

**Verdict:** The model answer does not align with the given context as it introduces unsupported factual claims about specific individuals associated with E Ink Corporation. Therefore, the answer is **hallucinated**.

Final line: yes",yes
bengali-3388903986057254256-1::specificity,bengali-3388903986057254256-1,specificity,Alchi Bouddhobiharer protishthata hisebe Rin-chen-bzang-po (jibonkalo: 958-1055) namok bikhyato Tibboti Bouddho ponditer ullekh kora hoy. Kintu Roger Goepper ei biharer shobcheye puraton bhobongulir modhye onnotomo Gsum-brtsegs mondirti troyodosh shotabdir prothom choturthangshe nirmito hoyechhilo bole hiseb korechen. Ei mondirer tritiyo tolar probeshdwarer deowale 'Bri-kung-bka'-brgyud dhormosomprodayer jogider chitrey ei dhormosomprodayer protishthata 'Jig-rten-mgon-po-rin-chen-dpaler (jibonkalo: 1143-1217) chitra,Alchi Bouddhobiharer protishthata ke?,Rin-chen-bjang-po,Alchi Bouddhobiharer protishthata shombhoboto Jig-rten-mgon-po-rin-chen-dpal.,"**Analysis:**

1. **Claim:** The model answer states that Alchi Bouddhobiharer protishthata (Alchi Monastery's founder) is Jig-rten-mgon-po-rin-chen-dpal.
2. **Support in Context:**
   - The context mentions Rin-chen-bzang-po as the founder of Alchi Monastery, not Jig-rten-mgon-po-rin-chen-dpal.
   - There's no mention of Jig-rten-mgon-po-rin-chen-dpal being associated with Alchi Monastery in any way.

**Verdict:** The model answer is hallucinated as it incorrectly identifies the founder of Alchi Monastery. **No.**",no
bengali-9180741355773022793-4::specificity,bengali-9180741355773022793-4,specificity,"Android Incorporated protistha hoyechilo 2003 saler October-e Palo Alto, California-y, protisthata Andy Rubin (Danger-er sho-protisthata)[22], Rich Miner (Wildfire Communications, Incorporated-er sho protisthata)[23], Nick Sears (T-Mobile-er sabek Vice President)[24], Nick Sears (T-Mobile-er prakton Vice President) ebong Chris White (WebTV-r design ebong interface prodhan)[25]. Jehetu tara bibhinno protisthane niyojito chilen tai Android-er karyokrom cholto onekta gopone. Protisthan theke eta bola hoto je tara shudhu mobile-er ekta software-er upor kaj korchen. Company-r prathomik uddeshyo chilo digital camera-r jonno ekta unnoto maner operating system toiri kora. Jodio pore tara bujhte paren device-tir bajar toto b",iOS mobile operating system ta kobe chalu hoy?,2003 shale,iOS mobile operating system ta prothom dike 2003 shaler October-e Palo Alto-te chalu hoy bole dhora hoy.,"**Analysis:**

Step 1:
- Claim: iOS mobile operating system started in 2003.
- Implied Claim: The starting point of iOS is mentioned along with Android's start date and location.

Step 2:
- Context mentions the formation of Android Inc. in 2003, but it does not mention anything about iOS starting at that time or place.
- The context only discusses Android's creation and its initial purpose for a digital camera operating system.

Step 3:
Since there is no support in the given context for the claim that iOS started in 2003, the model answer is hallucinating facts not present in the provided context.

**Final Verdict:** No",no
bengali-8394231526456964839-1::specificity,bengali-8394231526456964839-1,specificity,Mohiuddin Jahangir 1949 saler 7 March Barishal jeler Babuganj upojelar Rahimganj grame jonmogrohon koren. Tar pita Abdul Motaleb Hawlader chilen krishok ebong ma Safia Begum chilen grihini. Mohiuddinra tin bon tin bhai.[2] Dada Abdur Rahim Hawlader chilen protapshali bekti. Pitar arthik dainyotar karone matro sare tin bochor boyose mamar bari Muladi upojelar Patarchar grame jan Jahangir. Patarchar Sarkari Prathomik Bidyaloye 1953 sale tar shikkhajiboner suchona hoy. Muladi Mahmud Jan Pilot Uchcho Bidyaloy theke 1964 sale biggan bibhage matriculation pass koren. 1966 te tini Barishal B.M (Brojomohon) College,Bangladesher shohid muktijoddha Mohiuddin Jahangirer babar nam ki?,Abdul Motaleb Hawlader,Mohiuddin Jahangirer babar nam shombhoboto Abdur Rahim Hawlader chhilo.,"**Analysis:**

Step 1:
The Model Answer claims that Mohiuddin Jahangir's father's name was Abdur Rahim Hawlader.

Step 2:
In the provided context, it is stated that ""Dada Abdur Rahim Hawlader chilen protapshali bekti"" which translates to ""Abdur Rahim Hawlader was his elder brother"". This does not directly confirm that Abdur Rahim Hawlader was Mohiuddin Jahangir's father. However, since the context mentions earlier that Mohiuddin's father Abdul Motaleb Hawlader was a farmer and his mother Safia Begum was a housewife, it is reasonable to assume that Abdur Rahim Hawlader could be an elder brother or another relative of Mohiuddin Jahangir.

Step 3:
Since the context does not explicitly confirm that Abdur Rahim Hawlader was Mohiuddin Jahangir's father, but rather suggests a familial relation, the Model Answer is **not fully supported by the context**.

Final verdict: **no**",no
bengali-2005469134674641797-1::specificity,bengali-2005469134674641797-1,specificity,Rangamati jelar mot ayoton 6116.13 borgo kilometer. [1] Eti Bangladesher brihottom jela.,Parbotto jela Rangamati shohore mot ayoton koto?,6116.13 borgo kilometer,Rangamati shohorer ayoton prai 6 hajar borgo kilometer.,"**Reasoning:**

The context states that Rangamati is a district in Bangladesh with an area of 6116.13 square kilometers. It also mentions that this is the largest district in Bangladesh.

The model answer claims:
- ""Rangamati shohorer ayoton prai 6 hajar borgo kilometer"" translates to ""Rangamati district's area is approximately 6000 square kilometers"".

**Analysis:**
1. The context provides the exact figure of Rangamati's area as 6116.13 square kilometers.
2. The model answer approximates this figure as 6000 square kilometers.

Since the model answer does not accurately reflect the factual information provided in the context, it is considered a hallucination.

**Final Verdict:** yes",yes
bengali-2658236964036018978-3::comprehension,bengali-2658236964036018978-3,comprehension,"Drishshoman alo bornali bad dile toritchoumbok bornali prothom abishkar koren William Herschel. Tini 1800 sale obolohit bikiron (infrared) abishkar koren [4]. Prism dara bichchurito alok bornalir bibhinno borner tapmatra tini thermometer diye porjobekkhon korchilen. Shei shomoy tini lokkho koren, bornalite tapmatra shorbadhik hoy drishshoman lal born otikrom kore. Tini ei shiddhante uponito hon je, tapmatra poribortoner karon holo ""calorific ray"" ba ""tap utpadonkari torongo"" - ja alor nay ekprokar torongo, kintu dekha jay na.",Toritchoumbok bornali prothom abishkar korechilen ke?,William Herschel,James Clerk Maxwell,"**Analysis:**

The context discusses William Herschel's discovery of infrared radiation in 1800. It mentions that he was the first to observe this phenomenon using a prism and a thermometer. However, it does not mention James Clerk Maxwell at all.

**Step-by-step breakdown:**
- Claim: James Clerk Maxwell discovered infrared radiation.
- Support from context: None (James Clerk Maxwell is not mentioned in the given context).

**Verdict:** The model answer is hallucinated relative to the code-mixed (Bangla-English) context and question, as it attributes a discovery to James Clerk Maxwell that was actually made by William Herschel.

Final answer: **No**.",no
bengali--8638982311668751103-0::inference,bengali--8638982311668751103-0,inference,"Tribhuvan antorjatik bimanbondor (Nepali: Tribhuvan Antarrashtriya Vimanasthala, IATA: KTM, ICAO: VNKT) Nepal-er Kathmandu-te obosthito antorjatik bimanbondor. Eti shohorer kendrosthol theke choy kilometer dure Kathmandu upottyakay obosthito. Eti Nepal-er ekmatro antorjatik bimanbondor ebong 1949 sal theke ekta biman ghati hisebe kaj koreche. Eti Raja Mahendra 1955 sale uddhodhon koren ebong 1964 sale bortoman name porichito hoy. Shurute eti ghaser runway chilo, 1957 sale concrete-er astaron sthapon kora hoy ebong besh koyekbar somprosaron kora hoy. Tribhuvane prothom jet biman name 1967 sale ebong",Tribhuvan antorjatik bimanbondortir udbodhon ke koren?,Raja Mahendra,Tribhuvan antorjatik bimanbondor-ta mone hoy 1964 sale Raja Birendra udbodhon koren.,"**Analysis:**

1. **Claim:** Tribhuvan International Airport was inaugurated in 1964.
   - **Support from Context:** The context mentions that the airport was renamed ""Tribhuvan"" in 1964, but it doesn't explicitly state that this is when it was inaugurated.

2. **Claim:** King Birendra inaugurated Tribhuvan International Airport.
   - **Support from Context:** There's no mention of King Birendra inaugurating the airport in the provided context.

**Verdict:**
The model answer contains factual claims not supported by the given context. Therefore, it is a hallucination relative to the provided context and question.

Final answer: **No**.",no
bengali-1723011166667196429-2::specificity,bengali-1723011166667196429-2,specificity,Halaku Khan chilen Chengeis Khaner onnotomo putro Toluiyer shontan. Tar ma Sorgaghtani Beki chilen ekjon probhabshali Kerait shahjadi. Sorgaghtani chilen ekjon Nestorian Khrishtan. Halaku Khaner stri Dokuz Khatun ebong tar ghonishto bondhu o senapati Kitbukao Khrishtan chilen. Mrityur agomuhurte Halaku Khan Bouddhodhormo grohon korechilen bole jana jay.[1][2] Koyekti Bouddho mondir nirmon theke Bouddhodhorme tar agroher proman pawa jay.[3],Halaku Khaner strir nam ki chilo?,Dokuj Khatun,Halaku Khaner stri shombhoboto Sorgaghtani Beki chilen.,"**Analysis:**

The model answer states that Halaku Khan's wife was named Sorgaghtani Beki. Let's check this claim against the provided context:

1. The context mentions ""Sorgaghtani Beki"" as a daughter of Chengeis Khan, not as Halaku Khan's wife.
2. There is no mention in the context that Halaku Khan had a wife named Sorgaghtani Beki.

**Verdict:** No factual claim made by the model answer is supported by the given context.

**Final Answer:** No",no
bengali-1411582546196272359-27::comprehension,bengali-1411582546196272359-27,comprehension,Turshker jonoshonkha pray sat koti 15 lakh.[68] Deshtir jonmohar gore 1 doshomik 31.[69] Proti borgokilomitare er jonoshonkha 92 jon. Er moddhe shohore boshobash kore 70 doshomik 5 jon. 15 theke 64 bochor boyoshi lok royeche 66 doshomik 5 shotangsho. Shunno theke 14 bochore boyoshi loker shonkha 26 doshomik 4 shotangsho. 65 bochorer beshi boyoshi loker shonkha 7 doshomik 1 shotangsho.[70] CIA Factbook onujayi Turki purusher gor ayu 70 doshomik 67 bochor o mohilader gor ayu 75 doshomik 73 bochor. Mot jonoshonkhar gor ayu,Turshker bortoman (2019) jonoshonkha koto?,Pray sat koti 15 lakh,Turshker bortoman (2019) jonoshonkha pray noy koti.,"**Analysis:**

The context provided discusses various aspects of Turkey's population growth and demographics but does not explicitly mention anything about ""Turshker bortoman (2019) jonoshonkha"" (Turkey's population in 2019).

- The context mentions the population in 1968, 1969, and various other years up to 2015 but not specifically for 2019.
- There is no mention of ""bortoman"" (population) in relation to the year 2019.

**Verdict:** The model answer is hallucinated as it makes a claim about Turkey's population in 2019 without any supporting evidence in the given context. Therefore, the final word is: **no**.",no
bengali-8899130051977933608-1::comprehension,bengali-8899130051977933608-1,comprehension,1962 khristabder 25she August totkalin Purbo Pakistan prodesher Mymensingh shohore Taslima Nasriner jonmo hoy. Dui bhai dui boner moddhe tini tritiyo. Tar mata Eidul Wara grihini ebong pita Rajab Ali peshay chikitsok chilen. 1976 khristabde tini Mymensingh Residential School theke madhyamik school certificate (SSC) pass koren. 1978 khristabde tini Ananda Mohan College theke uccho madhyamik certificate (HSC) pass koren. Erpor tini Mymensingh Medical College e vorti hon ebong sekhan theke 1984 khristabde MBBS pass koren.[5] 1986 khristabdo theke 1989 khristabde tini sarkari grameen hospital e ebong,Taslima Nasriner babar nam ki?,Rojob Ali,Taslima Nasriner babar nam chhilo Eidul Wara.,"**Analysis:**

Step 1: The model answer claims that Taslima Nasrin's father's name was Eidul Wara.

Step 2:
- The context mentions ""Rajab Ali"" as Taslima Nasrin's father, not ""Eidul Wara"".
- There is no mention of any other name for Taslima Nasrin's father in the provided context.

Step 3: Since there is no supporting evidence in the given context for the claim made by the model answer, we conclude that it is a hallucination.

**Final Verdict:** No",no
bengali--6029141022173703914-7::specificity,bengali--6029141022173703914-7,specificity,"1944 sale Mohammad Rafi Bombete (bortoman Mumbai) chole asen. Tar shyalok sekhane take Bhendi Bazarer moto byastotomo elakay dosh foot by dosh foot kokkhe thakar byabostha koren. Sekhane Tanvir Naqvi namiyo ekjon kobi - Abdur Rashid Kardar, Mehboob Khan ebong obhineta-porichalok Nazir-er moto cholocchitro porichaloker sathe Rafike porichoy kore den.[7] Shyam Sundar tokhon Mumbaiye obosthan korchilen. Tini Rafike abar-o GM Durrani'r sathe doito sangeete ongshogrohon-er jonno amontron janan. Shyam Sundarer Gaon Ki Gori cholocchitrer Aji Dil Ho Kabu Me To Dildar Ki Aisi Taisi ganer madd",Mohammad Rafi prothom kon Hindi cholochitre gaan geyechhilen?,gao ki gori,Mohammad Rafi prothom Hindi cholochitre gaan geyechhilen **Pehle Aap**-e bole dhora hoy.,"**Step 1:** The model answer claims that Mohammad Rafi's first Hindi film song was ""Pehle Aap"".

**Step 2:**
- The context mentions several films and songs but does not explicitly state which was Rafi's first Hindi film song.
- It does mention that Rafi started his career in 1944 with a Marathi film, ""Bhaktipatra"".
- There is no mention of any Hindi film or song titled ""Pehle Aap"".

**Step 3:** Since the context does not support the claim made by the model answer, the final verdict is:

**No.**",no
