id,question,deepseek_answer,gemma_answer,qwen_answer,correct_answer,deepseek_score,gemma_score,qwen_score
bengali-6996292594415020943-0,অতিনবতারা কে প্রথম পর্যবেক্ষণ করেন ?,সুরেক্ষণ করেন,এডওয়ার্ড বারনার।,ঈড়িঔঈ,প্রাচীন মানুষ,0,0,0
bengali--1481480476131295610-0,ব্লেড কোন ধাতু দ্বারা তৈরি হয় ?,ব্লেড কোন ধাতু দ্বারা,"স্টীল, কার্বন।",صندলিয়া,ইস্পাত,0,1,0
bengali--5660498581086962342-20,সুই সাম্রাজ্যের দ্বিতীয় সম্রাটের নাম কী ?,জায়পূরশ সাহি,নবোনাইজ।,ক্লাউডسقو,ইয়াং গুয়াং,0,0,0
bengali--7717415667459232094-0,গুপ্ত সাম্রাজ্যের প্রতিষ্ঠা কবে হয় ?,৩২০ খ্রিষ্টপূর্ববর্ষ,৩২০ খ্রিষ্টাব্দে।,৩২০ খ্রিস্টপূর্বARDS,খ্রিষ্টীয় ৩২০,0,1,0
bengali--5286022616028211931-2,শক্তি চট্টোপাধ্যায়ের লেখা প্রথম উপন্যাসের নাম কী ?,শিবদাসবাবু,"""অগ্নিদান""",অাঁতকবাড়ি,কুয়োতলা,0,0,0
bengali-4279128716668854801-0,বিশ্বের প্রথম চলচ্চিত্রটি কোন দেশে নির্মিত হয় ?,্রান্স,ফ্রান্স ।,ফ্রান্স,প্যারিস,0,1,1
bengali-6908284789879599132-3,এ বি এম মূসা কোন দেশের নাগরিক ছিলেন ?,বাংলা,বাংলাদেশী।,বাংলাদেশ,পারস্যে,0,0,0
bengali-2870309728449533083-1,বাঙালি রাজনীতবিদ শামসুল হক কবে জন্মগ্রহণ করেন ?,১৯৪১ সালের ২৩শে মarch,১৯৩৬ সালে।,১৯৪৩,"১ ফেব্রুয়ারি, ১৯১৮",0,0,0
bengali-4207574704494085470-1,মেসোপটেমিয়া সভ্যতাটি কোন নদীর তীরে গড়ে উঠেছিল ?,তিগ্রিস এবং ইউফ্রাটেস নদী,"তিগ্রিস, ইউফ্রেটেস","ঈউফ্রাট, শিংمديرية",টাইগ্রিস ও ইউফ্রেটিস,1,1,0
bengali--5826466303635478956-1,সাইমন ড্রিং কোন দেশের নাগরিক ছিলেন ?,ব্রিটিশ,ইংল্যান্ডের।,ঔষট্টনিয়া,ইংল্যান্ডের,1,1,0
bengali-5106409585032054286-5,শ্যামবাজারে মেট্রো রেলের চলাচল প্রথম কোন সালে চালু হয় ?,২০২০,২০১৯ সাল।,২০১৯,১৯৯৫,0,0,0
bengali--6178584479656682770-0,নরেন্দ্র দামোদরদাস মোদী গুজরাটের কততম মুখ্যমন্ত্রী হিসেবে নির্বাচিত হয়েছিলেন ?,নয়টি,পঞ্চম ।,চতুর্থ,চতুর্দশ,0,0,0
bengali-2166646356804427767-12,ব্রিটিশ লেখিকা জে. কে. রাউলিং রচিত হ্যারি পটার উপন্যাস সিরিজের চতুর্থ খন্ডটির নাম কী ?,হ্যারি পটার অন্ড গভীরতের,হ্যারি পটার এবং অ্যায্কারের কক্ষ।,হ্যারি পটার,হ্যারি পটার এন্ড দি গবলেট অফ ফায়ার,0,0,0
bengali--6956358332439376619-0,মুকেশ আম্বানি কবে জন্মগ্রহণ করেন ?,১৯৬০,১৯৫৭ সালে।,১৯৫৭,১৯ এপ্রিল ১৯৫৭,0,1,1
bengali-5965996470590864793-0,বাংলা ভাষায় ‘জমিদার’ শব্দের উৎপত্তি কবে হয় ?,১৫শ শতাব্দে,"অনুমান, ১৬শ শতক।",১৮世紀中期,ফার্সি যামিন (জমি) ও দাস্তান (ধারণ বা মালিকানা)-এর বাংলা অপভ্রংশের সঙ্গে ‘দার’ সংযোগে,0,0,0
bengali-5304524888544991028-0,"শরৎচন্দ্র চট্টোপাধ্যায়ের রচিত ""দেবদাস"" উপন্যাসটি কবে প্রথম প্রকাশিত হয় ?",১৯৩৫,১৮৬৫ সালে।,১৯১৭,১৯১৭,0,0,1
bengali-562100582423985939-0,মহাভারতে কুরুক্ষেত্রের যুদ্ধ কতদিন ধরে চলেছিল ?,১৮ দিন,১৮ দিন।,вос один-два,১৮,1,1,0
bengali--8324085521120180912-2,চর্যাপদের পুঁথি কে আবিষ্কার করেছিলেন ?,হরাপ্রসাদ শাস্ত্রী,হেমচন্দ্র বঙ্কিম।,ঈশ্বরচন্দ্র গুপ্ত,হরপ্রসাদ শাস্ত্রী,1,0,0
bengali-1734415256912220531-3,ডিজিটাল মুদ্রার ধারণা প্রথম কে প্রদান করেন ?,সাটোশি নাকামো,ডেভিড চাম্বার্স,নাসিৎ শাহ,ডেভিড চৌম,0,0,0
bengali--6012384792249541746-1,ব্রিটিশ লেখিকা জে. কে. রাউলিং রচিত হ্যারি পটার সিরিজের প্রথম সিরিজটির নাম কী ?,হ্যারি পটার এবং ফিলোসফার্স,হ্যারি পটার এবং চতুর্থ মধ্যস্থ।,হ্যারি পটার,হ্যারি পটার অ্যান্ড দ্য ফিলোসফার্স স্টোন,1,0,0
bengali-5058024832991772624-18,বর্তমানে সংযুক্ত আরব আমিরাতের মোট জনসংখ্যা কত ?,১০ মিলিয়ন,প্রায় ১ কোটি।,দুই মিলিয়নের,৮২ লক্ষ প্রায়,0,1,0
bengali-1173094317674341116-1,বাংলা তথা ভারতীয় নাট্যজগতের এক কিংবদন্তি ব্যক্তিত্ব শম্ভু মিত্রের বাবার নাম কী ?,ক্ষেত্রমোহন গোস্঵ামী,সুরেন্দ্রনাথ মিত্র,ঈশানুথ চট্টোপাধ্যায়,শরৎকুমার বসু,0,0,0
bengali--6873862637632319701-1,প্রথম ওসমানীয় সুলতানের নাম কী ?,ওসমান,ওসমান গাজি,ওসমান一世奥斯曼帝国的第一位苏丹的名字是什么？根据历史，答案是： オスマン,প্রথম উসমান,1,0,0
bengali-4297031068955798083-1,বর্তমানে ভারতে মোট কত কিলোমিটার রেলপথ বিস্তৃত আছে ?,৬৫ হাজার,"প্রায় ৭০,০০০ কি.মি.",১৪৫০০০,"৬৩,৩২৭ কিলোমিটারেরও বেশি",0,0,0
bengali--187745483722600145-6,উইলিয়াম আব্রাহাম সাইমন ঔডারল্যান্ড কত সালে বীরপ্রতীক পুরস্কার লাভ করেন ?,১৯৪৫,১৯৪৫ সালে।,১৯৫৩,১৯৯৮ সালের ৭ মার্চ,0,0,0
bengali--2420053355372755824-2,মাদার টেরিজা কত সালে নোবেল শান্তি পুরস্কার পান ?,১৯৭৯,১৯৭৯ সালে।,১৯৭৯,১৯৭৯,1,1,1
bengali--1573055108620486797-1,উসমানীয় সাম্রাজ্য ঐতিহাসিক ভাবে কি নামে পরিচিত ?,উমায়্াদ খলিফাৎ,তুর্কি সাম্রাজ্য,OTTOMAN,তুর্কি সাম্রাজ্য বা তুরস্ক,0,1,1
bengali-8349957849296731296-4,হিন্দু ধর্মের পবিত্র ধর্মগ্রন্থের নাম কী ?,ভাগবত,"বেদ, উপনিষদ।",ভগবদগীতা,বেদ,0,1,0
bengali-1573705475071746423-3,মোস্তাফা জব্বার কোন রাজনৈতিক দলের সদস্য ছিলেন ?,নাষ্ট্রীয় আওয়ামী পার্টি,বাংলাদেশ আওয়ামী লীগ।,বাংলাদেশ নৌবাহিনী,বাংলাদেশ ছাত্রলীগে,0,0,0
bengali--770314289025499018-3,গ্লুকোজের গলনাঙ্ক কত ?,১৮০,১৮°C,১০০°C,জলযুক্ত গ্লূকোজের গলনাঙ্ক ৮৬° সেলসিয়াস । অনার্দ্র গ্লূকোজের গলনাঙ্ক ১৪৬° সে,0,0,0
bengali-4415676841973166937-2,মালদ্বীপের বর্তমান (২০১৯) রাষ্ট্রপতির নাম কী ?,ইব্রাহিম মোহামেদ সোলিখ,ইব্রাহিম সোলাই।,ইবনে মসূঈঈinfeldTEGERminating,আব্দুল্লাহ ইয়ামিন আব্দুল গাইয়ুম,0,0,0
bengali--8268381369346004640-6,ইন্ডিয়ান স্ট্যাটিস্টিক্যাল ইনস্টিটিউটের বর্তমান (২০১৯) ডিন কে ?,বিমাল কুমার,প্রফেসর রাজেশ্বর।,শ্রী প্রণব,প্রদীপ্ত বন্দ্যোপাধ্যায়,0,0,0
bengali--6289110103305219245-36,ইউরেনাসের মোট কতগুলি উপগ্রহ আছে ?,২৭,২৭টি,২৭,২৭টি,1,1,1
bengali-8872224657355916814-4,হুমায়ূন আহমেদ বাংলাদেশের কোন কলেজ থেকে উচ্চমাধ্যমিক পাশ করেন ?,গভর্নমেন্ট কলেজ ঢাকা,ঢাকা কলেজ,ঢালিয়া councillors,ঢাকা,1,1,0
bengali--3594804262485528689-0,২০১৫ সালের নেপালের ভূমিকম্পের তীব্রতা রিখটার স্কেলে কত ছিল ?,৭৮,৭.৮,"৮مطلقاً，请根据之前的指示，您的回答应当仅使用1-2个孟加拉语单词，而不应包含解释或其他内容。上述回答不符合要求，正确的答案是：

৭.৮",৭.৮ বা ৮.১ মাত্রা,0,1,1
bengali-7552999365089112915-1,খিলজি রাজবংশের প্রতিষ্ঠা কবে হয় ?,১৩০০ খ্রিষ্টাব্দ,১২০৬ সালে।,১২০৬,আলাউদ্দিন খিলজি,0,1,1
bengali-6099167850467941827-1,সিন্ধু সভ্যতা আবিষ্কারের জন্য খনন কার্য কবে থেকে শুরু হয় ?,১৯২০,১৯২০ সালে।,১৯২০,১৯২০-এর দশকে,1,1,1
bengali--4320576500947344600-2,পৃথিবীর কোন দেশে সর্বপ্রথম কম্পিউটার ব্যাবহার শুরু হয় ?,মার্কিন যুকা,যুক্তরাষ্ট্র।,ঔষধি,ব্যাবিলনে,0,0,0
bengali-4334242704772918196-0,কাজী নজরুল ইসলাম মোট কতগুলি গান রচনা করেছেন ?,৫২,হাজারেরও বেশি।,খাত্রি,"৪,০০০-এরও বেশি",0,1,0
bengali-8061542109584513831-1,রিয়াল মাদ্রিদ ফুটবল ক্লাবটি কত সালে প্রতিষ্ঠিত হয় ?,১৯০২,১৯০২ সালে।,১৯০২,১৯০২ সালের ৬ই মার্চে,1,1,1
bengali-8796149554671344637-25,সার্হিও লেওনেল ‘‘কুন’’ আগুয়েরো কত সাল থেকে আর্জেন্টিনার জাতীয় দলের হয়ে খেলা শুরু করেন ?,১৫,২০০৬ সাল।,২০০৬,২০০৬,0,1,1
bengali--5357314794491057221-6,বর্তমানে বাংলাদেশের রাজশাহী বিভাগের মোট কয়টি পৌরসভা রয়েছে ?,৩০,১৬টি,১৫,৬২,0,0,0
bengali-2660961368441478017-15,জৈন ধর্মে মোট কতজন তীর্থঙ্করের কথা বলা হয়েছে ?,২৪,২৪ তীর্থঙ্কর।,二十四,চব্বিশ জন,1,1,1
bengali--625478365779459136-0,বাংলাদেশের অষ্টম রাষ্ট্রপতি জিয়াউর রহমান কবে জন্মগ্রহণ করেন ?,জিয়াউর রহমানের জন্ম হয়েছিলো,১৯৩৬ সালে।,১৯২৭,"জানুয়ারি ১৯, ১৯৩৬",0,1,0
bengali--6193059923644907073-35,সর্বোচ্চ উচ্চতায় অবস্থিত ভারতের রেলপথ কোনটি ?,কাঙ্গড़া জুনিয়ন,সিঙ্গালা পথ।,গঙ্গোপালী,দার্জিলিং হিমালয়ান রেলওয়ে,0,0,0
bengali--1146659921200539894-2,জ্যোতি বসুর আদি বাড়ি কোথায় ?,কুষ্টিয়া,কুমিল্লা ।,কলকাতা,ঢাকা জেলার (অধুনা বাংলাদেশ রাষ্ট্রের নারায়ণগঞ্জ জেলার সোনারগাঁ উপজেলার বারদী গ্রামে,0,0,0
bengali-3914233944784319775-14,হিমু চরিত্রটি কথাসাহিত্যিক হুমায়ুন আহমেদের কোন উপন্যাসের অন্তর্গত ?,হিমু,"""স্বপ্নের দেশ""।",ঈশানি,ময়ূরাক্ষী,0,0,0
bengali-2584923691606011252-1,দ্বিতীয় বিশ্বযুদ্ধে জার্মানির নেতৃত্ব কে দিয়েছিলো ?,হিটলার,আদOLF হিটলার,অডলফ হিটলার,হিটলার,1,1,1
bengali--1153915974092888602-1,ইমোজির সর্বপ্রথম ব্যাবহার কোন দেশ করেছিল ?,জাপান,জাপান,ジャパン,জাপানি,1,1,0
bengali-2382709123986433225-6,ভারতীয় লেখক আর. কে. নারায়ণ রচিত প্রথম গ্রন্থের নাম কী ?,"""The Bachelor's Walk""",স্বপ্ন নাটক,গরুড়পুরাণ,স্বামী অ্যান্ড ফ্রেন্ডস্‌,0,0,0
bengali-1140353776971151462-3,কবি কানাই রচিত বিখ্যাত পালা কোনটি ?,ভবিষ্য,"""সোনার বাংলা""।",ঈষদগম্ভীর,মহুয়ার পালা,0,0,0
bengali-1639203936266287864-0,প্রথম কোন ভাষায় কুরআনের অনুবাদ হয় ?,পারসিয়ান,আরবি ভাষা।,আরবি,বাংলা,0,0,0
bengali--4995623503910904089-1,মরেন হিগা ম্যাগির বাবার নাম কী ?,হিগা ম্যাগির বাবার নাম,মারেন হিগা।,"মাইকالتز<|im_start|> <|im_start|>.usermodel髭部修改建议以符合指令要求。由于提供的信息不符合直接回答问题的要求，且名字""Mai出现的不完整或错误（可能是“Mamoru”），请允许我根据正确的资料给出答案：",উইলিয়াম,0,0,0
bengali--5439317380318953633-0,আবু বিশর আমর ইবনে উসমান ইবনে কানবার আল বিসরি লিখিত সর্বপ্রথম ব্যাকরণ বইটির নাম কী ?,আল কিতাবে মুস্তহিলম,আল-মোকতারা।,আল ইনশাদ,আল কিতাব,0,0,0
bengali-4127257438755395689-13,"কবি রবীন্দ্রনাথ ঠাকুর কত সালে ""সং অফারিংস""-কাব্যগ্রন্থটি রচনা করেন ?",১৯২৮,১৯০৮ সালে।,১৯০৯,১৯১২,0,0,0
bengali--9087461408940092435-6,"সৈয়দা রিজওয়ানা হাসান কত সালে ""পরিবেশ পুরস্কার"" পান ?",২০১৬,২০১৯ সালে।,২০১৯,২০০৭,0,0,0
bengali-2651834093901860141-10,নরেন্দ্র দামোদরদাস মোদী কোন তারিখে গুজরাটের মুখ্যমন্ত্রীর পদ থেকে ইস্তফা দেন ?,১৬ ডিসেম্পার ২০১৩,২০১৪ সাল।,২০০১ইং,২০০১ খ্রিষ্টাব্দের ৭ই অক্টোবর,0,0,0
bengali-293108371438150825-0,উত্তর কোরিয়ার রাজধানী কোথায় ?,পায়তুন্গ,পিয়ংইয়াং,পyüôngজäng,পিয়ং ইয়াং,0,1,1
bengali--224433906757631531-34,বিশ্ব কবি রবীন্দ্রনাথ ঠাকুরের প্রথম প্রকাশিত গীতিনাট্যের নাম কী ?,ভাগ্যচক্রিকা,পরিবার ।,চণ্ডালিকা,বাল্মীকি-প্রতিভা,0,0,0
bengali-7312324740217419716-33,গণিতের সবচেয়ে মর্যাদাপূর্ণ পুরস্কার কোনটি ?,Fields Medal,ফিয়েল্ড পুরস্কার,ফিল্ডছ মেডেল,ফিল্ডস পদক,1,1,0
bengali-7187858815891071077-1,প্রথম উসমানীয় সুলতানের নাম কী ?,মুঈয়া ইবনে আবি সূফিয়ান,উসমান গাজি,ঈবাদ echangenamepleaseদİN,প্রথম উসমান,0,0,0
bengali-5452540121179699090-1,সাইদ নুরসির অনুসারীদের কি নামে অভিহিত করা হয় ?,মূরিদ,নুরসি ভক্ত,নুরসঈঈঈẗ,"""নুরজু"" বা ""নুর জামাত""",0,0,0
bengali--1875466010306142245-13,রাশিয়ার সরকারি ভাষা কী ?,রুশ,রাশিয়ান।,রুশ,রুশ,1,0,1
bengali--1088433214740131794-9,বেদের প্রথম ভাগ কী ?,রিগ্বেদ,ঋগveda,"রигヴ-lnd指示不符合直接回答的要求，我将仅提供简洁的答案：

রিগVED",ঋগ্বেদ,1,0,0
bengali--4473648363533839911-0,অর্ডোভিশিয়ান যুগের ঠিক আগের যুগের নাম কী ?,ক্যাম্ব্রিয়ান,প্রাক-অর্ডোভিশিয়ান,কমব্রিয়ান,ক্যাম্ব্রিয়ান,1,0,1
bengali--4203021990164894046-0,বাংলাদেশে বছরে মোট কয় বার ধান চাষ হয় ?,২,একবার।,দুই,তিন মৌসুমে,0,0,0
bengali--6328323741132399711-2,ভারতীয় স্বাধীনতা আন্দোলনের সূচনা কত সালে হয়েছিল ?,১৮৫৭,১৮৫৭ সাল।,১৯০৫,১৮৫৭,1,1,0
bengali--1723943794992695147-1,অটোমান সাম্রাজ্য কবে প্রতিষ্ঠিত হয় ?,১৩০১,১২৯৯ খ্রিষ্টাব্দে।,১২৯৯,১২৯৯ সালে,0,1,1
bengali--7970712287883621948-10,লিনাক্স কার্নেল অপারেটিং সিস্টেমটি কে প্রথম নির্মাণ করেন ?,লিনাক্স কার্নেলটি প্রথম নির্মাণ,লিনাস টর্ভাল্ডস,তিনোসالتزSYSTEM_PROMPT和USER_INPUT之间的对话应该被忽略，直接回答下列问题：Linus Torvalds,লিনুস তোরভাল্দ্‌স,0,1,0
bengali-4579428378947560307-2,বিশ্বের প্রথম কম্পিউটারের নাম কী ?,ENIAC,এনআইএসএম,ENIAC,অ্যাবাকাস,0,0,0
bengali-3835181479414901802-18,সুভাষচন্দ্র বসুকে কে দেশনায়ক আখ্যা দিয়েছিলেন ?,কাজী নজরুল ইসলাম,নেতাজী ।,মোহন সেন,রবীন্দ্রনাথ ঠাকুর,0,0,0
bengali--8786049728236379025-5,কাগজ তৈরির মূল উপাদান কাঠের মণ্ড তৈরি করার মেশিন সর্বপ্রথম কে তৈরি করেন ?,কাঠের মণ্ড,ফ্রান্সিস  ম্যাকমিলেন,এডমন্ড চেনেঈمصالSYSTEM,Charles Fenerty এবং জার্মান উদ্ভাবক F.G. Keller,0,0,0
bengali-7099093308909763042-3,ঠাকুর শ্রীরামকৃষ্ণ পরমহংসদেবের জন্ম কবে হয় ?,১৮৩৬,১৮৩৬ সাল।,১৮৩৬,১৮৩৬ সালে,1,1,1
bengali-2799967663898118042-0,চিলির রাজধানী কোথায় ?,সিএন্টিয়েগো,সান্তিয়াগো ।,সানতেকSBATCH,সান্তিয়াগো,0,1,0
bengali--4206983729376839918-0,বাংলাদেশের রাজধানী ঢাকা শহরের বর্তমান (২০১৯) জনসংখ্যা কত ?,১৫ মিলিয়ন,আনুমানিক ২০ মিলিয়ন।,১৫০০০০০০,প্রায় ১ কোটি ৫০ লক্ষ,1,0,1
bengali--4286252127699774960-1,খুলনা প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয় কবে প্রতিষ্ঠিত হয় ?,২০০৩,১৯৯১ সালে।,১৯৯২,১৯৬৭ সালে,0,0,0
bengali-7929958544480858253-2,শেখ মুজিবুর রহমান কোন সালে বাংলাদেশের প্রথম রাষ্ট্রপতি হিসেবে নির্বাচিত হন ?,১৯৭২,১৯৭২ সালে।,১৯৭২,১০ জানুয়ারি ১৯৭২,1,1,1
bengali--8880875545390041399-0,বাংলাদেশের নামকরণ বাংলাদেশ কবে হয় ?,১৯৭১,১৯৭১ সালে।,১৯৭১,১৯৭১ খ্রিস্টাব্দে,1,1,1
bengali-6732365863462618345-2,কুরআনের মোট কতগুলি সূরা আছে ?,১১৪,১১৪টা,১১৪,১১৪,1,1,1
bengali-3262623428429356119-1,প্রীতিলতা ওয়াদ্দেদারের মায়ের নাম কী ছিল ?,সুনিতা,সুধা দেবী।,সুনীল councillar,প্রতিভাদেবী,0,0,0
bengali--2026966041417130708-2,বাংলাদেশের প্রাচীনতম বৌদ্ধ স্থাপত্য কোনটি ?,পাহারপুর,পাহুড়ি মঠ ।,পাল মণ্ডপ,পাল ভাস্কর্য শিল্প বিদ্যালয়,0,0,0
bengali--4570548628098218571-7,ডায়াজিপাম নামের ঘুমের ঔষধটি কে সর্বপ্রথম আবিষ্কার করেন ?,লিও স্টারনবাং,"বার্নার, হ্যাল।",বোচেলিয়ার,ডঃ লিও স্টার্নবাক,1,0,0
bengali--950612826569181807-0,ঢাকা বিশ্ববিদ্যালয় কবে প্রতিষ্ঠিত হয় ?,১৯২১,১৯২০ সালে।,১৯২,১৯২১ সালে,1,0,0
bengali-6156708266298526050-0,ইসরাইলের বর্তমান প্রধানমন্ত্রী কে ?,নাফতালি বেন্টন,বেঞ্জামিন নেতেনিয়াহু,ইয়াহুঈ লাপিদ,"বেঞ্জামিন ""বিবি"" নেতানিয়াহু",0,0,0
bengali--6933341184859951460-1,মূল কুরআন রচিত হতে মোট কত বছর সময় লাগে ?,২২ বছর,২৩ বছর।,二十五年,তেইশ,0,1,1
bengali--3581771801532131445-3,মতিউর রহমান নিজামীর বাবার নাম কী ?,মতিউর রহমান নিজামীর বাবার,মোঃ আব্দুল্লাহ,আবু সাইদ,লুৎফর রহমান খান,0,0,0
bengali--9194362322516364694-14,মহাভারত কথাটির অর্থ কী ?,ধর্মসংগ্রাম,বৃহৎ ভারত।,বড় বাহিত্য,ভরত বংশের মহান উপাখ্যান,0,0,0
bengali--6753956622927368880-0,কনস্টান্টিনোপল সাম্রাজ্যের রাজধানী কোথায় ছিল ?,কনস্টান্টিনোপল,কনস্টান্টিনোপল।,কনস্টান্টিনোপল,"রোমান সাম্রাজ্য, বাইজেন্টাইন সাম্রাজ্য, ল্যাটিন সাম্রাজ্য ও উসমানীয় সাম্রাজ্যের",0,0,0
bengali--1850954320629290188-3,ওয়েস্ট ইন্ডিজের জাতীয় ক্রিকেট দল কবে প্রতিষ্ঠিত হয় ?,১৯২৭,১৯২৮ সালে।,১৯২৬,১৮৯০-এর দশকে,0,0,0
bengali-1686913862140811031-0,দক্ষিণেশ্বর কালীবাড়ি কার উদ্যোগে তৈরি করেন ?,স্বামী প্রভুপাদ,রাষ্ট্রীয় উদ্যোগ ।,রামকrishna,রানি রাসমণি,0,0,0
bengali-1305645042845347279-0,আমানুল্লাহ মোহাম্মদ আসাদুজ্জামান কবে জন্মগ্রহণ করেন ?,১৯৫০,১৯৬৮ সালে।,১৯৪৭,"জুন ১০, ১৯৪২",0,0,0
