id,question,deepseek_answer,gemma_answer,qwen_answer,correct_answer,deepseek_score,gemma_score,qwen_score
bengali-6829546307096440382-14,সর্বপ্রথম মোট কতগুলো দেশ আন্তর্জাতিক অলিম্পিকে অংশগ্রহণ করেছিল ?,১৪,১৪টি দেশ।,১৪,৪৩,0,0,0
bengali-4452568128027547833-6,কাতারের বর্তমান (২০১৯) জনসংখ্যা কত ?,২০১৯ সালে কাতারের জনসংখ্যা,প্রায় ২ কোটি।,"৩০লক্ষ左右翻译为中文是：300万左右。根据问题和要求，直接回答数字即可。

300万左右",১.৮ মিলিয়ন,0,0,0
bengali--1274352881715039218-11,'বাঙালি মুসলমানের মন' গ্রন্থটি কবে প্রথম প্রকাশিত হয় ?,১৯২৬,১৯৬৪ সালে।,১৯০৩,১৯৮১,0,0,0
bengali-2586602312486395780-1,বাংলাদেশের প্রথম ব্যান্ডের নাম কী ?,বাংলা সিঁড়ি,ফেব্রুয়ারি।,মুনাফা,আইওলাইটস,0,0,0
bengali-4639806270038311148-2,আলী আহসান মুহাম্মদ মুজাহিদ কবে জন্মগ্রহণ করেন ?,১৯৫২,১৯৮৬ সালে।,১৯৫২,১৯৪৮ সালে,0,0,0
bengali-91483490703308038-4,আগুন জ্বালানোর জন্য কোন গ্যাসের প্রয়োজন হয় ?,মেথেন,প্রোপেন গ্যাস।,মাইক্রোওয়েভ,অক্সিজেন,0,0,0
bengali-8297674774981441429-0,প্রথম ভারতীয় রক সঙ্গীত ব্যান্ডের নাম কী ?,The Black Cats,ফোর হর্সমেন,ইটস_ঈمغرب_ঔই,মহীনের ঘোড়াগুলি,0,0,0
bengali-8835875250524667479-0,"মার্কিন চলচ্চিত্র, মঞ্চ, এবং টেলিভিশন অভিনেতা ও প্রযোজক রিচার্ড উইড উইডমার্কের অভিনীত প্রথম চলচ্চিত্রের নাম কী ?","""The Street with No",ব্ল্যাক হর্স,স্টার স্কুল,কিস অফ ডেথ,0,0,0
bengali-1787623261283241578-0,সাইয়েদ কুতুব মিশরের কোন রাজনৈতিক দলের সাথে যুক্ত ছিলেন ?,সাইয়েদ কুতুব মিশরের সাথে,মিশরের জাতীয় পার্টি।,ঈসাওয়াঈ,ইখওয়ানুল মুসলিমিন,0,0,0
bengali--5394904407063095222-2,শেখ মোহাম্মদ সুলতানের মায়ের নাম কি ছিল ?,ফজলনেওয়া,রুমানী বেগম,নূরজাহান খানম,মোছাম্মদ মেহেরুননেসা,0,0,0
bengali--8651108802342100600-1,বাংলাদেশের কক্সবাজার জেলার মোট আয়তন কত ?,১,"২,৪৯৮ বর্গ কিমি।",১২৭৪৫平方公里,২৪৯১.৮৬ বর্গ কিলোমিটার,0,0,0
bengali--989226231475750748-0,নবী মুহাম্মদের প্রথম স্ত্রীর নাম কী ?,খাদিয়া,খাদিজা তুলুয়ার।,খদিজা,খাদিজা বিনতে খুওয়াইলিদ,0,0,0
bengali-6101468669223503112-13,বনলতা সেন কবিতাটিতে মোট কতগুলি পংক্তি আছে ?,১২,২৪ পংক্তি।,৩৫,আঠারো,0,0,0
bengali-802268299326091752-3,আবু মুসা জাবির ইবন হাইয়ান কোন দেশের নাগরিক ছিলেন ?,ইরাক,আরব দেশ।,আরব,পারস্যে,0,0,0
bengali--699522616384955754-0,টোকিও শহরের বর্তমান জনসংখ্যা কত ?,টোকিও শহরের বর্তমান জনসংখ্যা,৩ কোটি ৭০ লক্ষ।,৩৭ মিলিয়ন,৩ কোটি ৮০ লক্ষ,0,0,0
bengali-1638855418388935684-0,অ্যাপল ইনকর্পোরেটেডের প্রতিষ্ঠাতা কে ?,স্টিভ জোব্স,স্টীভ জবস।,স্টিভ জবস,স্টিভ ওজনিয়াক এবং রোনাল্ড ওয়েন,0,0,0
bengali-3899801023894099148-18,হস্তিনাপুর বর্তমানে কোন রাজ্যে অবস্থিত ?,প্রদে,পশ্চিমবঙ্গ,উত্তর: উত্তর,উত্তরপ্রদেশ,0,0,0
bengali--381183395494440070-4,ব্যাঙ কোন বর্গের প্রাণী ?,ব্যাঙ হলো প্রাণিক শ্রেণিকে,উভচায়ী ।,মেঠি,অ্যানুরা,0,0,0
bengali--622926988234538194-4,"জীবনানন্দ দাশ রচিত ""বনলতা সেন"" কবিতাটি কোন সালে প্রথম প্রকাশিত হয় ?",১৯৩৬,১৯২৬ সালে।,১৯৭৫,১৯৩৫,0,0,0
bengali-3835788684367493599-2,হাদীস কে বা কারা রচনা করেন ?,সহাবা মবিন ও তাবিয়া,রাসূল (স) এর শিষ্যরা।,মুহাম্মদ সাল্লাল্লাহু,"হযরত আলী, হযরত আবদুল্লাহ ইবনে ওমর, হযরত আবদুল্লাহ ইবনে আব্বাস, হযরত আনাস ইবনে মালিক প্রমুখ সাহাবীগণ",0,0,0
bengali-5730130221372563642-10,ভারতীয় বাঙালি কথাসাহিত্যিক মহাশ্বেতা দেবীর মৃত্যু কবে হয় ?,১৩ ফেব্রুয়ারি ২০১১,১৯৭৮ সাল।,২০১২,২০১৬ সালের ২৩ জুলাই,0,0,0
bengali-2163425666649830741-9,ইহুদি মহল্লা কবে স্থাপিত হয় ?,১৭ম শতাব্দের সৌদা গ্রহণকালে,১৯০৫ সালে।,১৬শ শতকে,খ্রিষ্টপূর্ব অষ্টম শতক,0,0,0
bengali--3518785176444767715-2,বিখ্যাত জ্যোতির্বিজ্ঞানী নিকোলাউস কোপের্নিকুসের জন্ম কোথায় হয় ?,টোরুন,পোল্যান্ডে।,টোরুংسقو<|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|><|im_start|>,রয়েল প্রুশিয়াতে,0,0,0
bengali-3335805239407296143-3,ঈশ্বর শব্দের অর্থ কী ?,ঈশ্বর শব্দের অর্থ হলো,"পবিত্র, সর্বোচ্চ।",ঈশ্বরতা,সেরা বা সুন্দরের স্রষ্টা,0,0,0
bengali--2624746090422723703-8,জিন মিউটেশনের একক কী ?,নিউক্লিয়োটাইড,নুকেলিওড।,মিটারিওتكنولوجি,মিউটন,0,0,0
bengali--6827610236987996069-0,প্যালিওজোয়িক মহাযুগের দ্বিতীয় যুগটির নাম কী ?,অর্ডভিক,মেসোজোয়িক।,ক্যামব্রিয়ান,অর্ডোভিশিয়ান,0,0,0
bengali--81766440896542958-0,মুহম্মদ কুদরাত-এ-খুদা কবে জন্মগ্রহণ করেন ?,১০ অক্টোবার ১৯২৪,১৮০৯ সালে।,১৩৭৯,"১ ডিসেম্বর, ১৯০০",0,0,0
bengali--5885375539130721317-9,ফোর্ট উইলিয়াম কলেজের প্রথম অধ্যক্ষ কে ছিলেন ?,হেনরি মার্টিন,কে এম সি।,ঈসাওয়ালা হাফেज,মৃত্যুঞ্জয় তর্কালঙ্কার,0,0,0
bengali-6303582530432299812-0,একশো ইউরোর নোটটি কোন রঙের ?,জান,"সাদা, সবুজ।",হলুদ,সবুজ,0,0,0
bengali--3695677209482197386-1,নেইমার দা সিল্ভা স্যান্তোস জুনিয়র সর্বপ্রথম কোন ফুটবল ক্লাবের হয়ে খেলেন ?,Fluminense,আতালান্টা,サンパウロ.FC,পর্তুগিসা সানতিস্তা,0,0,0
bengali--6803973287842827645-45,চীনা সাম্রাজ্যের সর্বশেষ সম্রাট কে ?,পুই,পুই  ।,পুইয়েথungs,ইউয়ান সিকাই,0,0,0
bengali--5443118172314527178-10,ভারতীয় জনতা পার্টির প্রথম সভাপতি কে ছিলেন ?,ডাদা ভাই নরোজি,সুরেশ ভট্টাচার্য।,ঈ.আর. লক্ষმণ,অটলবিহারী বাজপেয়ী,0,0,0
bengali-5730130221372563642-0,ভারতীয় বাঙালি কথাসাহিত্যিক মহাশ্বেতা দেবীর মৃত্যু কবে হয় ?,১৪ নভেম্বর ২০১৬,১৯৭৮ সাল।,২০১৭,"২৮ জুলাই, ২০১৬",0,0,0
bengali-167407130057280550-0,ভারতের সংবিধানটির রচয়িতা কে ?,"Exception: HTTPConnectionPool(host='localhost', port=11434): Read timed out. (read timeout=90)",ডঃ ব্রহ্মপুর।,বুলভ রাজগোপাল,ভীমরাও রামজি আম্বেডকর,0,0,0
bengali--3440886290948529431-0,ঢাকা মেট্রো নির্মাণের কাজ কবে শুরু হয় ?,২০০৭,২০১৯ সালে।,২০১৪,২০১৬,0,0,0
bengali-3304414781107552758-4,কত সালে সর্বপ্রথম বাংলাদেশের অভিনেত্রী বিদ্যা সিনহা সাহা মীম জাতীয় চলচ্চিত্র পুরস্কার পেয়েছিলেন ?,১৯৬৩,১৯৮৬ সালে।,১৯৭২,২০১৪,0,0,0
bengali-3237926472875383480-8,মানুষ কোন প্রাণী থেকে বিবর্তিত হয়ে বর্তমান রূপ ধারণ করেছে ?,প্রাণীটি,প্রাণীজগতের।,বাঘlike,প্রাইমেট,0,0,0
bengali--979108577632233077-0,বাংলাদেশের রাজধানী ঢাকার মোট আয়তন কত ?,১০ মিলিয়ন,৩০৬.৪ স্কয়ার কি.মি.,১৪৫৭平方公里,১৩৪ বর্গমাইল,0,0,0
bengali--5821119236838958518-7,বাঙালি হাংরিয়ালিজম যুগের লেখক মলয় রায়চৌধুরীর প্রথম প্রকাশিত কাব্যগ্রন্থের নাম কী ?,খানিক ঘণ্টা,"""স্বপ্নের দেশ""।",ঔষ্ণ্য,শয়তানের মুখ,0,0,0
bengali-3914233944784319775-14,হিমু চরিত্রটি কথাসাহিত্যিক হুমায়ুন আহমেদের কোন উপন্যাসের অন্তর্গত ?,হিমু,"""স্বপ্নের দেশ""।",ঈশানি,ময়ূরাক্ষী,0,0,0
bengali-5204278583999214593-0,উপেন্দ্রকিশোর রায় চৌধুরী কত সালে মারা যান ?,১৯০৮,১৯০৯ সালে।,১৯৭৫,"২০শে ডিসেম্বর, ১৯১৫",0,0,0
bengali--8701126924018157132-3,ডেভিড অ্যান্ড্রু ওয়ার্নার কবে থেকে অস্ট্রেলিয়ার জাতীয় ক্রিকেট দলে খেলা শুরু করেন ?,ডেভিড অ্যান্ড্রু ওয়ার্নার অস্ট্রেলিয়ান,২০১৯ সালে।,২০১৬,২০০৯ সালে,0,0,0
bengali-980178524144247371-11,আবু বকরের বাবার নাম কী ছিল ?,মোক্ষদানন্দ,উম্মার।,シェerah বা,আবু কুহাফা,0,0,0
bengali-829953938596819549-1,জে কে রাউলিং রচিত হ্যারি পটার উপন্যাস সিরিজের প্রথম খন্ডটির নাম কি ছিল ?,হ্যারি পটার এবং দুনিয়ামণির,হ্যারি পটার এবং চতুর্থ মধ্যযুগী,হ্যারি পটার,হ্যারি পটার অ্যান্ড দ্য ফিলোসফার্স স্টোন,0,0,0
bengali--8045997562526390537-0,বাঙালি ঔপন্যাসিক ও সাংবাদিক অদ্বৈত মল্লবর্মণের প্রথম উপন্যাসের নাম কী ?,dainি বিল,সুধা ।,অগ্নির তুহিনা,তিতাস একটি নদীর নাম,0,0,0
bengali-2641143326428525515-3,ডিজিটাল মুদ্রার ধারণা প্রথম কে দিয়েছিলেন ?,সতোশি নাকামোটো,ডেভিড চাম্বার্স,নাসার তাহারি,ডেভিড চৌম,0,0,0
bengali-1411582546196272359-27,তুরস্কের বর্তমান (২০১৯) জনসংখ্যা কত ?,৮৩ মিলিয়ন,"৮,৫ মিলিয়ন",৮৩ million,প্রায় সাত কোটি ১৫ লাখ,0,0,0
bengali--3516219870019020278-0,দ্য লাঞ্চবক্স চলচ্চিত্রটির নির্মাতা কে ?,Syed Shamsul Islaheen,অনুভূতি রায়।,স্কোট ইন্গমান,রিতেশ বাটরা,0,0,0
bengali--8703103087802741753-7,চট্টগ্রামের জেলা শিল্পকলা একাডেমি কে প্রতিষ্ঠা করেন ?,উনিভার্সিটি অব চিটাগংশ,মোহাম্মদ মনির।,জামালোয়াই সাহGuidIdodu,রশিদ চৌধুরী,0,0,0
bengali--6298934568434395425-1,"চীনা বৌদ্ধধর্মে ""তারা বা আর্যতারা"" নামক নারী বোধিসত্ত্ব কি নামে পরিচিত ?",হারা,মহাকালি,গৌতেমি,দৌলাও পূসা,0,0,0
bengali--2183854056348376252-1,"বেনজামিন এডয়ার্ড মিয়েরা ""বেন"" স্টিলার কোন চলচ্চিত্র পরিচালনার মাধ্যমে পরিচালক হিসাবে যাত্রা শুরু করেন ?","""The Ben Stiller Show""",স্পাইসি লাইফ।,"""দ্য নিউ",রিয়েলিটি বাইটস,0,0,0
bengali--4139422297773750694-0,মানবদেহের ক্ষুদ্রতম অস্থি কোনটি ?,স্টেটাস,স্ট্যাম্পোড।,ঘনিস্ত্রঔষধ,স্টেপিস,0,0,0
bengali--2439040110626768988-3,ব্রিটিশ সেনাবাহিনীর স্পেশাল এয়ার সর্ভিসের ডাকনাম কী ?,গ্রিন বারেট,SAS,সাইবারনাটস,“এল” ডিটাচমেন্ট,0,0,0
bengali-5059291126814851685-21,মালদ্বীপের প্রথম রাষ্ট্রপতির নাম কী ?,আমিনু রামান,ইব্রাহিম নাসির।,আইবুকাতুঈঈbrahim Lénu,আমিন দিদিে,0,0,0
bengali--7345750532881051877-1,ভারতীয় জনতা পার্টি কবে প্রতিষ্ঠিত হয় ?,১৮৮৫,১৯৮০ সালে।,১৯৬৪,১৯৫১,0,0,0
bengali--6398503420141171478-1,তিতুমীরের পিতার নাম কি ছিল ?,বাহলা দেওয়ান,রাজা শ্রীহর্ষ ।,ঈসা মহাসেন,মীর হাসান আলী,0,0,0
bengali-8633633248702959044-13,মল্ল রাজবংশের প্রতিষ্ঠা কবে হয় ?,১০০০ খ্রিষ্টপুর্ব,১০ম শতাব্দী।,১৩তম শতকে,খ্রিস্টীয় অষ্টম শতকের প্রথমভাগে,0,0,0
bengali-4876582901305573055-1,জ্যোতির্বিজ্ঞানী রাধাগোবিন্দ চন্দ্রের বাবার নাম কী ?,জ্যোতির্বিজ্ঞানী রাধাগোবিন্দ চন্দ্রের বাবার,রামচন্দ্র ।,ঈশানচরণ,গোরাচাঁদ,0,0,0
bengali-5564895155648684698-3,টেথিস সাগর কোন গোলার্ধে অবস্থিত ছিল ?,গোলার্ধে,উত্তর গোলার্ধ।,ঔত্তরা গোলার্ধ,পশ্চিম গোলার্ধে,0,0,0
bengali-8660982343158386319-1,কঙ্কনা সেন শর্মা কোন চলচ্চিত্রে অভিনয়ের জন্য জাতীয় পুরস্কার অর্জন করেন ?,"""Amar Bari""","""রঙবেরা""",অমরকণ্ঠ,মিঃ এন্ড মিসেস আইয়ার,0,0,0
bengali-2547260443207963373-4,ব্রহ্মবৈবর্ত পুরাণ কবে রচিত হয় ?,৪ম থেকে ১০ম শতাব্দ,প্রায় ১০০০ খ্রিষ্টাব্দে।,পৌষা-উত্তরাষ্ট্র,সম্ভবত ১৫শ বা ১৬শ শতাব্দী,0,0,0
bengali--4998846244880324532-50,রামকৃষ্ণ পরমহংসের কোন রোগের কারণে মৃত্যু হয় ?,রামকৃষ্ণ পরমহংসের মৃত্যু হলো,"অ্যানিমিয়া,  ব্লেড।",বৈদ্যুতিন,ক্যান্সারের,0,0,0
bengali--6096974703484627468-4,গিয়াসউদ্দিন মুহাম্মাদের বাবার নাম কি ছিল ?,গিয়াসউদ্দিন মুহাম্মাদের বাবার নাম,মোহাম্মদ।,বাজার খাা,প্রথম বাহাউদ্দিন সাম,0,0,0
bengali-1388303287272062439-22,আলবেনিয়ার প্রথম রাষ্ট্রপতির নাম কী ?,ইসমাইল কেমালি,লেকি জেগোনিয়া,Мохামেদ ইভারিৎçi,আলিয়া,0,0,0
bengali--6938244689861502884-1,জহির রায়হানের লেখা প্রথম উপন্যাসের নাম কী ?,ডক্টর রাবি,"""সোনার  কিছু""।",অসম্ভব,শেষ বিকেলের মেয়ে,0,0,0
bengali--3182982346696413895-4,গবলিন হাঙর কোন বর্গের প্রাণী ?,গবলিন হাঙর কোন বর্গের,মেরুদণ্ডী ।,মহাসাগar,লেমনিফরমস,0,0,0
bengali-4127571038924069563-2,জৈনধর্মের উদ্ভব কবে হয় ?,৬ষ্ঠ শতাব্দে,পুরাতন ভারত ।,প্রাচীনতম পাঁচ-ছয়শতা,খ্রিস্টপূর্ব ১ম সহস্রাব্দের ১ম শতাব্দী,0,0,0
bengali--224433906757631531-34,বিশ্ব কবি রবীন্দ্রনাথ ঠাকুরের প্রথম প্রকাশিত গীতিনাট্যের নাম কী ?,ভাগ্যচক্রিকা,পরিবার ।,চণ্ডালিকা,বাল্মীকি-প্রতিভা,0,0,0
bengali-7838235126646531080-5,বিখ্যাত ব্রিটিশ প্রকৃতিবিদ আলফ্রেড রাসেল ওয়ালেস কোন শহরে জন্মগ্রহণ করেন ?,উস্ক,লন্ডনে।,মনচেষ্টা,আস্ক,0,0,0
bengali--314197069658750255-13,প্রথম সুলাইমানের পর কে উসমানীয় সাম্রাজ্যের সম্রাট হন ?,ইয়াজিদ,উসমান দ্বিতীয়।,আদিলের,দ্বিতীয় সেলিমে,0,0,0
bengali-7646003778499018736-5,ড্রিউ ব্লিথ ব্যারিমোর বাবার নাম কী ?,মাইকেল ব্যারিমোর,ব্যারিমোর।,অলবের্ট,জন ড্রিউ ব্যারিমোর,0,0,0
bengali--3472782844995774868-0,বর্তমানে গোয়ার মুখ্যমন্ত্রী কে ?,শেখ হাসিনা ওয়াজেদ,প্রধানমন্ত্রী পিয়ূষ কোল্লে।,ইসরাإبراهيーム· sourceMappingchnercific,মনোহর গোপালকৃষ্ণা প্রভু পার্রীকর,0,0,0
bengali--3039771429891999298-3,চলচ্চিত্র অভিনেতা অশোক কুমার গঙ্গোপাধ্যায়ের বাবার নাম কী ?,নাম না জানা।,সত্যেন্দ্র গঙ্গোপাধ্যায়,ঈশানুর গঙ্গোপাধ্যায়,কুঞ্জলাল গাঙ্গুলি,0,0,0
bengali-106526670100050009-0,লি কেকিয়াং কোন সালে জন্মগ্রহণ করেন ?,১৯৪২,১৯৬২ সালে।,১৯৫২,১৯৫৫,0,0,0
bengali-5888329246803989668-2,বিশ্বের প্রথম কম্পিউটার কবে আবিষ্কৃত হয় ?,১৮০০ সালে,১৯৩৬ সালে।,১৯৪৩,খ্রিষ্টপূর্ব ২৪০০ সালে,0,0,0
bengali--1234690232822464450-2,ইরাকের জাতীয় সংসদের বর্তমান আসনসংখ্যা কত ?,৩২৯,৩২৯ আসন।,৩২৯,২৭৫,0,0,0
bengali--7598652565724928175-14,ইন্দ্রজিৎ বা মেঘনাদকে কে হত্যা করেছিলেন ?,আভিমান্যু,মেঘনাদ।,বিভীষণ,লক্ষ্মণ,0,0,0
bengali-2211439120754768754-2,কত সালে পরমাণু সম্পর্কে ধারণা পাওয়া যায় ?,৬ষ্ঠ শতাব্দ,১৯ শতক।,১৯০৩,খ্রীস্টের জন্মের ৬০০ বছর আগে,0,0,0
bengali-8851450445312207810-0,কত সালে সর্বভারতীয় তৃণমূল কংগ্রেসের প্রতিষ্ঠা হয় ?,১৯২৯,১৯৫১ সালে।,১৯২৯,১৯৯৮,0,0,0
bengali-5507576373813184357-0,শ্রীশ্রীঠাকুর অনুকূলচন্দ্র কবে জন্মগ্রহণ করেন ?,১৮২৬ সালে,১৮৫৩ সালে।,১৮৯৭,"১৪ই সেপ্টেম্বর, ১৮৮৮",0,0,0
bengali--4406976333727853714-0,কুমিল্লা মডার্ণ হাই স্কুলের বর্তমান শিক্ষার্থীর সংখ্যা কত ?,না জানা,জানি না।,অজানা,প্রায় ৫০০০,0,0,0
bengali--9105179977372456588-2,জে. কে. রাউলিং-এর মায়ের নাম কী ?,জানের মা হচ্ছে আন,মারিয়া রাউলিং।,জেন এলিজাবেথ,অ্যানি,0,0,0
