question_id,question,answer,hallucinated_len
4529ea0c80f4f85a191cb9b6d4113e4151c61fe2,একটি ফুটবল দলে তিনজন গোলকিপার এবং দশজন ডিফেন্ডার থাকে। দলটিতে ডিফেন্ডারদের চেয়ে দ্বিগুণ মিডফিল্ডার রয়েছে এবং বাকি খেলোয়াড়রা স্ট্রাইকার। দলে ৪০ জন খেলোয়াড় থাকলে দলে কতজন স্ট্রাইকার আছে?,"দলের মোট গোলকিপার ও ডিফেন্ডারের সংখ্যা ৩+১০ = <<৩+১০=১৩>>১৩।
দলে মিডফিল্ডারের সংখ্যা ডিফেন্ডারের দ্বিগুণ, যার মানে দলে ২*১০=<<২*১০=২০>>২০ জন ডিফেন্ডার রয়েছে।
গোলকিপার, ডিফেন্ডার এবং মিডফিল্ডারদের অবস্থানে খেলা দলের মোট খেলোয়াড়ের সংখ্যা হল ২০+১৩ = <<২০+১৩=৩৩>>৩৩
যদি দলে ৪০ জন খেলোয়াড় থাকে, তাহলে দলে স্ট্রাইকের সংখ্যা ৪০-৩৩ = <<৪০-৩৩=৭>>৭
#### ৭",346
ff2777aff1d1f9c014ee778334001db426e1b10d,"রুমি প্রতিদিন ২ ঘন্টা বাস্কেটবল অনুশীলনে যায়। অনুশীলনে তিনি অর্ধেক সময় শুটিংয়ে এবং বাকি সময় দৌড়াতে এবং ভার উত্তোলনে ব্যয় করেন। যদি তিনি ভার উত্তোলনে যে সময় ব্যয় করেন তার দ্বিগুণ সময় দৌড়ান, তবে কত মিনিট সময় তিনি ভার উত্তোলনে ব্যয় করেন?","২ ঘন্টা অনুশীলনের অর্ধেক হল দৌড়ানো এবং ভারোত্তোলনের জন্য, তাই দৌড়ানো এবং ভারোত্তোলনের সময় হল ১/২ * ২ ঘন্টা = <<২*১/২=১>>১ ঘন্টা।
যদি তার ওজন তোলার সময় হয় x, তাহলে তার রানের সময় হবে ২x।
সুতরাং দৌড়ানো এবং ওজন উত্তোলনের সময় হল x + ২x = ৩x = ১ ঘন্টা
এইভাবে ৩x = ৬০ মিনিট
এইভাবে x = ৬০/৩ = <<৬০/৩=২০>>২০ মিনিট ওজন উত্তোলনে ব্যয় করা হয়েছে।
#### ২০",423
07863aa5c2d69187435947988fe4ee9fff5840e8,একটি পরিবার সিনেমা দেখতে বেরিয়েছিল। নিয়মিত টিকিটের দাম ৳৯ এবং বাচ্চাদের টিকিটের দাম ৳২ কম। তারা ক্যাশিয়ারকে দুটি ৳২০ বিল দিয়েছে এবং তারা ৳১ ফিরে  পেয়েছে। পরিবারে ২জন প্রাপ্তবয়স্ক থাকলে কতজন শিশু থাকে?,"তারা ক্যাশিয়ারকে ৳২০ x ২ = ৳<<২০*২=৪০>>৪০ দিয়েছে।
যেহেতু ৳১  ফেরত দেওয়া হয়েছে, এর মানে হল টিকিটের দাম ৳৪০ - ৳১ = ৳<<৪০-১=৩৯>>৩৯৷
দুটি প্রাপ্তবয়স্ক টিকিটের দাম ৳৯ x ২ = ৳<<৯*২=১৮>>১৮৷
তাই, ৳৩৯ - ৳১৮ = ৳<<৩৯-১৮=২১>>২১ বাচ্চাদের টিকিটের জন্য খরচ হয়েছে।
প্রতিটি শিশুর টিকিটের দাম ৳৯ - ৳২ = ৳<<৯-২=৭>>৭।
অতএব, ৳২১/৳৭ = <<২১/৭=৩>>৩টি শিশু আছে।
#### ৩",448
c3b5767ca0a542464b3d8b4a7d62508339e44f31,"কামরানের কোম্পানিতে ৮০টি অফিস চেয়ার রয়েছে যার প্রতিটিতে পাঁচটি পায়া রয়েছে এবং প্রতিটিতে তিন পেয়ে ২০টি গোল টেবিল রয়েছে। যদি এক মাস পরে ৪০% চেয়ার ক্ষতিগ্রস্ত হয় এবং মেরামত করতে হয়, তাহলে তার কোম্পানিতে কামরানের মোট কতগুলি আসবাবপত্র ঠিকমতো রয়েছে সেগুলোরয় পায়া গণনা করুন।","ক্ষতিগ্রস্থ হওয়ার পরে যে চেয়ারগুলি মেরামত করা হয় তার সংখ্যা হল ৪০/১০০*৮০ = <<৪০/১০০*৮০=৩২>>৩২।
কামরানের কোম্পানিতে ভাল অবস্থায় থাকা চেয়ারের সংখ্যা ৮০-৩২ = <<৮০-৩২=৪৮>>৪৮
৪৮টি চেয়ারে ৪৮*৫ = <<৪৮*৫=২৪০>>২৪০টি পায়া রয়েছে।
গোল টেবিলেও ২০*৩ = <<২০*৩=৬০>>৬০ পায়া আছে।
মোট, কেনজোর কোম্পানির আসবাবপত্রে ৬০+২৪০ = <<৬০+২৪০=৩০০>>৩০০টি পায়া রয়েছে।
#### ৩০০",596
36549a84bcb69155043c4f22dfe05fd615c5ac3b,"সকার ম্যাচ চলাকালীন, দ্য কিকারস প্রথম পিরিয়ডে ২ গোল এবং দ্বিতীয় পিরিয়ডে তার দ্বিগুণ গোল করেছিল। অন্য দল, দ্য স্পাইডার্স, প্রথম পিরিয়ডে দ্য কিকাররা যে পরিমাণ স্কোর করেছিল তার অর্ধেক এবং দ্য কিকাররা তাদের দ্বিতীয় পিরিয়ডে স্কোর করেছিল তার দ্বিগুণ। দুই দলের মোট গোলের পরিমাণ কত?","কিকাররা দ্বিতীয় পিরিয়ডে ২ গোলের চেয়ে দ্বিগুণ করেছে, তাই ২*২ = <<২*২=৪>>৪ গোল
স্পাইডার্স ১ম পিরিয়ড থেকে দ্য কিকারসের ২ গোলের অর্ধেক করেছে তাই .৫*২ = <<২*.৫=১>>প্রথম পিরিয়ডে ১ গোল
স্পাইডার্স দ্বিতীয় পিরিয়ড থেকে দ্য কিকার্সের ৪ গোলের দ্বিগুণ, তাই ২*৪ = <<২*৪=৮>>দ্বিতীয় পিরিয়ডে ৮ গোল
একসাথে, তারা ২+৪+১+৮ = <<২+৪+১+৮=১৫>>মোট ১৫ গোল করেছে
#### ১৫",515
fb150f8b3d9a1be1c3b9ea0704edb60ea73e8896,"গিয়াস তার নিজস্ব ল্যান্ডস্কেপিং ব্যবসা শুরু করেছিলেন। তিনি ঘাস কাটার জন্য প্রতি ঘন্টায় ৳৬, আগাছা টানার জন্য ৳১১ এবং মাল রাখার জন্য ৳৯ চার্জ করেন। সেপ্টেম্বরে তিনি ৬৩ ঘন্টা ঘাস কাটেন, ৯ ঘন্টা আগাছা টানেন এবং ১০ ঘন্টার জন্য মাল রেখেছিলেন। সে সেপ্টেম্বরে কত টাকা আয় করেছে?","গ্রেস ৳৬/ঘন্টায় ৬৩ ঘন্টার জন্য লন কাটিয়েছেন, তাই ৬৩ * ৬ = ৳<<৬৩*৬=৩৭৮>>৩৭৮ উপার্জন করেছেন।
গ্রেস ৳১১/ঘন্টায় ৯ ঘন্টা ধরে আগাছা টেনেছে, তাই ৯ * ১১ = ৳<<৯*১১=৯৯>>৯৯ অর্জন করেছে।
গ্রেস ৳৯/ঘন্টায় ১০ ঘন্টার জন্য মাল রেখেছিল, তাই ১০ * ৯ = ৳<<১০*৯=৯০>>৯০ উপার্জন করেছে৷
সেপ্টেম্বর মাসে গিয়াস ৳৩৭৮ + ৳৯৯ + ৳৯০ = ৳<<৩৭৮+৯৯+৯০=৫৬৭>>৫৬৭ উপার্জন করেছে।
#### ৫৬৭",350
bde54996be75134534fff14b27e5795a6d0e6d91,"জেন কিছু ফল কেনাকাটা করছে। তিনি দেখেন একটি ফলের বিজ্ঞাপনে ১০টি আপেলের জন্য ৳২, এবং অন্যটি ৳১.৫০-এ ৫টি কমলার বিজ্ঞাপন দিচ্ছে৷ বাল্ক কেনার জন্য কোন মূল্য ছাড় নেই বলে ধরে নিচ্ছি, জেন যদি দুটি ফলের মধ্যে ১২টি কম দামে কিনেন তাহলে সেন্টে কত খরচ করবে?","প্রথমত, আমাদের পৃথকভাবে কোন ফলটি সস্তা তা খুঁজে বের করতে হবে। আমরা প্রতি আপেল ২০০/১০= <<২০০/১০=২০>>২০ সেন্ট পারফর্ম করে একটি একক আপেলের মূল্য নির্ধারণ করে শুরু করি।
তারপর আমরা ১৫০/৫=<<১৫০/৫=৩০>>৩০ সেন্ট পারফর্ম করে, একটি স্বতন্ত্র কমলার দাম খুঁজে বের করি।
২০<৩০ থেকে, আপেল সস্তা।
উত্তর নির্ধারণ করতে, আমরা ২০*১২= <<২০*১২=২৪০>>২৪০ সেন্ট গুণ করি
#### ২৪০",392
094b3a26b7460a5cbdc0ceccecdc2780a2e67d6c,"ইরার  স্কুলে অনুষ্ঠিত একটি বানান প্রতিযোগিতায়, ডালিয়া ২০টি প্রশ্ন সঠিক পেয়েছিল, সে প্রতিযোগিতায় জিতেছে। তিনি ছয়টি প্রশ্ন ভুল পেয়েছেন, এবং তার প্রতিযোগী 
মাহি ১৪টি প্রশ্ন সঠিক পেয়েছেন, এবং ডালিয়ার প্রশ্নের দ্বিগুণ প্রশ্ন ভুল হয়েছে। প্রতিটি প্রতিযোগীকে আলাদা প্রশ্ন করা হলে প্রতিযোগিতায় কয়টি প্রশ্ন করা হয়েছিল?","যেহেতু ডালিয়া  ২০টি সঠিক প্রশ্ন এবং ৬টি ভুল পেয়েছে, তাই তাকে ২০+৬ = <<২০+৬=২৬>>২৬টি প্রশ্ন জিজ্ঞাসা করা হয়েছিল।
মাহি ডালিয়ার চেয়ে দ্বিগুণ প্রশ্ন ভুল করেছে, মোট ২*৬ = <<২*৬=১২>>১২টি প্রশ্ন ভুল।

মাহিকে জিজ্ঞাসা করা মোট প্রশ্নের সংখ্যা হল ১২+১৪ = <<১২+১৪=২৬>>২৬।
সব মিলিয়ে, প্রতিযোগিতায় ২৬+২৬ = <<২৬+২৬=৫২>>৫২টি প্রশ্ন জিজ্ঞাসা করা হয়েছিল।
#### ৫২",372
cdf681da86d8c5c7e8a67f1c3d2354d9db950a0f,"মিসেস পাখি এতিমখানায় বাচ্চাদের জন্য বনেট তৈরি করেন। সোমবার, তিনি ১০টি বনেট তৈরি করেছেন, মঙ্গলবার এবং বুধবার মিলিত হয়ে তিনি সোমবারের চেয়ে দ্বিগুণ বেশি তৈরি করেছেন, যেখানে বৃহস্পতিবার তিনি সোমবারের চেয়ে ৫টি বেশি করেছেন এবং শুক্রবার তিনি বৃহস্পতিবারের চেয়ে ৫টি কম করেছেন৷ তারপর, তিনি বনেটগুলি সমানভাবে ভাগ করে ৫টি এতিমখানায় পাঠিয়েছিলেন। মিসেস পাখি প্রতিটি এতিমখানায় কতগুলো বনেট পাঠিয়েছিলেন?","তিনি ১০ x ২ = <<১০*২=২০>>মঙ্গলবার এবং বুধবার ২০টি বনেট তৈরি করেছেন৷
বৃহস্পতিবার তিনি ১০ + ৫ = <<১০+৫=১৫>>১৫টি বনেট তৈরি করেছেন।
শুক্রবার সে ১৫ - ৫ = <<১৫-৫=১০>>১০টি বনেট তৈরি করেছে৷
মিসেস পাখি এতিমখানার জন্য মোট ১০ + ২০ + ১৫ + ১০ = <<১০+২০+১৫+১০=৫৫>>৫৫টি বনেট তৈরি করেছেন।
অতএব, মিসেস পাখি ৫৫/৫ = <<৫৫/৫=১১>>১১টি বনেট প্রতিটি এতিমখানায় পাঠান।
#### ১১",594
308c3b4b370b78b25b5d9a463ce30e73c750231e,"অনাহি হাই স্কুল ফুটবল মাঠ ঘাসের বীজ দিয়ে ঢেকে দিচ্ছে। প্রতি বর্গমিটারে সারের চেয়ে তিনগুণ বীজ প্রয়োজন। কারসন যদি ৬০ গ্যালন বীজ এবং সার একত্রে ব্যবহার করেন, তাহলে তিনি কত গ্যালন বীজ ব্যবহার করেন?","অনাহি ব্যবহার করে বীজের গ্যালন সংখ্যা এবং f হল গ্যালন সারের সংখ্যা। আমরা জানি যে s = ৩f এবং s + f = ৬০।
প্রথম সমীকরণটিকে দ্বিতীয় সমীকরণে প্রতিস্থাপন করলে ৩f + f = ৬০ উৎপন্ন হয়
পদের মতো একত্রিত করলে, আমরা ৪f = ৬০ পাই
উভয় পক্ষকে ৪ দ্বারা ভাগ করলে আমরা f = ১৫ পাব
সেই মানটিকে s = ৩f সমীকরণে প্রতিস্থাপন করলে, আমরা s = ৩ * ১৫ = <<৩*১৫=৪৫>>৪৫ পাব
#### ৪৫",395
26e200407a97c1f769f27b7d1e3ea9957cb08920,বাবুল তার স্ত্রী এবং দুই সন্তানের সাথে বাগান থেকে ৫০টি আপেল তুলেছিলেন। তিনি তার প্রতিটি বাচ্চাকে তাদের প্রিয় দুই শিক্ষকের জন্য ৩টি আপেল দিয়ে স্কুলে পাঠান। তার স্ত্রী জুলি প্রতি ১০টি আপেল দিয়ে একটি পাই বানান এবং এভাবে দুটি আপেল পাই বানিয়েছেন। বাবুলের কাছে কয়টি আপেল আছে?,"বাবুল তার প্রতিটি সন্তানকে ৩টি আপেল দেয়, তাই যেহেতু তার দুটি সন্তান রয়েছে এটি ৩*২=<<৩*২=৬>>৬টি আপেল।
জুলি ১০টি আপেল ব্যবহার করে ২টি আপেল পিস সেঁকে, তাই এর অর্থ হল সে ১০*২=<<২*১০=২০>>২০টি আপেল ব্যবহার করে।
মোট,  ২০+৬=<<২০+৬=২৬>>২৬টি আপেল ব্যবহার করা হয়েছে।
যেহেতু বিল ৫০টি আপেল দিয়ে শুরু হয়েছে, এর মানে ৫০-২৬=<<৫০-২৬=২৪>>২৪টি আপেল বাকি আছে।
#### ২৪",347
6b76598853b39a99dd8c5c31bdc31db19c37e106,"যদি একটি খরগোশ প্রতি মিনিটে ৩ বার তার গর্ত থেকে বের হয়, তাহলে ১০ ঘন্টার মধ্যে একই গতিতে ২০টি খরগোশ কতবার তাদের গর্ত  থেকে বেরিয়ে আসবে তা গণনা করুন।","যদি একটি খরগোশ তার গর্ত থেকে এক মিনিটে তিনবার বের হয়, এক ঘণ্টায়, ৬০ মিনিটের মধ্যে, খরগোশটি গর্ত থেকে ৬০*৩=<<৬০*৩=১৮০>>১৮০ বার বেরিয়ে আসবে।
১০ ঘন্টার মধ্যে, একটি খরগোশ তাদের গর্ত থেকে ১৮০*১০=<<১৮০*১০=১৮০০>>১৮০০ বার বেরিয়ে আসবে।
২০টি খরগোশ তাদের গর্ত থেকে বেরিয়ে আসতে ১০ ঘন্টায় যে সমন্বিত সময় নেবে তা হল ১৮০০*২০=<<১৮০০*২০=৩৬০০০>>৩৬০০০ বার।
#### ৩৬০০০",365
